season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,inferred_fan_val,rule_type,harmonized_fan_percent
9,1,Macy Gray,Singer/Rapper,Eliminated Week 1,18.9999,3,15.0,0.0467979676767199,1,True,0.05008203644845493,Percentage,0.05008203644845493
9,1,Mark Dacascos,Actor/Actress,Eliminated Week 7,28.9998,3,6.0,0.0714283603088091,7,False,0.07471242908054412,Percentage,0.07471242908054412
9,1,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,24.0,3,9.0,0.0591135334523485,6,False,0.06239760222317404,Percentage,0.06239760222317404
9,1,Michael Irvin,Athlete,Eliminated Week 7,19.0,3,14.0,0.0467982139831092,7,False,0.05008228275484424,Percentage,0.05008228275484424
9,1,Mya,Singer/Rapper,2nd Place,30.9999,3,3.0,0.0763547344028941,11,False,0.07963880317462914,Percentage,0.07963880317462914
9,1,Natalie Coughlin,Athlete,Eliminated Week 5,26.9998,3,7.0,0.0665022325211133,5,False,0.06978630129284832,Percentage,0.06978630129284832
9,2,Aaron Carter,Singer/Rapper,Eliminated Week 8,27.0,3,1.0,0.0918367346938775,8,False,0.09654631083202511,Percentage,0.09654631083202511
9,2,Chuck Liddell,Athlete,Eliminated Week 4,19.0,3,9.0,0.064625850340136,4,False,0.06933542647828361,Percentage,0.06933542647828361
9,2,Debi Mazar,Actor/Actress,Eliminated Week 3,21.0,3,4.0,0.0714285714285714,3,False,0.07613814756671901,Percentage,0.07613814756671901
9,2,Donny Osmond,Singer/Rapper,1st Place,25.0,3,3.0,0.0850340136054421,11,False,0.08974358974358973,Percentage,0.08974358974358973
9,2,Joanna Krupa,Model,Eliminated Week 9,20.0,3,7.0,0.0680272108843537,9,False,0.07273678702250133,Percentage,0.07273678702250133
9,2,Kathy Ireland,Model,Eliminated Week 2,18.0,3,13.0,0.0612244897959183,2,True,0.06593406593406591,Percentage,0.06593406593406591
9,2,Kelly Osbourne,TV Personality,3rd Place,19.0,3,9.0,0.064625850340136,11,False,0.06933542647828361,Percentage,0.06933542647828361
9,2,Louie Vito,Athlete,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,0.06933542647828361,Percentage,0.06933542647828361
9,2,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.0,3,4.0,0.0714285714285714,7,False,0.07613814756671901,Percentage,0.07613814756671901
9,2,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,0.06933542647828361,Percentage,0.06933542647828361
9,2,Michael Irvin,Athlete,Eliminated Week 7,20.0,3,7.0,0.0680272108843537,7,False,0.07273678702250132,Percentage,0.07273678702250132
9,2,Mya,Singer/Rapper,2nd Place,27.0,3,1.0,0.0918367346938775,11,False,0.09654631083202511,Percentage,0.09654631083202511
9,2,Natalie Coughlin,Athlete,Eliminated Week 5,21.0,3,4.0,0.0714285714285714,5,False,0.07613814756671902,Percentage,0.07613814756671902
9,3,Aaron Carter,Singer/Rapper,Eliminated Week 8,21.0,3,4.0,0.0813953488372093,8,False,0.08624031007651824,Percentage,0.08624031007651824
9,3,Chuck Liddell,Athlete,Eliminated Week 4,17.0,3,10.0,0.065891472868217,4,False,0.07073643410752596,Percentage,0.07073643410752596
9,3,Debi Mazar,Actor/Actress,Eliminated Week 3,17.0,3,10.0,0.065891472868217,3,True,0.05910852713520937,Percentage,0.05910852713520937
9,3,Donny Osmond,Singer/Rapper,1st Place,21.0,3,4.0,0.0813953488372093,11,False,0.08624031007651826,Percentage,0.08624031007651826
9,3,Joanna Krupa,Model,Eliminated Week 9,23.0,3,3.0,0.0891472868217054,9,False,0.09399224806101436,Percentage,0.09399224806101436
9,3,Kelly Osbourne,TV Personality,3rd Place,20.0,3,6.0,0.0775193798449612,11,False,0.08236434108427017,Percentage,0.08236434108427017
9,3,Louie Vito,Athlete,Eliminated Week 6,20.0,3,6.0,0.0775193798449612,6,False,0.08236434108427015,Percentage,0.08236434108427015
9,3,Mark Dacascos,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.0697674418604651,7,False,0.07461240309977406,Percentage,0.07461240309977406
9,3,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,8.0,0.0736434108527131,6,False,0.07848837209202207,Percentage,0.07848837209202207
9,3,Michael Irvin,Athlete,Eliminated Week 7,14.0,3,13.0,0.0542635658914728,7,False,0.07073643411353285,Percentage,0.07073643411353285
9,3,Mya,Singer/Rapper,2nd Place,27.0,3,1.0,0.1046511627906976,11,False,0.10949612403000657,Percentage,0.10949612403000657
9,3,Natalie Coughlin,Athlete,Eliminated Week 5,26.0,3,2.0,0.1007751937984496,5,False,0.10562015503775857,Percentage,0.10562015503775857
9,4,Aaron Carter,Singer/Rapper,Eliminated Week 8,18.0,3,8.0,0.0743801652892562,8,False,0.07438016528923558,Percentage,0.07438016528923558
9,4,Chuck Liddell,Athlete,Eliminated Week 4,17.0,3,9.0,0.0702479338842975,4,True,0.06473829201107442,Percentage,0.06473829201107442
9,4,Donny Osmond,Singer/Rapper,1st Place,24.0,3,4.0,0.0991735537190082,11,False,0.09917355371898758,Percentage,0.09917355371898758
9,4,Joanna Krupa,Model,Eliminated Week 9,26.0,3,3.0,0.1074380165289256,9,False,0.10743801652890497,Percentage,0.10743801652890497
9,4,Kelly Osbourne,TV Personality,3rd Place,23.0,3,6.0,0.0950413223140495,11,False,0.09504132231402888,Percentage,0.09504132231402888
9,4,Louie Vito,Athlete,Eliminated Week 6,16.0,3,10.0,0.0661157024793388,6,False,0.06887052341603309,Percentage,0.06887052341603309
9,4,Mark Dacascos,Actor/Actress,Eliminated Week 7,22.0,3,7.0,0.0909090909090909,7,False,0.09090909090907028,Percentage,0.09090909090907028
9,4,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,28.0,3,1.0,0.1157024793388429,6,False,0.11570247933882227,Percentage,0.11570247933882227
9,4,Michael Irvin,Athlete,Eliminated Week 7,16.0,3,10.0,0.0661157024793388,7,False,0.06887052341603309,Percentage,0.06887052341603309
9,4,Mya,Singer/Rapper,2nd Place,28.0,3,1.0,0.1157024793388429,11,False,0.11570247933882227,Percentage,0.11570247933882227
9,4,Natalie Coughlin,Athlete,Eliminated Week 5,24.0,3,4.0,0.0991735537190082,5,False,0.09917355371898758,Percentage,0.09917355371898758
9,5,Aaron Carter,Singer/Rapper,Eliminated Week 8,24.0,3,4.0,0.0991735537190082,8,False,0.09917355371905372,Percentage,0.09917355371905372
9,5,Donny Osmond,Singer/Rapper,1st Place,29.0,3,1.0,0.1198347107438016,11,False,0.11983471074384712,Percentage,0.11983471074384712
9,5,Joanna Krupa,Model,Eliminated Week 9,24.0,3,4.0,0.0991735537190082,9,False,0.09917355371905372,Percentage,0.09917355371905372
9,5,Kelly Osbourne,TV Personality,3rd Place,24.0,3,4.0,0.0991735537190082,11,False,0.09917355371905372,Percentage,0.09917355371905372
9,5,Louie Vito,Athlete,Eliminated Week 6,22.0,3,8.0,0.0909090909090909,6,False,0.09090909090913642,Percentage,0.09090909090913642
9,5,Mark Dacascos,Actor/Actress,Eliminated Week 7,26.0,3,3.0,0.1074380165289256,7,False,0.10743801652897111,Percentage,0.10743801652897111
9,5,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,23.0,3,7.0,0.0950413223140495,6,False,0.09504132231409503,Percentage,0.09504132231409503
9,5,Michael Irvin,Athlete,Eliminated Week 7,21.0,3,10.0,0.0867768595041322,7,False,0.09090909090890906,Percentage,0.09090909090890906
9,5,Mya,Singer/Rapper,2nd Place,27.0,3,2.0,0.1115702479338843,11,False,0.11157024793392982,Percentage,0.11157024793392982
9,5,Natalie Coughlin,Athlete,Eliminated Week 5,22.0,3,8.0,0.0909090909090909,5,True,0.08677685950395032,Percentage,0.08677685950395032
9,6,Aaron Carter,Singer/Rapper,Eliminated Week 8,32.9998,3,3.0,0.1269227470402782,8,False,0.1269227470403793,Percentage,0.1269227470403793
9,6,Donny Osmond,Singer/Rapper,1st Place,30.9999,3,5.0,0.1192307973373753,11,False,0.11923079733747641,Percentage,0.11923079733747641
9,6,Joanna Krupa,Model,Eliminated Week 9,35.9999,3,1.0,0.1384616331364223,9,False,0.1384616331365234,Percentage,0.1384616331365234
9,6,Kelly Osbourne,TV Personality,3rd Place,24.9998,3,6.0,0.096153409761803,11,False,0.09615340976190412,Percentage,0.09615340976190412
9,6,Louie Vito,Athlete,Eliminated Week 6,24.0,3,7.0,0.0923080118354255,6,True,0.08717901972204571,Percentage,0.08717901972204571
9,6,Mark Dacascos,Actor/Actress,Eliminated Week 7,32.0,3,4.0,0.1230773491139007,7,False,0.12307734911400181,Percentage,0.12307734911400181
9,6,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,23.9999,3,8.0,0.0923076272187096,6,True,0.0871794043387616,Percentage,0.0871794043387616
9,6,Michael Irvin,Athlete,Eliminated Week 7,21.9998,3,9.0,0.0846149082823748,7,False,0.0948721232750964,Percentage,0.0948721232750964
9,6,Mya,Singer/Rapper,2nd Place,33.0,3,2.0,0.1269235162737101,11,False,0.1269235162738112,Percentage,0.1269235162738112
9,7,Aaron Carter,Singer/Rapper,Eliminated Week 8,26.5,3,2.0,0.150997150997151,8,False,0.150997150997151,Percentage,0.150997150997151
9,7,Donny Osmond,Singer/Rapper,1st Place,26.0,3,3.0,0.1481481481481481,11,False,0.1481481481481481,Percentage,0.1481481481481481
9,7,Joanna Krupa,Model,Eliminated Week 9,27.5,3,1.0,0.1566951566951566,9,False,0.1566951566951566,Percentage,0.1566951566951566
9,7,Kelly Osbourne,TV Personality,3rd Place,26.0,3,3.0,0.1481481481481481,11,False,0.1481481481481481,Percentage,0.1481481481481481
9,7,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.5,3,7.0,0.1225071225071225,7,True,0.1225071225071225,Percentage,0.1225071225071225
9,7,Michael Irvin,Athlete,Eliminated Week 7,23.5,3,6.0,0.1339031339031339,7,True,0.1339031339031339,Percentage,0.1339031339031339
9,7,Mya,Singer/Rapper,2nd Place,24.5,3,5.0,0.1396011396011396,11,False,0.1396011396011396,Percentage,0.1396011396011396
9,8,Aaron Carter,Singer/Rapper,Eliminated Week 8,25.0,3,4.0,0.1908396946564885,8,True,0.1908396946564885,Percentage,0.1908396946564885
9,8,Donny Osmond,Singer/Rapper,1st Place,25.0,3,4.0,0.1908396946564885,11,False,0.1908396946564885,Percentage,0.1908396946564885
9,8,Joanna Krupa,Model,Eliminated Week 9,26.0,3,2.0,0.1984732824427481,9,False,0.1984732824427481,Percentage,0.1984732824427481
9,8,Kelly Osbourne,TV Personality,3rd Place,25.5,3,3.0,0.1946564885496183,11,False,0.1946564885496183,Percentage,0.1946564885496183
9,8,Mya,Singer/Rapper,2nd Place,29.5,3,1.0,0.2251908396946564,11,False,0.2251908396946564,Percentage,0.2251908396946564
9,9,Donny Osmond,Singer/Rapper,1st Place,24.6666,3,4.0,0.2312501699224591,11,False,0.25312587011926907,Percentage,0.25312587011926907
9,9,Joanna Krupa,Model,Eliminated Week 9,27.0,3,2.0,0.2531258701201785,9,True,0.23125016992154968,Percentage,0.23125016992154968
9,9,Kelly Osbourne,TV Personality,3rd Place,25.9998,3,3.0,0.2437489628870599,11,False,0.24374896288796946,Percentage,0.24374896288796946
9,9,Mya,Singer/Rapper,2nd Place,28.9999,3,1.0,0.2718749970703024,11,False,0.2718749970712119,Percentage,0.2718749970712119
9,10,Donny Osmond,Singer/Rapper,1st Place,28.9998,3,1.0,0.3512776905634048,11,False,0.3512776905634048,Percentage,0.3512776905634048
9,10,Kelly Osbourne,TV Personality,3rd Place,25.2222,3,3.0,0.305519216233502,11,False,0.305519216233502,Percentage,0.305519216233502
9,10,Mya,Singer/Rapper,2nd Place,28.3332,3,2.0,0.3432030932030931,11,False,0.3432030932030931,Percentage,0.3432030932030931
10,1,Aiden Turner,Actor/Actress,Eliminated Week 4,15.0,3,10.0,0.0717703349282296,4,False,0.0717703349282296,Percentage,0.0717703349282296
10,1,Buzz Aldrin,Astronaut,Eliminated Week 3,14.0,3,11.0,0.0669856459330143,3,False,0.0669856459330143,Percentage,0.0669856459330143
10,1,Chad Ochocinco,Athlete,Eliminated Week 9,18.0,3,6.0,0.0861244019138756,9,False,0.0861244019138756,Percentage,0.0861244019138756
10,1,Erin Andrews,Sports Broadcaster,3rd Place,21.0,3,3.0,0.1004784688995215,11,False,0.1004784688995215,Percentage,0.1004784688995215
10,1,Evan Lysacek,Athlete,2nd Place,23.0,3,2.0,0.1100478468899521,11,False,0.1100478468899521,Percentage,0.1100478468899521
10,1,Jake Pavelka,TV Personality,Eliminated Week 6,20.0,3,5.0,0.0956937799043062,6,False,0.0956937799043062,Percentage,0.0956937799043062
10,1,Kate Gosselin,TV Personality,Eliminated Week 5,16.0,3,9.0,0.0765550239234449,5,False,0.0765550239234449,Percentage,0.0765550239234449
10,1,Nicole Scherzinger,Singer/Rapper,1st Place,25.0,3,1.0,0.1196172248803827,11,False,0.1196172248803827,Percentage,0.1196172248803827
10,1,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,6.0,0.0861244019138756,8,False,0.0861244019138756,Percentage,0.0861244019138756
10,1,Pamela Anderson,Model,Eliminated Week 7,21.0,3,3.0,0.1004784688995215,7,False,0.1004784688995215,Percentage,0.1004784688995215
10,1,Shannen Doherty,Actor/Actress,Eliminated Week 2,18.0,3,6.0,0.0861244019138756,2,False,0.0861244019138756,Percentage,0.0861244019138756
10,2,Aiden Turner,Actor/Actress,Eliminated Week 4,19.0,3,8.0,0.0863636363636363,4,False,0.08636363636495921,Percentage,0.08636363636495921
10,2,Buzz Aldrin,Astronaut,Eliminated Week 3,12.0,3,11.0,0.0545454545454545,3,False,0.08787878787526013,Percentage,0.08787878787526013
10,2,Chad Ochocinco,Athlete,Eliminated Week 9,16.0,3,9.0,0.0727272727272727,9,False,0.07272727272859565,Percentage,0.07272727272859565
10,2,Erin Andrews,Sports Broadcaster,3rd Place,23.0,3,3.0,0.1045454545454545,11,False,0.10454545454677744,Percentage,0.10454545454677744
10,2,Evan Lysacek,Athlete,2nd Place,24.0,3,2.0,0.109090909090909,11,False,0.10909090909223194,Percentage,0.10909090909223194
10,2,Jake Pavelka,TV Personality,Eliminated Week 6,20.0,3,6.0,0.0909090909090909,6,False,0.09090909091041384,Percentage,0.09090909091041384
10,2,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,10.0,0.0681818181818181,5,False,0.07424242423889653,Percentage,0.07424242423889653
10,2,Nicole Scherzinger,Singer/Rapper,1st Place,28.0,3,1.0,0.1272727272727272,11,False,0.12727272727405015,Percentage,0.12727272727405015
10,2,Niecy Nash,Actor/Actress,Eliminated Week 8,21.0,3,5.0,0.0954545454545454,8,False,0.09545454545586834,Percentage,0.09545454545586834
10,2,Pamela Anderson,Model,Eliminated Week 7,22.0,3,4.0,0.1,7,False,0.10000000000132295,Percentage,0.10000000000132295
10,2,Shannen Doherty,Actor/Actress,Eliminated Week 2,20.0,3,6.0,0.0909090909090909,2,True,0.05151515151162376,Percentage,0.05151515151162376
10,3,Aiden Turner,Actor/Actress,Eliminated Week 4,20.0,3,7.0,0.0985221674876847,4,False,0.0985221674876847,Percentage,0.0985221674876847
10,3,Buzz Aldrin,Astronaut,Eliminated Week 3,13.0,3,10.0,0.064039408866995,3,True,0.064039408866995,Percentage,0.064039408866995
10,3,Chad Ochocinco,Athlete,Eliminated Week 9,20.0,3,7.0,0.0985221674876847,9,False,0.0985221674876847,Percentage,0.0985221674876847
10,3,Erin Andrews,Sports Broadcaster,3rd Place,23.0,3,2.0,0.1133004926108374,11,False,0.1133004926108374,Percentage,0.1133004926108374
10,3,Evan Lysacek,Athlete,2nd Place,26.0,3,1.0,0.1280788177339901,11,False,0.1280788177339901,Percentage,0.1280788177339901
10,3,Jake Pavelka,TV Personality,Eliminated Week 6,21.0,3,4.0,0.1034482758620689,6,False,0.1034482758620689,Percentage,0.1034482758620689
10,3,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,9.0,0.0738916256157635,5,False,0.0738916256157635,Percentage,0.0738916256157635
10,3,Nicole Scherzinger,Singer/Rapper,1st Place,23.0,3,2.0,0.1133004926108374,11,False,0.1133004926108374,Percentage,0.1133004926108374
10,3,Niecy Nash,Actor/Actress,Eliminated Week 8,21.0,3,4.0,0.1034482758620689,8,False,0.1034482758620689,Percentage,0.1034482758620689
10,3,Pamela Anderson,Model,Eliminated Week 7,21.0,3,4.0,0.1034482758620689,7,False,0.1034482758620689,Percentage,0.1034482758620689
10,4,Aiden Turner,Actor/Actress,Eliminated Week 4,16.5,3,8.0,0.0889487870619946,4,True,0.08625336927221515,Percentage,0.08625336927221515
10,4,Chad Ochocinco,Athlete,Eliminated Week 9,22.0,3,4.0,0.1185983827493261,9,False,0.11859838274933247,Percentage,0.11859838274933247
10,4,Erin Andrews,Sports Broadcaster,3rd Place,19.5,3,5.0,0.105121293800539,11,False,0.10512129380054537,Percentage,0.10512129380054537
10,4,Evan Lysacek,Athlete,2nd Place,26.0,3,1.0,0.1401617250673854,11,False,0.14016172506739175,Percentage,0.14016172506739175
10,4,Jake Pavelka,TV Personality,Eliminated Week 6,19.0,3,6.0,0.1024258760107816,6,False,0.10242587601078797,Percentage,0.10242587601078797
10,4,Kate Gosselin,TV Personality,Eliminated Week 5,16.0,3,9.0,0.0862533692722372,5,False,0.08894878706197255,Percentage,0.08894878706197255
10,4,Nicole Scherzinger,Singer/Rapper,1st Place,25.0,3,2.0,0.1347708894878706,11,False,0.13477088948787697,Percentage,0.13477088948787697
10,4,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,7.0,0.0970350404312668,8,False,0.09703504043127317,Percentage,0.09703504043127317
10,4,Pamela Anderson,Model,Eliminated Week 7,23.5,3,3.0,0.1266846361185983,7,False,0.12668463611860464,Percentage,0.12668463611860464
10,5,Chad Ochocinco,Athlete,Eliminated Week 9,18.0,3,6.0,0.1040462427745664,9,False,0.1040462427745664,Percentage,0.1040462427745664
10,5,Erin Andrews,Sports Broadcaster,3rd Place,22.0,3,4.0,0.1271676300578034,11,False,0.1271676300578034,Percentage,0.1271676300578034
10,5,Evan Lysacek,Athlete,2nd Place,27.0,3,2.0,0.1560693641618497,11,False,0.1560693641618497,Percentage,0.1560693641618497
10,5,Jake Pavelka,TV Personality,Eliminated Week 6,23.0,3,3.0,0.1329479768786127,6,False,0.1329479768786127,Percentage,0.1329479768786127
10,5,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,8.0,0.0867052023121387,5,True,0.0867052023121387,Percentage,0.0867052023121387
10,5,Nicole Scherzinger,Singer/Rapper,1st Place,29.0,3,1.0,0.1676300578034682,11,False,0.1676300578034682,Percentage,0.1676300578034682
10,5,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,6.0,0.1040462427745664,8,False,0.1040462427745664,Percentage,0.1040462427745664
10,5,Pamela Anderson,Model,Eliminated Week 7,21.0,3,5.0,0.1213872832369942,7,False,0.1213872832369942,Percentage,0.1213872832369942
10,6,Chad Ochocinco,Athlete,Eliminated Week 9,30.9999,3,3.0,0.1483253771663349,9,False,0.1483253771663349,Percentage,0.1483253771663349
10,6,Erin Andrews,Sports Broadcaster,3rd Place,34.0,3,2.0,0.1626799706984664,11,False,0.1626799706984664,Percentage,0.1626799706984664
10,6,Evan Lysacek,Athlete,2nd Place,27.0,3,5.0,0.1291870355546645,11,False,0.1291870355546645,Percentage,0.1291870355546645
10,6,Jake Pavelka,TV Personality,Eliminated Week 6,24.9999,3,7.0,0.1196171470430762,6,True,0.1196171470430762,Percentage,0.1196171470430762
10,6,Nicole Scherzinger,Singer/Rapper,1st Place,35.9999,3,1.0,0.1722489022690506,11,False,0.1722489022690506,Percentage,0.1722489022690506
10,6,Niecy Nash,Actor/Actress,Eliminated Week 8,25.9998,3,6.0,0.1244013735931173,8,False,0.1244013735931173,Percentage,0.1244013735931173
10,6,Pamela Anderson,Model,Eliminated Week 7,29.9998,3,4.0,0.1435401936752898,7,False,0.1435401936752898,Percentage,0.1435401936752898
10,7,Chad Ochocinco,Athlete,Eliminated Week 9,26.0,3,3.0,0.1672025723472668,9,False,0.16720257234726685,Percentage,0.16720257234726685
10,7,Erin Andrews,Sports Broadcaster,3rd Place,25.5,3,4.0,0.1639871382636656,11,False,0.16398713826366565,Percentage,0.16398713826366565
10,7,Evan Lysacek,Athlete,2nd Place,27.0,3,1.0,0.1736334405144694,11,False,0.17363344051446947,Percentage,0.17363344051446947
10,7,Nicole Scherzinger,Singer/Rapper,1st Place,27.0,3,1.0,0.1736334405144694,11,False,0.17363344051446947,Percentage,0.17363344051446947
10,7,Niecy Nash,Actor/Actress,Eliminated Week 8,24.5,3,6.0,0.157556270096463,8,False,0.16398713826366562,Percentage,0.16398713826366562
10,7,Pamela Anderson,Model,Eliminated Week 7,25.5,3,4.0,0.1639871382636656,7,True,0.15755627009646306,Percentage,0.15755627009646306
10,8,Chad Ochocinco,Athlete,Eliminated Week 9,22.5,3,4.0,0.1778656126482213,9,False,0.1778656126482213,Percentage,0.1778656126482213
10,8,Erin Andrews,Sports Broadcaster,3rd Place,26.5,3,2.0,0.2094861660079051,11,False,0.2094861660079051,Percentage,0.2094861660079051
10,8,Evan Lysacek,Athlete,2nd Place,26.5,3,2.0,0.2094861660079051,11,False,0.2094861660079051,Percentage,0.2094861660079051
10,8,Nicole Scherzinger,Singer/Rapper,1st Place,29.5,3,1.0,0.233201581027668,11,False,0.233201581027668,Percentage,0.233201581027668
10,8,Niecy Nash,Actor/Actress,Eliminated Week 8,21.5,3,5.0,0.1699604743083003,8,True,0.1699604743083003,Percentage,0.1699604743083003
10,9,Chad Ochocinco,Athlete,Eliminated Week 9,26.0,3,4.0,0.2300884955752212,9,True,0.2300884955752212,Percentage,0.2300884955752212
10,9,Erin Andrews,Sports Broadcaster,3rd Place,28.0,3,3.0,0.247787610619469,11,False,0.247787610619469,Percentage,0.247787610619469
10,9,Evan Lysacek,Athlete,2nd Place,29.5,3,1.0,0.2610619469026549,11,False,0.2610619469026549,Percentage,0.2610619469026549
10,9,Nicole Scherzinger,Singer/Rapper,1st Place,29.5,3,1.0,0.2610619469026549,11,False,0.2610619469026549,Percentage,0.2610619469026549
10,10,Erin Andrews,Sports Broadcaster,3rd Place,26.9998,3,2.0,0.3266123276502367,11,False,0.3266123276502367,Percentage,0.3266123276502367
10,10,Evan Lysacek,Athlete,2nd Place,26.8887,3,3.0,0.325268368450467,11,False,0.325268368450467,Percentage,0.325268368450467
10,10,Nicole Scherzinger,Singer/Rapper,1st Place,28.7777,3,1.0,0.3481193038992962,11,False,0.3481193038992962,Percentage,0.3481193038992962
11,1,Audrina Patridge,TV Personality,Eliminated Week 6,19.0,3,5.0,0.0837004405286343,6,False,0.0837004405286343,Percentage,0.0837004405286343
11,1,Brandy,Singer/Rapper,Eliminated Week 9,23.0,3,2.0,0.1013215859030837,9,False,0.1013215859030837,Percentage,0.1013215859030837
11,1,Bristol Palin,TV Personality,3rd Place,18.0,3,7.0,0.079295154185022,11,False,0.079295154185022,Percentage,0.079295154185022
11,1,David Hasselhoff,Actor/Actress,Eliminated Week 1,15.0,3,10.0,0.066079295154185,1,True,0.066079295154185,Percentage,0.066079295154185
11,1,Florence Henderson,Actor/Actress,Eliminated Week 5,18.0,3,7.0,0.079295154185022,5,False,0.079295154185022,Percentage,0.079295154185022
11,1,Jennifer Grey,Actor/Actress,1st Place,24.0,3,1.0,0.105726872246696,11,False,0.105726872246696,Percentage,0.105726872246696
11,1,Kurt Warner,Athlete,Eliminated Week 8,19.0,3,5.0,0.0837004405286343,8,False,0.0837004405286343,Percentage,0.0837004405286343
11,1,Kyle Massey,Actor/Actress,2nd Place,23.0,3,2.0,0.1013215859030837,11,False,0.1013215859030837,Percentage,0.1013215859030837
11,1,Margaret Cho,Comedian,Eliminated Week 3,15.0,3,10.0,0.066079295154185,3,False,0.066079295154185,Percentage,0.066079295154185
11,1,Michael Bolton,Singer/Rapper,Eliminated Week 2,16.0,3,9.0,0.0704845814977973,2,False,0.0704845814977973,Percentage,0.0704845814977973
11,1,Rick Fox,Athlete,Eliminated Week 7,22.0,3,4.0,0.0969162995594713,7,False,0.0969162995594713,Percentage,0.0969162995594713
11,1,The Situation,TV Personality,Eliminated Week 4,15.0,3,10.0,0.066079295154185,4,False,0.066079295154185,Percentage,0.066079295154185
11,2,Audrina Patridge,TV Personality,Eliminated Week 6,23.0,3,2.0,0.1040723981900452,6,False,0.1040723981900452,Percentage,0.1040723981900452
11,2,Brandy,Singer/Rapper,Eliminated Week 9,21.0,3,5.0,0.0950226244343891,9,False,0.0950226244343891,Percentage,0.0950226244343891
11,2,Bristol Palin,TV Personality,3rd Place,22.0,3,3.0,0.0995475113122171,11,False,0.0995475113122171,Percentage,0.0995475113122171
11,2,Florence Henderson,Actor/Actress,Eliminated Week 5,19.0,3,8.0,0.085972850678733,5,False,0.085972850678733,Percentage,0.085972850678733
11,2,Jennifer Grey,Actor/Actress,1st Place,24.0,3,1.0,0.1085972850678733,11,False,0.1085972850678733,Percentage,0.1085972850678733
11,2,Kurt Warner,Athlete,Eliminated Week 8,21.0,3,5.0,0.0950226244343891,8,False,0.0950226244343891,Percentage,0.0950226244343891
11,2,Kyle Massey,Actor/Actress,2nd Place,22.0,3,3.0,0.0995475113122171,11,False,0.0995475113122171,Percentage,0.0995475113122171
11,2,Margaret Cho,Comedian,Eliminated Week 3,18.0,3,9.0,0.0814479638009049,3,False,0.0814479638009049,Percentage,0.0814479638009049
11,2,Michael Bolton,Singer/Rapper,Eliminated Week 2,12.0,3,11.0,0.0542986425339366,2,True,0.0542986425339366,Percentage,0.0542986425339366
11,2,Rick Fox,Athlete,Eliminated Week 7,21.0,3,5.0,0.0950226244343891,7,False,0.0950226244343891,Percentage,0.0950226244343891
11,2,The Situation,TV Personality,Eliminated Week 4,18.0,3,9.0,0.0814479638009049,4,False,0.0814479638009049,Percentage,0.0814479638009049
11,3,Audrina Patridge,TV Personality,Eliminated Week 6,26.0,3,1.0,0.1176470588235294,6,False,0.1176470588235294,Percentage,0.1176470588235294
11,3,Brandy,Singer/Rapper,Eliminated Week 9,24.0,3,2.0,0.1085972850678733,9,False,0.1085972850678733,Percentage,0.1085972850678733
11,3,Bristol Palin,TV Personality,3rd Place,19.0,3,9.0,0.085972850678733,11,False,0.085972850678733,Percentage,0.085972850678733
11,3,Florence Henderson,Actor/Actress,Eliminated Week 5,20.0,3,7.0,0.090497737556561,5,False,0.090497737556561,Percentage,0.090497737556561
11,3,Jennifer Grey,Actor/Actress,1st Place,24.0,3,2.0,0.1085972850678733,11,False,0.1085972850678733,Percentage,0.1085972850678733
11,3,Kurt Warner,Athlete,Eliminated Week 8,23.0,3,5.0,0.1040723981900452,8,False,0.1040723981900452,Percentage,0.1040723981900452
11,3,Kyle Massey,Actor/Actress,2nd Place,23.0,3,5.0,0.1040723981900452,11,False,0.1040723981900452,Percentage,0.1040723981900452
11,3,Margaret Cho,Comedian,Eliminated Week 3,18.0,3,10.0,0.0814479638009049,3,True,0.0814479638009049,Percentage,0.0814479638009049
11,3,Rick Fox,Athlete,Eliminated Week 7,24.0,3,2.0,0.1085972850678733,7,False,0.1085972850678733,Percentage,0.1085972850678733
11,3,The Situation,TV Personality,Eliminated Week 4,20.0,3,7.0,0.090497737556561,4,False,0.090497737556561,Percentage,0.090497737556561
11,4,Audrina Patridge,TV Personality,Eliminated Week 6,23.0,3,3.0,0.1284916201117318,6,False,0.1284916201117318,Percentage,0.1284916201117318
11,4,Brandy,Singer/Rapper,Eliminated Week 9,24.0,3,2.0,0.1340782122905028,9,False,0.1340782122905028,Percentage,0.1340782122905028
