season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,f_placement,rule_type,space_contraction_certainty,feasible_ratio
7,1,Maurice Greene,Athlete,Eliminated Week 8,19.5,3,7.0,0.0773809523809523,8,False,8,Percentage,0.95124,0.048760000000000026
7,1,Misty May-Treanor,Athlete,Withdrew,21.0,3,5.0,0.0833333333333333,10,False,Withdrew,Percentage,0.95124,0.048760000000000026
7,1,Rocco DiSpirito,TV Personality,Eliminated Week 4,17.5,3,11.0,0.0694444444444444,4,False,4,Percentage,0.95124,0.048760000000000026
7,1,Susan Lucci,Actor/Actress,Eliminated Week 7,18.5,3,8.0,0.0734126984126984,7,False,7,Percentage,0.95124,0.048760000000000026
7,1,Ted McGinley,Actor/Actress,Eliminated Week 1,18.5,3,8.0,0.0734126984126984,1,True,1,Percentage,0.95124,0.048760000000000026
7,1,Toni Braxton,Singer/Rapper,Eliminated Week 5,22.5,3,2.0,0.0892857142857142,5,False,5,Percentage,0.95124,0.048760000000000026
7,1,Warren Sapp,Athlete,2nd Place,21.5,3,3.0,0.0853174603174603,11,False,2,Percentage,0.95124,0.048760000000000026
7,2,Brooke Burke,TV Personality,1st Place,24.0,3,1.0,0.1085972850678733,11,False,1,Percentage,0.8271999999999999,0.17280000000000006
7,2,Cloris Leachman,Actor/Actress,Eliminated Week 6,15.0,3,11.0,0.0678733031674208,6,False,6,Percentage,0.8271999999999999,0.17280000000000006
7,2,Cody Linley,Actor/Actress,Eliminated Week 9,21.0,3,4.0,0.0950226244343891,9,False,9,Percentage,0.8271999999999999,0.17280000000000006
7,2,Kim Kardashian,TV Personality,Eliminated Week 2,17.0,3,9.0,0.0769230769230769,2,True,2,Percentage,0.8271999999999999,0.17280000000000006
7,2,Lance Bass,Singer/Rapper,3rd Place,20.0,3,7.0,0.090497737556561,11,False,3,Percentage,0.8271999999999999,0.17280000000000006
7,2,Maurice Greene,Athlete,Eliminated Week 8,19.0,3,8.0,0.085972850678733,8,False,8,Percentage,0.8271999999999999,0.17280000000000006
7,2,Misty May-Treanor,Athlete,Withdrew,21.0,3,4.0,0.0950226244343891,10,False,Withdrew,Percentage,0.8271999999999999,0.17280000000000006
7,2,Rocco DiSpirito,TV Personality,Eliminated Week 4,16.0,3,10.0,0.0723981900452488,4,False,4,Percentage,0.8271999999999999,0.17280000000000006
7,2,Susan Lucci,Actor/Actress,Eliminated Week 7,21.0,3,4.0,0.0950226244343891,7,False,7,Percentage,0.8271999999999999,0.17280000000000006
7,2,Toni Braxton,Singer/Rapper,Eliminated Week 5,23.0,3,3.0,0.1040723981900452,5,False,5,Percentage,0.8271999999999999,0.17280000000000006
7,2,Warren Sapp,Athlete,2nd Place,24.0,3,1.0,0.1085972850678733,11,False,2,Percentage,0.8271999999999999,0.17280000000000006
7,3,Brooke Burke,TV Personality,1st Place,28.0,3,1.0,0.1407035175879397,11,False,1,Percentage,0.0,1.0
7,3,Cloris Leachman,Actor/Actress,Eliminated Week 6,16.0,3,9.0,0.0804020100502512,6,False,6,Percentage,0.0,1.0
7,3,Cody Linley,Actor/Actress,Eliminated Week 9,21.0,3,6.0,0.1055276381909547,9,False,9,Percentage,0.0,1.0
7,3,Lance Bass,Singer/Rapper,3rd Place,22.0,3,4.0,0.1105527638190954,11,False,3,Percentage,0.0,1.0
7,3,Maurice Greene,Athlete,Eliminated Week 8,24.0,3,3.0,0.1206030150753768,8,False,8,Percentage,0.0,1.0
7,3,Rocco DiSpirito,TV Personality,Eliminated Week 4,20.0,3,8.0,0.100502512562814,4,False,4,Percentage,0.0,1.0
7,3,Susan Lucci,Actor/Actress,Eliminated Week 7,21.0,3,6.0,0.1055276381909547,7,False,7,Percentage,0.0,1.0
7,3,Toni Braxton,Singer/Rapper,Eliminated Week 5,22.0,3,4.0,0.1105527638190954,5,False,5,Percentage,0.0,1.0
7,3,Warren Sapp,Athlete,2nd Place,25.0,3,2.0,0.1256281407035175,11,False,2,Percentage,0.0,1.0
7,4,Brooke Burke,TV Personality,1st Place,26.0,3,1.0,0.1280788177339901,11,False,1,Percentage,0.73726,0.26274
7,4,Cloris Leachman,Actor/Actress,Eliminated Week 6,22.0,3,5.0,0.1083743842364532,6,False,6,Percentage,0.73726,0.26274
7,4,Cody Linley,Actor/Actress,Eliminated Week 9,23.0,3,4.0,0.1133004926108374,9,False,9,Percentage,0.73726,0.26274
7,4,Lance Bass,Singer/Rapper,3rd Place,26.0,3,1.0,0.1280788177339901,11,False,3,Percentage,0.73726,0.26274
7,4,Maurice Greene,Athlete,Eliminated Week 8,20.0,3,8.0,0.0985221674876847,8,False,8,Percentage,0.73726,0.26274
7,4,Rocco DiSpirito,TV Personality,Eliminated Week 4,18.0,3,9.0,0.0886699507389162,4,True,4,Percentage,0.73726,0.26274
7,4,Susan Lucci,Actor/Actress,Eliminated Week 7,24.0,3,3.0,0.1182266009852216,7,False,7,Percentage,0.73726,0.26274
7,4,Toni Braxton,Singer/Rapper,Eliminated Week 5,22.0,3,5.0,0.1083743842364532,5,False,5,Percentage,0.73726,0.26274
7,4,Warren Sapp,Athlete,2nd Place,22.0,3,5.0,0.1083743842364532,11,False,2,Percentage,0.73726,0.26274
7,5,Brooke Burke,TV Personality,1st Place,29.0,3,1.0,0.1487179487179487,11,False,1,Percentage,0.8227599999999999,0.17724000000000006
7,5,Cloris Leachman,Actor/Actress,Eliminated Week 6,21.0,3,7.0,0.1076923076923077,6,False,6,Percentage,0.8227599999999999,0.17724000000000006
7,5,Cody Linley,Actor/Actress,Eliminated Week 9,28.0,3,2.0,0.1435897435897435,9,False,9,Percentage,0.8227599999999999,0.17724000000000006
7,5,Lance Bass,Singer/Rapper,3rd Place,21.0,3,7.0,0.1076923076923077,11,False,3,Percentage,0.8227599999999999,0.17724000000000006
7,5,Maurice Greene,Athlete,Eliminated Week 8,27.0,3,3.0,0.1384615384615384,8,False,8,Percentage,0.8227599999999999,0.17724000000000006
7,5,Susan Lucci,Actor/Actress,Eliminated Week 7,22.0,3,5.0,0.1128205128205128,7,False,7,Percentage,0.8227599999999999,0.17724000000000006
7,5,Toni Braxton,Singer/Rapper,Eliminated Week 5,22.0,3,5.0,0.1128205128205128,5,True,5,Percentage,0.8227599999999999,0.17724000000000006
7,5,Warren Sapp,Athlete,2nd Place,25.0,3,4.0,0.1282051282051282,11,False,2,Percentage,0.8227599999999999,0.17724000000000006
7,6,Brooke Burke,TV Personality,1st Place,26.0,3,2.0,0.1625,11,False,1,Percentage,0.61094,0.38905999999999996
7,6,Cloris Leachman,Actor/Actress,Eliminated Week 6,15.0,3,7.0,0.09375,6,True,6,Percentage,0.61094,0.38905999999999996
7,6,Cody Linley,Actor/Actress,Eliminated Week 9,23.0,3,4.0,0.14375,9,False,9,Percentage,0.61094,0.38905999999999996
7,6,Lance Bass,Singer/Rapper,3rd Place,27.0,3,1.0,0.16875,11,False,3,Percentage,0.61094,0.38905999999999996
7,6,Maurice Greene,Athlete,Eliminated Week 8,21.0,3,6.0,0.13125,8,False,8,Percentage,0.61094,0.38905999999999996
7,6,Susan Lucci,Actor/Actress,Eliminated Week 7,23.0,3,4.0,0.14375,7,False,7,Percentage,0.61094,0.38905999999999996
7,6,Warren Sapp,Athlete,2nd Place,25.0,3,3.0,0.15625,11,False,2,Percentage,0.61094,0.38905999999999996
7,7,Brooke Burke,TV Personality,1st Place,30.0,3,1.0,0.2040816326530612,11,False,1,Percentage,0.82787,0.17213
7,7,Cody Linley,Actor/Actress,Eliminated Week 9,22.0,3,5.0,0.1496598639455782,9,False,9,Percentage,0.82787,0.17213
7,7,Lance Bass,Singer/Rapper,3rd Place,25.0,3,2.0,0.1700680272108843,11,False,3,Percentage,0.82787,0.17213
7,7,Maurice Greene,Athlete,Eliminated Week 8,25.0,3,2.0,0.1700680272108843,8,False,8,Percentage,0.82787,0.17213
7,7,Susan Lucci,Actor/Actress,Eliminated Week 7,24.0,3,4.0,0.1632653061224489,7,True,7,Percentage,0.82787,0.17213
7,7,Warren Sapp,Athlete,2nd Place,21.0,3,6.0,0.1428571428571428,11,False,2,Percentage,0.82787,0.17213
7,8,Brooke Burke,TV Personality,1st Place,27.5,3,1.0,0.2156862745098039,11,False,1,Percentage,0.75587,0.24412999999999996
7,8,Cody Linley,Actor/Actress,Eliminated Week 9,24.0,3,4.0,0.188235294117647,9,False,9,Percentage,0.75587,0.24412999999999996
7,8,Lance Bass,Singer/Rapper,3rd Place,25.0,3,3.0,0.196078431372549,11,False,3,Percentage,0.75587,0.24412999999999996
7,8,Maurice Greene,Athlete,Eliminated Week 8,24.0,3,4.0,0.188235294117647,8,True,8,Percentage,0.75587,0.24412999999999996
7,8,Warren Sapp,Athlete,2nd Place,27.0,3,2.0,0.2117647058823529,11,False,2,Percentage,0.75587,0.24412999999999996
7,9,Brooke Burke,TV Personality,1st Place,24.5,3,2.0,0.2437810945273631,11,False,1,Percentage,0.69137,0.30862999999999996
7,9,Cody Linley,Actor/Actress,Eliminated Week 9,23.0,3,4.0,0.2288557213930348,9,True,9,Percentage,0.69137,0.30862999999999996
7,9,Lance Bass,Singer/Rapper,3rd Place,28.5,3,1.0,0.2835820895522388,11,False,3,Percentage,0.69137,0.30862999999999996
7,9,Warren Sapp,Athlete,2nd Place,24.5,3,2.0,0.2437810945273631,11,False,2,Percentage,0.69137,0.30862999999999996
7,10,Brooke Burke,TV Personality,1st Place,30.0,3,1.0,0.3529411764705882,11,False,1,Percentage,0.82361,0.17639000000000005
7,10,Lance Bass,Singer/Rapper,3rd Place,27.5,3,2.0,0.3235294117647059,11,False,3,Percentage,0.82361,0.17639000000000005
7,10,Warren Sapp,Athlete,2nd Place,27.5,3,2.0,0.3235294117647059,11,False,2,Percentage,0.82361,0.17639000000000005
8,1,Belinda Carlisle,Singer/Rapper,Eliminated Week 2,17.0,3,9.0,0.0699588477366255,2,False,2,Percentage,0.0,1.0
8,1,Chuck Wicks,Singer/Rapper,Eliminated Week 8,20.0,3,5.0,0.0823045267489712,8,False,8,Percentage,0.0,1.0
8,1,David Alan Grier,Actor/Actress,Eliminated Week 5,19.0,3,6.0,0.0781893004115226,5,False,5,Percentage,0.0,1.0
8,1,Denise Richards,Actor/Actress,Eliminated Week 3,18.0,3,7.0,0.074074074074074,3,False,3,Percentage,0.0,1.0
8,1,Gilles Marini,Actor/Actress,2nd Place,24.0,3,1.0,0.0987654320987654,12,False,2,Percentage,0.0,1.0
8,1,Holly Madison,TV Personality,Eliminated Week 4,18.0,3,7.0,0.074074074074074,4,False,4,Percentage,0.0,1.0
8,1,Lawrence Taylor,Athlete,Eliminated Week 7,16.0,3,11.0,0.0658436213991769,7,False,7,Percentage,0.0,1.0
8,1,Lil' Kim,Singer/Rapper,Eliminated Week 9,21.0,3,4.0,0.0864197530864197,9,False,9,Percentage,0.0,1.0
8,1,Melissa Rycroft,TV Personality,3rd Place,23.0,3,2.0,0.0946502057613168,12,False,3,Percentage,0.0,1.0
8,1,Shawn Johnson,Athlete,1st Place,23.0,3,2.0,0.0946502057613168,12,False,1,Percentage,0.0,1.0
8,1,Steve Wozniak,Entrepreneur,Eliminated Week 4,13.0,3,13.0,0.0534979423868312,4,False,4,Percentage,0.0,1.0
8,1,Steve-O,TV Personality,Eliminated Week 6,17.0,3,9.0,0.0699588477366255,6,False,6,Percentage,0.0,1.0
8,1,Ty Murray,Athlete,Eliminated Week 10,14.0,3,12.0,0.0576131687242798,10,False,10,Percentage,0.0,1.0
8,2,Belinda Carlisle,Singer/Rapper,Eliminated Week 2,18.0,3,9.0,0.0679245283018867,2,True,2,Percentage,0.89188,0.10812
8,2,Chuck Wicks,Singer/Rapper,Eliminated Week 8,20.0,3,6.0,0.0754716981132075,8,False,8,Percentage,0.89188,0.10812
8,2,David Alan Grier,Actor/Actress,Eliminated Week 5,17.0,3,11.0,0.0641509433962264,5,False,5,Percentage,0.89188,0.10812
8,2,Denise Richards,Actor/Actress,Eliminated Week 3,21.0,3,5.0,0.0792452830188679,3,False,3,Percentage,0.89188,0.10812
8,2,Gilles Marini,Actor/Actress,2nd Place,27.0,3,1.0,0.1018867924528302,12,False,2,Percentage,0.89188,0.10812
8,2,Holly Madison,TV Personality,Eliminated Week 4,18.0,3,9.0,0.0679245283018867,4,False,4,Percentage,0.89188,0.10812
8,2,Lawrence Taylor,Athlete,Eliminated Week 7,20.0,3,6.0,0.0754716981132075,7,False,7,Percentage,0.89188,0.10812
8,2,Lil' Kim,Singer/Rapper,Eliminated Week 9,23.0,3,4.0,0.0867924528301886,9,False,9,Percentage,0.89188,0.10812
8,2,Melissa Rycroft,TV Personality,3rd Place,26.0,3,2.0,0.0981132075471698,12,False,3,Percentage,0.89188,0.10812
8,2,Shawn Johnson,Athlete,1st Place,24.0,3,3.0,0.090566037735849,12,False,1,Percentage,0.89188,0.10812
8,2,Steve Wozniak,Entrepreneur,Eliminated Week 4,17.0,3,11.0,0.0641509433962264,4,False,4,Percentage,0.89188,0.10812
8,2,Steve-O,TV Personality,Eliminated Week 6,14.0,3,13.0,0.0528301886792452,6,False,6,Percentage,0.89188,0.10812
8,2,Ty Murray,Athlete,Eliminated Week 10,20.0,3,6.0,0.0754716981132075,10,False,10,Percentage,0.89188,0.10812
8,3,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,6.0,0.0905511811023622,8,False,8,Percentage,0.84035,0.15964999999999996
8,3,David Alan Grier,Actor/Actress,Eliminated Week 5,24.0,3,5.0,0.0944881889763779,5,False,5,Percentage,0.84035,0.15964999999999996
8,3,Denise Richards,Actor/Actress,Eliminated Week 3,16.0,3,10.0,0.0629921259842519,3,True,3,Percentage,0.84035,0.15964999999999996
8,3,Gilles Marini,Actor/Actress,2nd Place,27.0,3,1.0,0.1062992125984252,12,False,2,Percentage,0.84035,0.15964999999999996
8,3,Holly Madison,TV Personality,Eliminated Week 4,17.0,3,9.0,0.0669291338582677,4,False,4,Percentage,0.84035,0.15964999999999996
8,3,Lawrence Taylor,Athlete,Eliminated Week 7,20.0,3,8.0,0.0787401574803149,7,False,7,Percentage,0.84035,0.15964999999999996
8,3,Lil' Kim,Singer/Rapper,Eliminated Week 9,25.0,3,4.0,0.0984251968503937,9,False,9,Percentage,0.84035,0.15964999999999996
8,3,Melissa Rycroft,TV Personality,3rd Place,27.0,3,1.0,0.1062992125984252,12,False,3,Percentage,0.84035,0.15964999999999996
8,3,Shawn Johnson,Athlete,1st Place,27.0,3,1.0,0.1062992125984252,12,False,1,Percentage,0.84035,0.15964999999999996
8,3,Steve Wozniak,Entrepreneur,Eliminated Week 4,10.0,3,12.0,0.0393700787401574,4,False,4,Percentage,0.84035,0.15964999999999996
8,3,Steve-O,TV Personality,Eliminated Week 6,15.0,3,11.0,0.0590551181102362,6,False,6,Percentage,0.84035,0.15964999999999996
8,3,Ty Murray,Athlete,Eliminated Week 10,23.0,3,6.0,0.0905511811023622,10,False,10,Percentage,0.84035,0.15964999999999996
8,4,Chuck Wicks,Singer/Rapper,Eliminated Week 8,22.0,3,6.0,0.0909090909090909,8,False,8,Percentage,0.88249,0.11751
8,4,David Alan Grier,Actor/Actress,Eliminated Week 5,22.0,3,6.0,0.0909090909090909,5,False,5,Percentage,0.88249,0.11751
8,4,Gilles Marini,Actor/Actress,2nd Place,30.0,3,1.0,0.1239669421487603,12,False,2,Percentage,0.88249,0.11751
8,4,Holly Madison,TV Personality,Eliminated Week 4,16.0,3,9.0,0.0661157024793388,4,True,4,Percentage,0.88249,0.11751
8,4,Lawrence Taylor,Athlete,Eliminated Week 7,19.0,3,8.0,0.0785123966942148,7,False,7,Percentage,0.88249,0.11751
8,4,Lil' Kim,Singer/Rapper,Eliminated Week 9,27.0,3,3.0,0.1115702479338843,9,False,9,Percentage,0.88249,0.11751
8,4,Melissa Rycroft,TV Personality,3rd Place,29.0,3,2.0,0.1198347107438016,12,False,3,Percentage,0.88249,0.11751
8,4,Shawn Johnson,Athlete,1st Place,25.0,3,4.0,0.1033057851239669,12,False,1,Percentage,0.88249,0.11751
8,4,Steve Wozniak,Entrepreneur,Eliminated Week 4,12.0,3,11.0,0.0495867768595041,4,True,4,Percentage,0.88249,0.11751
8,4,Steve-O,TV Personality,Eliminated Week 6,15.0,3,10.0,0.0619834710743801,6,False,6,Percentage,0.88249,0.11751
8,4,Ty Murray,Athlete,Eliminated Week 10,25.0,3,4.0,0.1033057851239669,10,False,10,Percentage,0.88249,0.11751
8,5,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,5.0,0.1095238095238095,8,False,8,Percentage,0.8702799999999999,0.12972000000000006
8,5,David Alan Grier,Actor/Actress,Eliminated Week 5,22.0,3,6.0,0.1047619047619047,5,True,5,Percentage,0.8702799999999999,0.12972000000000006
8,5,Gilles Marini,Actor/Actress,2nd Place,29.0,3,1.0,0.1380952380952381,12,False,2,Percentage,0.8702799999999999,0.12972000000000006
8,5,Lawrence Taylor,Athlete,Eliminated Week 7,20.0,3,8.0,0.0952380952380952,7,False,7,Percentage,0.8702799999999999,0.12972000000000006
8,5,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,2.0,0.1238095238095238,9,False,9,Percentage,0.8702799999999999,0.12972000000000006
8,5,Melissa Rycroft,TV Personality,3rd Place,25.0,3,4.0,0.119047619047619,12,False,3,Percentage,0.8702799999999999,0.12972000000000006
8,5,Shawn Johnson,Athlete,1st Place,26.0,3,2.0,0.1238095238095238,12,False,1,Percentage,0.8702799999999999,0.12972000000000006
8,5,Steve-O,TV Personality,Eliminated Week 6,18.0,3,9.0,0.0857142857142857,6,False,6,Percentage,0.8702799999999999,0.12972000000000006
8,5,Ty Murray,Athlete,Eliminated Week 10,21.0,3,7.0,0.1,10,False,10,Percentage,0.8702799999999999,0.12972000000000006
8,6,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,5.0,0.1236559139784946,8,False,8,Percentage,0.66471,0.33529
8,6,Gilles Marini,Actor/Actress,2nd Place,26.0,3,3.0,0.1397849462365591,12,False,2,Percentage,0.66471,0.33529
8,6,Lawrence Taylor,Athlete,Eliminated Week 7,22.0,3,6.0,0.1182795698924731,7,False,7,Percentage,0.66471,0.33529
8,6,Lil' Kim,Singer/Rapper,Eliminated Week 9,28.0,3,1.0,0.1505376344086021,9,False,9,Percentage,0.66471,0.33529
8,6,Melissa Rycroft,TV Personality,3rd Place,27.0,3,2.0,0.1451612903225806,12,False,3,Percentage,0.66471,0.33529
8,6,Shawn Johnson,Athlete,1st Place,26.0,3,3.0,0.1397849462365591,12,False,1,Percentage,0.66471,0.33529
8,6,Steve-O,TV Personality,Eliminated Week 6,16.0,3,8.0,0.086021505376344,6,True,6,Percentage,0.66471,0.33529
8,6,Ty Murray,Athlete,Eliminated Week 10,18.0,3,7.0,0.0967741935483871,10,False,10,Percentage,0.66471,0.33529
8,7,Chuck Wicks,Singer/Rapper,Eliminated Week 8,27.0,3,3.0,0.1483516483516483,8,False,8,Percentage,0.7120500000000001,0.28794999999999993
8,7,Gilles Marini,Actor/Actress,2nd Place,27.0,3,3.0,0.1483516483516483,12,False,2,Percentage,0.7120500000000001,0.28794999999999993
8,7,Lawrence Taylor,Athlete,Eliminated Week 7,21.0,3,7.0,0.1153846153846153,7,True,7,Percentage,0.7120500000000001,0.28794999999999993
8,7,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,5.0,0.1428571428571428,9,False,9,Percentage,0.7120500000000001,0.28794999999999993
8,7,Melissa Rycroft,TV Personality,3rd Place,29.0,3,1.0,0.1593406593406593,12,False,3,Percentage,0.7120500000000001,0.28794999999999993
8,7,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.1538461538461538,12,False,1,Percentage,0.7120500000000001,0.28794999999999993
8,7,Ty Murray,Athlete,Eliminated Week 10,24.0,3,6.0,0.1318681318681318,10,False,10,Percentage,0.7120500000000001,0.28794999999999993
8,8,Chuck Wicks,Singer/Rapper,Eliminated Week 8,25.5,3,5.0,0.1634615384615384,8,True,8,Percentage,0.819,0.18100000000000005
8,8,Gilles Marini,Actor/Actress,2nd Place,27.5,3,2.0,0.1762820512820513,12,False,2,Percentage,0.819,0.18100000000000005
8,8,Lil' Kim,Singer/Rapper,Eliminated Week 9,28.0,3,1.0,0.1794871794871795,9,False,9,Percentage,0.819,0.18100000000000005
8,8,Melissa Rycroft,TV Personality,3rd Place,23.0,3,6.0,0.1474358974358974,12,False,3,Percentage,0.819,0.18100000000000005
8,8,Shawn Johnson,Athlete,1st Place,26.0,3,3.0,0.1666666666666666,12,False,1,Percentage,0.819,0.18100000000000005
8,8,Ty Murray,Athlete,Eliminated Week 10,26.0,3,3.0,0.1666666666666666,10,False,10,Percentage,0.819,0.18100000000000005
8,9,Gilles Marini,Actor/Actress,2nd Place,28.0,3,2.0,0.2097378277153558,12,False,2,Percentage,0.78215,0.21785
8,9,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,4.0,0.1947565543071161,9,True,9,Percentage,0.78215,0.21785
8,9,Melissa Rycroft,TV Personality,3rd Place,28.5,3,1.0,0.2134831460674157,12,False,3,Percentage,0.78215,0.21785
8,9,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.2097378277153558,12,False,1,Percentage,0.78215,0.21785
8,9,Ty Murray,Athlete,Eliminated Week 10,23.0,3,5.0,0.1722846441947565,10,False,10,Percentage,0.78215,0.21785
8,10,Gilles Marini,Actor/Actress,2nd Place,30.0,3,1.0,0.273972602739726,12,False,2,Percentage,0.65855,0.34145000000000003
8,10,Melissa Rycroft,TV Personality,3rd Place,27.5,3,3.0,0.2511415525114155,12,False,3,Percentage,0.65855,0.34145000000000003
8,10,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.2557077625570776,12,False,1,Percentage,0.65855,0.34145000000000003
8,10,Ty Murray,Athlete,Eliminated Week 10,24.0,3,4.0,0.2191780821917808,10,True,10,Percentage,0.65855,0.34145000000000003
8,11,Gilles Marini,Actor/Actress,2nd Place,29.0,3,2.0,0.3314285714285714,12,False,2,Percentage,0.82347,0.17652999999999996
8,11,Melissa Rycroft,TV Personality,3rd Place,28.5,3,3.0,0.3257142857142857,12,False,3,Percentage,0.82347,0.17652999999999996
8,11,Shawn Johnson,Athlete,1st Place,30.0,3,1.0,0.3428571428571428,12,False,1,Percentage,0.82347,0.17652999999999996
9,1,Aaron Carter,Singer/Rapper,Eliminated Week 8,31.9999,3,2.0,0.078817798296742,8,False,8,Percentage,0.94408,0.05591999999999997
9,1,Ashley Hamiliton,Actor/Actress,Eliminated Week 1,18.9999,3,15.0,0.0467979676767199,1,True,1,Percentage,0.94408,0.05591999999999997
9,1,Chuck Liddell,Athlete,Eliminated Week 4,22.0,3,10.0,0.0541874056646528,4,False,4,Percentage,0.94408,0.05591999999999997
9,1,Debi Mazar,Actor/Actress,Eliminated Week 3,22.0,3,10.0,0.0541874056646528,3,False,3,Percentage,0.94408,0.05591999999999997
9,1,Donny Osmond,Singer/Rapper,1st Place,29.9999,3,5.0,0.0738916705090463,11,False,1,Percentage,0.94408,0.05591999999999997
9,1,Joanna Krupa,Model,Eliminated Week 9,33.9999,3,1.0,0.0837439260844377,9,False,9,Percentage,0.94408,0.05591999999999997
9,1,Kathy Ireland,Model,Eliminated Week 2,19.9999,3,12.0,0.0492610315705677,2,False,2,Percentage,0.94408,0.05591999999999997
9,1,Kelly Osbourne,TV Personality,3rd Place,30.9998,3,4.0,0.0763544880965048,11,False,3,Percentage,0.94408,0.05591999999999997
9,1,Louie Vito,Athlete,Eliminated Week 6,26.9998,3,7.0,0.0665022325211133,6,False,6,Percentage,0.94408,0.05591999999999997
9,1,Macy Gray,Singer/Rapper,Eliminated Week 1,18.9999,3,15.0,0.0467979676767199,1,True,1,Percentage,0.94408,0.05591999999999997
9,1,Mark Dacascos,Actor/Actress,Eliminated Week 7,28.9998,3,6.0,0.0714283603088091,7,False,7,Percentage,0.94408,0.05591999999999997
9,1,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,24.0,3,9.0,0.0591135334523485,6,False,6,Percentage,0.94408,0.05591999999999997
9,1,Michael Irvin,Athlete,Eliminated Week 7,19.0,3,14.0,0.0467982139831092,7,False,7,Percentage,0.94408,0.05591999999999997
9,1,Mya,Singer/Rapper,2nd Place,30.9999,3,3.0,0.0763547344028941,11,False,2,Percentage,0.94408,0.05591999999999997
9,1,Natalie Coughlin,Athlete,Eliminated Week 5,26.9998,3,7.0,0.0665022325211133,5,False,5,Percentage,0.94408,0.05591999999999997
9,1,Tom DeLay,Politician,Withdrew,19.9999,3,12.0,0.0492610315705677,10,False,Withdrew,Percentage,0.94408,0.05591999999999997
9,2,Aaron Carter,Singer/Rapper,Eliminated Week 8,27.0,3,1.0,0.0918367346938775,8,False,8,Percentage,0.83765,0.16235
9,2,Chuck Liddell,Athlete,Eliminated Week 4,19.0,3,9.0,0.064625850340136,4,False,4,Percentage,0.83765,0.16235
9,2,Debi Mazar,Actor/Actress,Eliminated Week 3,21.0,3,4.0,0.0714285714285714,3,False,3,Percentage,0.83765,0.16235
9,2,Donny Osmond,Singer/Rapper,1st Place,25.0,3,3.0,0.0850340136054421,11,False,1,Percentage,0.83765,0.16235
9,2,Joanna Krupa,Model,Eliminated Week 9,20.0,3,7.0,0.0680272108843537,9,False,9,Percentage,0.83765,0.16235
9,2,Kathy Ireland,Model,Eliminated Week 2,18.0,3,13.0,0.0612244897959183,2,True,2,Percentage,0.83765,0.16235
9,2,Kelly Osbourne,TV Personality,3rd Place,19.0,3,9.0,0.064625850340136,11,False,3,Percentage,0.83765,0.16235
9,2,Louie Vito,Athlete,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,6,Percentage,0.83765,0.16235
9,2,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.0,3,4.0,0.0714285714285714,7,False,7,Percentage,0.83765,0.16235
9,2,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,6,Percentage,0.83765,0.16235
9,2,Michael Irvin,Athlete,Eliminated Week 7,20.0,3,7.0,0.0680272108843537,7,False,7,Percentage,0.83765,0.16235
9,2,Mya,Singer/Rapper,2nd Place,27.0,3,1.0,0.0918367346938775,11,False,2,Percentage,0.83765,0.16235
9,2,Natalie Coughlin,Athlete,Eliminated Week 5,21.0,3,4.0,0.0714285714285714,5,False,5,Percentage,0.83765,0.16235
9,2,Tom DeLay,Politician,Withdrew,18.0,3,13.0,0.0612244897959183,10,False,Withdrew,Percentage,0.83765,0.16235
9,3,Aaron Carter,Singer/Rapper,Eliminated Week 8,21.0,3,4.0,0.0813953488372093,8,False,8,Percentage,0.84626,0.15374
9,3,Chuck Liddell,Athlete,Eliminated Week 4,17.0,3,10.0,0.065891472868217,4,False,4,Percentage,0.84626,0.15374
9,3,Debi Mazar,Actor/Actress,Eliminated Week 3,17.0,3,10.0,0.065891472868217,3,True,3,Percentage,0.84626,0.15374
9,3,Donny Osmond,Singer/Rapper,1st Place,21.0,3,4.0,0.0813953488372093,11,False,1,Percentage,0.84626,0.15374
9,3,Joanna Krupa,Model,Eliminated Week 9,23.0,3,3.0,0.0891472868217054,9,False,9,Percentage,0.84626,0.15374
9,3,Kelly Osbourne,TV Personality,3rd Place,20.0,3,6.0,0.0775193798449612,11,False,3,Percentage,0.84626,0.15374
9,3,Louie Vito,Athlete,Eliminated Week 6,20.0,3,6.0,0.0775193798449612,6,False,6,Percentage,0.84626,0.15374
9,3,Mark Dacascos,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.0697674418604651,7,False,7,Percentage,0.84626,0.15374
9,3,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,8.0,0.0736434108527131,6,False,6,Percentage,0.84626,0.15374
