season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated
9,6,Kelly Osbourne,TV Personality,3rd Place,24.9998,3,6.0,0.09615340976180302,11,False
9,6,Louie Vito,Athlete,Eliminated Week 6,24.0,3,7.0,0.09230801183542559,6,True
9,6,Mark Dacascos,Actor/Actress,Eliminated Week 7,32.0,3,4.0,0.12307734911390078,7,False
9,6,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,23.9999,3,8.0,0.09230762721870961,6,True
9,6,Michael Irvin,Athlete,Eliminated Week 7,21.9998,3,9.0,0.08461490828237482,7,False
9,6,Mya,Singer/Rapper,2nd Place,33.0,3,2.0,0.12692351627371018,11,False
9,7,Aaron Carter,Singer/Rapper,Eliminated Week 8,26.5,3,2.0,0.150997150997151,8,False
9,7,Donny Osmond,Singer/Rapper,1st Place,26.0,3,3.0,0.14814814814814814,11,False
9,7,Joanna Krupa,Model,Eliminated Week 9,27.5,3,1.0,0.15669515669515668,9,False
9,7,Kelly Osbourne,TV Personality,3rd Place,26.0,3,3.0,0.14814814814814814,11,False
9,7,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.5,3,7.0,0.1225071225071225,7,True
9,7,Michael Irvin,Athlete,Eliminated Week 7,23.5,3,6.0,0.1339031339031339,7,True
9,7,Mya,Singer/Rapper,2nd Place,24.5,3,5.0,0.1396011396011396,11,False
9,8,Aaron Carter,Singer/Rapper,Eliminated Week 8,25.0,3,4.0,0.19083969465648856,8,True
9,8,Donny Osmond,Singer/Rapper,1st Place,25.0,3,4.0,0.19083969465648856,11,False
9,8,Joanna Krupa,Model,Eliminated Week 9,26.0,3,2.0,0.1984732824427481,9,False
9,8,Kelly Osbourne,TV Personality,3rd Place,25.5,3,3.0,0.1946564885496183,11,False
9,8,Mya,Singer/Rapper,2nd Place,29.5,3,1.0,0.22519083969465647,11,False
9,9,Donny Osmond,Singer/Rapper,1st Place,24.6666,3,4.0,0.2312501699224591,11,False
9,9,Joanna Krupa,Model,Eliminated Week 9,27.0,3,2.0,0.2531258701201785,9,True
9,9,Kelly Osbourne,TV Personality,3rd Place,25.9998,3,3.0,0.2437489628870599,11,False
9,9,Mya,Singer/Rapper,2nd Place,28.9999,3,1.0,0.27187499707030244,11,False
9,10,Donny Osmond,Singer/Rapper,1st Place,28.9998,3,1.0,0.35127769056340485,11,False
9,10,Kelly Osbourne,TV Personality,3rd Place,25.2222,3,3.0,0.305519216233502,11,False
9,10,Mya,Singer/Rapper,2nd Place,28.333199999999998,3,2.0,0.34320309320309317,11,False
10,1,Aiden Turner,Actor/Actress,Eliminated Week 4,15.0,3,10.0,0.07177033492822966,4,False
10,1,Buzz Aldrin,Astronaut,Eliminated Week 3,14.0,3,11.0,0.06698564593301436,3,False
10,1,Chad Ochocinco,Athlete,Eliminated Week 9,18.0,3,6.0,0.0861244019138756,9,False
10,1,Erin Andrews,Sports Broadcaster,3rd Place,21.0,3,3.0,0.10047846889952153,11,False
10,1,Evan Lysacek,Athlete,2nd Place,23.0,3,2.0,0.11004784688995216,11,False
10,1,Jake Pavelka,TV Personality,Eliminated Week 6,20.0,3,5.0,0.09569377990430622,6,False
10,1,Kate Gosselin,TV Personality,Eliminated Week 5,16.0,3,9.0,0.07655502392344497,5,False
10,1,Nicole Scherzinger,Singer/Rapper,1st Place,25.0,3,1.0,0.11961722488038277,11,False
10,1,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,6.0,0.0861244019138756,8,False
10,1,Pamela Anderson,Model,Eliminated Week 7,21.0,3,3.0,0.10047846889952153,7,False
10,1,Shannen Doherty,Actor/Actress,Eliminated Week 2,18.0,3,6.0,0.0861244019138756,2,False
10,2,Aiden Turner,Actor/Actress,Eliminated Week 4,19.0,3,8.0,0.08636363636363636,4,False
10,2,Buzz Aldrin,Astronaut,Eliminated Week 3,12.0,3,11.0,0.05454545454545454,3,False
10,2,Chad Ochocinco,Athlete,Eliminated Week 9,16.0,3,9.0,0.07272727272727272,9,False
10,2,Erin Andrews,Sports Broadcaster,3rd Place,23.0,3,3.0,0.10454545454545454,11,False
10,2,Evan Lysacek,Athlete,2nd Place,24.0,3,2.0,0.10909090909090909,11,False
10,2,Jake Pavelka,TV Personality,Eliminated Week 6,20.0,3,6.0,0.09090909090909091,6,False
10,2,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,10.0,0.06818181818181818,5,False
10,2,Nicole Scherzinger,Singer/Rapper,1st Place,28.0,3,1.0,0.12727272727272726,11,False
10,2,Niecy Nash,Actor/Actress,Eliminated Week 8,21.0,3,5.0,0.09545454545454546,8,False
10,2,Pamela Anderson,Model,Eliminated Week 7,22.0,3,4.0,0.1,7,False
10,2,Shannen Doherty,Actor/Actress,Eliminated Week 2,20.0,3,6.0,0.09090909090909091,2,True
10,3,Aiden Turner,Actor/Actress,Eliminated Week 4,20.0,3,7.0,0.09852216748768473,4,False
10,3,Buzz Aldrin,Astronaut,Eliminated Week 3,13.0,3,10.0,0.06403940886699508,3,True
10,3,Chad Ochocinco,Athlete,Eliminated Week 9,20.0,3,7.0,0.09852216748768473,9,False
10,3,Erin Andrews,Sports Broadcaster,3rd Place,23.0,3,2.0,0.11330049261083744,11,False
10,3,Evan Lysacek,Athlete,2nd Place,26.0,3,1.0,0.12807881773399016,11,False
10,3,Jake Pavelka,TV Personality,Eliminated Week 6,21.0,3,4.0,0.10344827586206896,6,False
10,3,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,9.0,0.07389162561576355,5,False
10,3,Nicole Scherzinger,Singer/Rapper,1st Place,23.0,3,2.0,0.11330049261083744,11,False
10,3,Niecy Nash,Actor/Actress,Eliminated Week 8,21.0,3,4.0,0.10344827586206896,8,False
10,3,Pamela Anderson,Model,Eliminated Week 7,21.0,3,4.0,0.10344827586206896,7,False
10,4,Aiden Turner,Actor/Actress,Eliminated Week 4,16.5,3,8.0,0.0889487870619946,4,True
10,4,Chad Ochocinco,Athlete,Eliminated Week 9,22.0,3,4.0,0.11859838274932614,9,False
10,4,Erin Andrews,Sports Broadcaster,3rd Place,19.5,3,5.0,0.10512129380053908,11,False
10,4,Evan Lysacek,Athlete,2nd Place,26.0,3,1.0,0.14016172506738545,11,False
10,4,Jake Pavelka,TV Personality,Eliminated Week 6,19.0,3,6.0,0.10242587601078167,6,False
10,4,Kate Gosselin,TV Personality,Eliminated Week 5,16.0,3,9.0,0.0862533692722372,5,False
10,4,Nicole Scherzinger,Singer/Rapper,1st Place,25.0,3,2.0,0.1347708894878706,11,False
10,4,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,7.0,0.09703504043126684,8,False
10,4,Pamela Anderson,Model,Eliminated Week 7,23.5,3,3.0,0.12668463611859837,7,False
10,5,Chad Ochocinco,Athlete,Eliminated Week 9,18.0,3,6.0,0.10404624277456648,9,False
10,5,Erin Andrews,Sports Broadcaster,3rd Place,22.0,3,4.0,0.12716763005780346,11,False
10,5,Evan Lysacek,Athlete,2nd Place,27.0,3,2.0,0.15606936416184972,11,False
10,5,Jake Pavelka,TV Personality,Eliminated Week 6,23.0,3,3.0,0.1329479768786127,6,False
10,5,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,8.0,0.08670520231213873,5,True
10,5,Nicole Scherzinger,Singer/Rapper,1st Place,29.0,3,1.0,0.1676300578034682,11,False
10,5,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,6.0,0.10404624277456648,8,False
10,5,Pamela Anderson,Model,Eliminated Week 7,21.0,3,5.0,0.12138728323699421,7,False
10,6,Chad Ochocinco,Athlete,Eliminated Week 9,30.999899999999997,3,3.0,0.14832537716633498,9,False
10,6,Erin Andrews,Sports Broadcaster,3rd Place,34.0,3,2.0,0.16267997069846646,11,False
10,6,Evan Lysacek,Athlete,2nd Place,27.0,3,5.0,0.12918703555466454,11,False
10,6,Jake Pavelka,TV Personality,Eliminated Week 6,24.999899999999997,3,7.0,0.1196171470430762,6,True
10,6,Nicole Scherzinger,Singer/Rapper,1st Place,35.9999,3,1.0,0.17224890226905065,11,False
10,6,Niecy Nash,Actor/Actress,Eliminated Week 8,25.9998,3,6.0,0.1244013735931173,8,False
10,6,Pamela Anderson,Model,Eliminated Week 7,29.9998,3,4.0,0.1435401936752898,7,False
10,7,Chad Ochocinco,Athlete,Eliminated Week 9,26.0,3,3.0,0.16720257234726688,9,False
10,7,Erin Andrews,Sports Broadcaster,3rd Place,25.5,3,4.0,0.1639871382636656,11,False
10,7,Evan Lysacek,Athlete,2nd Place,27.0,3,1.0,0.17363344051446947,11,False
10,7,Nicole Scherzinger,Singer/Rapper,1st Place,27.0,3,1.0,0.17363344051446947,11,False
10,7,Niecy Nash,Actor/Actress,Eliminated Week 8,24.5,3,6.0,0.15755627009646303,8,False
10,7,Pamela Anderson,Model,Eliminated Week 7,25.5,3,4.0,0.1639871382636656,7,True
10,8,Chad Ochocinco,Athlete,Eliminated Week 9,22.5,3,4.0,0.17786561264822134,9,False
10,8,Erin Andrews,Sports Broadcaster,3rd Place,26.5,3,2.0,0.20948616600790515,11,False
10,8,Evan Lysacek,Athlete,2nd Place,26.5,3,2.0,0.20948616600790515,11,False
10,8,Nicole Scherzinger,Singer/Rapper,1st Place,29.5,3,1.0,0.233201581027668,11,False
10,8,Niecy Nash,Actor/Actress,Eliminated Week 8,21.5,3,5.0,0.16996047430830039,8,True
10,9,Chad Ochocinco,Athlete,Eliminated Week 9,26.0,3,4.0,0.23008849557522124,9,True
10,9,Erin Andrews,Sports Broadcaster,3rd Place,28.0,3,3.0,0.24778761061946902,11,False
10,9,Evan Lysacek,Athlete,2nd Place,29.5,3,1.0,0.2610619469026549,11,False
10,9,Nicole Scherzinger,Singer/Rapper,1st Place,29.5,3,1.0,0.2610619469026549,11,False
10,10,Erin Andrews,Sports Broadcaster,3rd Place,26.9998,3,2.0,0.32661232765023673,11,False
10,10,Evan Lysacek,Athlete,2nd Place,26.8887,3,3.0,0.325268368450467,11,False
10,10,Nicole Scherzinger,Singer/Rapper,1st Place,28.7777,3,1.0,0.3481193038992962,11,False
11,1,Audrina Patridge,TV Personality,Eliminated Week 6,19.0,3,5.0,0.08370044052863436,6,False
11,1,Brandy,Singer/Rapper,Eliminated Week 9,23.0,3,2.0,0.1013215859030837,9,False
11,1,Bristol Palin,TV Personality,3rd Place,18.0,3,7.0,0.07929515418502203,11,False
11,1,David Hasselhoff,Actor/Actress,Eliminated Week 1,15.0,3,10.0,0.06607929515418502,1,True
11,1,Florence Henderson,Actor/Actress,Eliminated Week 5,18.0,3,7.0,0.07929515418502203,5,False
11,1,Jennifer Grey,Actor/Actress,1st Place,24.0,3,1.0,0.10572687224669604,11,False
11,1,Kurt Warner,Athlete,Eliminated Week 8,19.0,3,5.0,0.08370044052863436,8,False
11,1,Kyle Massey,Actor/Actress,2nd Place,23.0,3,2.0,0.1013215859030837,11,False
11,1,Margaret Cho,Comedian,Eliminated Week 3,15.0,3,10.0,0.06607929515418502,3,False
11,1,Michael Bolton,Singer/Rapper,Eliminated Week 2,16.0,3,9.0,0.07048458149779736,2,False
11,1,Rick Fox,Athlete,Eliminated Week 7,22.0,3,4.0,0.09691629955947137,7,False
11,1,The Situation,TV Personality,Eliminated Week 4,15.0,3,10.0,0.06607929515418502,4,False
11,2,Audrina Patridge,TV Personality,Eliminated Week 6,23.0,3,2.0,0.10407239819004525,6,False
11,2,Brandy,Singer/Rapper,Eliminated Week 9,21.0,3,5.0,0.09502262443438914,9,False
11,2,Bristol Palin,TV Personality,3rd Place,22.0,3,3.0,0.09954751131221719,11,False
11,2,Florence Henderson,Actor/Actress,Eliminated Week 5,19.0,3,8.0,0.08597285067873303,5,False
11,2,Jennifer Grey,Actor/Actress,1st Place,24.0,3,1.0,0.1085972850678733,11,False
11,2,Kurt Warner,Athlete,Eliminated Week 8,21.0,3,5.0,0.09502262443438914,8,False
11,2,Kyle Massey,Actor/Actress,2nd Place,22.0,3,3.0,0.09954751131221719,11,False
11,2,Margaret Cho,Comedian,Eliminated Week 3,18.0,3,9.0,0.08144796380090498,3,False
11,2,Michael Bolton,Singer/Rapper,Eliminated Week 2,12.0,3,11.0,0.05429864253393665,2,True
11,2,Rick Fox,Athlete,Eliminated Week 7,21.0,3,5.0,0.09502262443438914,7,False
11,2,The Situation,TV Personality,Eliminated Week 4,18.0,3,9.0,0.08144796380090498,4,False
11,3,Audrina Patridge,TV Personality,Eliminated Week 6,26.0,3,1.0,0.11764705882352941,6,False
11,3,Brandy,Singer/Rapper,Eliminated Week 9,24.0,3,2.0,0.1085972850678733,9,False
11,3,Bristol Palin,TV Personality,3rd Place,19.0,3,9.0,0.08597285067873303,11,False
11,3,Florence Henderson,Actor/Actress,Eliminated Week 5,20.0,3,7.0,0.09049773755656108,5,False
11,3,Jennifer Grey,Actor/Actress,1st Place,24.0,3,2.0,0.1085972850678733,11,False
11,3,Kurt Warner,Athlete,Eliminated Week 8,23.0,3,5.0,0.10407239819004525,8,False
11,3,Kyle Massey,Actor/Actress,2nd Place,23.0,3,5.0,0.10407239819004525,11,False
11,3,Margaret Cho,Comedian,Eliminated Week 3,18.0,3,10.0,0.08144796380090498,3,True
11,3,Rick Fox,Athlete,Eliminated Week 7,24.0,3,2.0,0.1085972850678733,7,False
11,3,The Situation,TV Personality,Eliminated Week 4,20.0,3,7.0,0.09049773755656108,4,False
11,4,Audrina Patridge,TV Personality,Eliminated Week 6,23.0,3,3.0,0.12849162011173185,6,False
11,4,Brandy,Singer/Rapper,Eliminated Week 9,24.0,3,2.0,0.1340782122905028,9,False
11,4,Bristol Palin,TV Personality,3rd Place,16.0,3,8.0,0.0893854748603352,11,False
11,4,Florence Henderson,Actor/Actress,Eliminated Week 5,17.5,3,6.0,0.09776536312849161,5,False
11,4,Jennifer Grey,Actor/Actress,1st Place,28.0,3,1.0,0.1564245810055866,11,False
11,4,Kurt Warner,Athlete,Eliminated Week 8,17.0,3,7.0,0.09497206703910614,8,False
11,4,Kyle Massey,Actor/Actress,2nd Place,20.0,3,4.0,0.11173184357541899,11,False
11,4,Rick Fox,Athlete,Eliminated Week 7,19.5,3,5.0,0.10893854748603352,7,False
11,4,The Situation,TV Personality,Eliminated Week 4,14.0,3,9.0,0.0782122905027933,4,True
11,5,Audrina Patridge,TV Personality,Eliminated Week 6,23.0,3,5.0,0.12637362637362637,6,False
11,5,Brandy,Singer/Rapper,Eliminated Week 9,27.0,3,1.0,0.14835164835164835,9,False
11,5,Bristol Palin,TV Personality,3rd Place,18.0,3,8.0,0.0989010989010989,11,False
11,5,Florence Henderson,Actor/Actress,Eliminated Week 5,21.0,3,6.0,0.11538461538461539,5,True
11,5,Jennifer Grey,Actor/Actress,1st Place,25.0,3,2.0,0.13736263736263737,11,False
11,5,Kurt Warner,Athlete,Eliminated Week 8,24.0,3,3.0,0.13186813186813187,8,False
11,5,Kyle Massey,Actor/Actress,2nd Place,20.0,3,7.0,0.10989010989010989,11,False
11,5,Rick Fox,Athlete,Eliminated Week 7,24.0,3,3.0,0.13186813186813187,7,False
11,6,Audrina Patridge,TV Personality,Eliminated Week 6,31.9998,3,2.0,0.15458892856159417,6,True
11,6,Brandy,Singer/Rapper,Eliminated Week 9,35.9999,3,1.0,0.1739131484985698,9,False
11,6,Bristol Palin,TV Personality,3rd Place,27.9998,3,6.0,0.13526519171803963,11,False
11,6,Jennifer Grey,Actor/Actress,1st Place,29.0,3,5.0,0.14009709211577043,11,False
11,6,Kurt Warner,Athlete,Eliminated Week 8,21.9999,3,7.0,0.1062800695461289,8,False
11,6,Kyle Massey,Actor/Actress,2nd Place,29.999899999999997,3,4.0,0.14492754323323798,11,False
11,6,Rick Fox,Athlete,Eliminated Week 7,30.0,3,3.0,0.14492802632665908,7,False
11,7,Brandy,Singer/Rapper,Eliminated Week 9,36.5,4,1.0,0.1750599520383693,9,False
11,7,Bristol Palin,TV Personality,3rd Place,32.5,4,6.0,0.15587529976019185,11,False
11,7,Jennifer Grey,Actor/Actress,1st Place,36.5,4,1.0,0.1750599520383693,11,False
11,7,Kurt Warner,Athlete,Eliminated Week 8,35.0,4,3.0,0.16786570743405277,8,False
11,7,Kyle Massey,Actor/Actress,2nd Place,33.5,4,5.0,0.1606714628297362,11,False
11,7,Rick Fox,Athlete,Eliminated Week 7,34.5,4,4.0,0.16546762589928057,7,True
11,8,Brandy,Singer/Rapper,Eliminated Week 9,28.5,3,1.0,0.21509433962264152,9,False
11,8,Bristol Palin,TV Personality,3rd Place,23.5,3,5.0,0.17735849056603772,11,False
11,8,Jennifer Grey,Actor/Actress,1st Place,28.5,3,1.0,0.21509433962264152,11,False
11,8,Kurt Warner,Athlete,Eliminated Week 8,24.0,3,4.0,0.1811320754716981,8,True
11,8,Kyle Massey,Actor/Actress,2nd Place,28.0,3,3.0,0.21132075471698114,11,False
11,9,Brandy,Singer/Rapper,Eliminated Week 9,28.5,3,3.0,0.25,9,True
11,9,Bristol Palin,TV Personality,3rd Place,26.5,3,4.0,0.2324561403508772,11,False
11,9,Jennifer Grey,Actor/Actress,1st Place,30.0,3,1.0,0.2631578947368421,11,False
11,9,Kyle Massey,Actor/Actress,2nd Place,29.0,3,2.0,0.2543859649122807,11,False
11,10,Bristol Palin,TV Personality,3rd Place,25.6666,3,3.0,0.3092368897274451,11,False
11,10,Jennifer Grey,Actor/Actress,1st Place,30.0,3,1.0,0.36144665408832316,11,False
11,10,Kyle Massey,Actor/Actress,2nd Place,27.333199999999998,3,2.0,0.3293164561842318,11,False
12,1,Chelsea Kane,Actor/Actress,3rd Place,21.0,3,3.0,0.10144927536231885,11,False
12,1,Chris Jericho,Athlete,Eliminated Week 6,19.0,3,5.0,0.09178743961352658,6,False
12,1,Hines Ward,Athlete,1st Place,21.0,3,3.0,0.10144927536231885,11,False
12,1,Kendra Wilkinson,TV Personality,Eliminated Week 7,18.0,3,7.0,0.08695652173913043,7,False
12,1,Kirstie Alley,Actor/Actress,2nd Place,23.0,3,2.0,0.1111111111111111,11,False
12,1,Mike Catherwood,Radio Personality,Eliminated Week 2,13.0,3,11.0,0.06280193236714976,2,False
12,1,Petra Nemcova,Model,Eliminated Week 5,18.0,3,7.0,0.08695652173913043,5,False
12,1,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,1.0,0.11594202898550725,9,False
12,1,Romeo,Singer/Rapper,Eliminated Week 8,19.0,3,5.0,0.09178743961352658,8,False
12,1,Sugar Ray Leonard,Athlete,Eliminated Week 4,17.0,3,9.0,0.0821256038647343,4,False
12,1,Wendy Williams,TV Personality,Eliminated Week 3,14.0,3,10.0,0.06763285024154589,3,False
12,2,Chelsea Kane,Actor/Actress,3rd Place,18.0,3,7.0,0.08333333333333333,11,False
12,2,Chris Jericho,Athlete,Eliminated Week 6,23.0,3,1.0,0.10648148148148148,6,False
12,2,Hines Ward,Athlete,1st Place,23.0,3,1.0,0.10648148148148148,11,False
12,2,Kendra Wilkinson,TV Personality,Eliminated Week 7,19.0,3,6.0,0.08796296296296297,7,False
12,2,Kirstie Alley,Actor/Actress,2nd Place,20.0,3,5.0,0.09259259259259259,11,False
12,2,Mike Catherwood,Radio Personality,Eliminated Week 2,17.0,3,9.0,0.0787037037037037,2,True
12,2,Petra Nemcova,Model,Eliminated Week 5,18.0,3,7.0,0.08333333333333333,5,False
12,2,Ralph Macchio,Actor/Actress,Eliminated Week 9,21.0,3,4.0,0.09722222222222222,9,False
12,2,Romeo,Singer/Rapper,Eliminated Week 8,23.0,3,1.0,0.10648148148148148,8,False
12,2,Sugar Ray Leonard,Athlete,Eliminated Week 4,17.0,3,9.0,0.0787037037037037,4,False
12,2,Wendy Williams,TV Personality,Eliminated Week 3,17.0,3,9.0,0.0787037037037037,3,False
12,3,Chelsea Kane,Actor/Actress,3rd Place,23.0,3,3.0,0.10747663551401869,11,False
12,3,Chris Jericho,Athlete,Eliminated Week 6,21.0,3,5.0,0.09813084112149532,6,False
12,3,Hines Ward,Athlete,1st Place,25.0,3,1.0,0.11682242990654206,11,False
12,3,Kendra Wilkinson,TV Personality,Eliminated Week 7,23.0,3,3.0,0.10747663551401869,7,False
12,3,Kirstie Alley,Actor/Actress,2nd Place,21.0,3,5.0,0.09813084112149532,11,False
12,3,Petra Nemcova,Model,Eliminated Week 5,25.0,3,1.0,0.11682242990654206,5,False
12,3,Ralph Macchio,Actor/Actress,Eliminated Week 9,21.0,3,5.0,0.09813084112149532,9,False
12,3,Romeo,Singer/Rapper,Eliminated Week 8,20.0,3,8.0,0.09345794392523364,8,False
12,3,Sugar Ray Leonard,Athlete,Eliminated Week 4,20.0,3,8.0,0.09345794392523364,4,False
12,3,Wendy Williams,TV Personality,Eliminated Week 3,15.0,3,10.0,0.07009345794392523,3,True
12,4,Chelsea Kane,Actor/Actress,3rd Place,26.0,3,1.0,0.1262135922330097,11,False
12,4,Chris Jericho,Athlete,Eliminated Week 6,23.0,3,4.0,0.11165048543689321,6,False
12,4,Hines Ward,Athlete,1st Place,25.0,3,2.0,0.12135922330097088,11,False
12,4,Kendra Wilkinson,TV Personality,Eliminated Week 7,18.0,3,9.0,0.08737864077669903,7,False
12,4,Kirstie Alley,Actor/Actress,2nd Place,22.0,3,7.0,0.10679611650485436,11,False
12,4,Petra Nemcova,Model,Eliminated Week 5,23.0,3,4.0,0.11165048543689321,5,False
12,4,Ralph Macchio,Actor/Actress,Eliminated Week 9,25.0,3,2.0,0.12135922330097088,9,False
12,4,Romeo,Singer/Rapper,Eliminated Week 8,23.0,3,4.0,0.11165048543689321,8,False
12,4,Sugar Ray Leonard,Athlete,Eliminated Week 4,21.0,3,8.0,0.10194174757281553,4,True
12,5,Chelsea Kane,Actor/Actress,3rd Place,26.0,3,2.0,0.13402061855670103,11,False
12,5,Chris Jericho,Athlete,Eliminated Week 6,26.0,3,2.0,0.13402061855670103,6,False
12,5,Hines Ward,Athlete,1st Place,27.0,3,1.0,0.13917525773195877,11,False
12,5,Kendra Wilkinson,TV Personality,Eliminated Week 7,22.0,3,6.0,0.1134020618556701,7,False
12,5,Kirstie Alley,Actor/Actress,2nd Place,23.0,3,5.0,0.11855670103092783,11,False
12,5,Petra Nemcova,Model,Eliminated Week 5,22.0,3,6.0,0.1134020618556701,5,True
12,5,Ralph Macchio,Actor/Actress,Eliminated Week 9,22.0,3,6.0,0.1134020618556701,9,False
12,5,Romeo,Singer/Rapper,Eliminated Week 8,26.0,3,2.0,0.13402061855670103,8,False
12,6,Chelsea Kane,Actor/Actress,3rd Place,28.0,3,1.0,0.15555555555555556,11,False
12,6,Chris Jericho,Athlete,Eliminated Week 6,22.0,3,7.0,0.12222222222222222,6,True
12,6,Hines Ward,Athlete,1st Place,27.0,3,3.0,0.15,11,False
12,6,Kendra Wilkinson,TV Personality,Eliminated Week 7,25.0,3,5.0,0.1388888888888889,7,False
12,6,Kirstie Alley,Actor/Actress,2nd Place,26.0,3,4.0,0.14444444444444443,11,False
12,6,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,6.0,0.13333333333333333,9,False
12,6,Romeo,Singer/Rapper,Eliminated Week 8,28.0,3,1.0,0.15555555555555556,8,False
12,7,Chelsea Kane,Actor/Actress,3rd Place,32.0,4,3.0,0.16976127320954906,11,False
12,7,Hines Ward,Athlete,1st Place,33.0,4,1.0,0.17506631299734748,11,False
12,7,Kendra Wilkinson,TV Personality,Eliminated Week 7,30.5,4,4.0,0.16180371352785147,7,True
12,7,Kirstie Alley,Actor/Actress,2nd Place,30.0,4,5.0,0.15915119363395225,11,False
12,7,Ralph Macchio,Actor/Actress,Eliminated Week 9,33.0,4,1.0,0.17506631299734748,9,False
12,7,Romeo,Singer/Rapper,Eliminated Week 8,30.0,4,5.0,0.15915119363395225,8,False
12,8,Chelsea Kane,Actor/Actress,3rd Place,27.5,3,1.0,0.21153846153846154,11,False
12,8,Hines Ward,Athlete,1st Place,27.0,3,2.0,0.2076923076923077,11,False
12,8,Kirstie Alley,Actor/Actress,2nd Place,26.5,3,3.0,0.20384615384615384,11,False
12,8,Ralph Macchio,Actor/Actress,Eliminated Week 9,23.0,3,5.0,0.17692307692307693,9,False
12,8,Romeo,Singer/Rapper,Eliminated Week 8,26.0,3,4.0,0.2,8,True
12,9,Chelsea Kane,Actor/Actress,3rd Place,36.5,3,1.0,0.31063829787234043,11,False
12,9,Hines Ward,Athlete,1st Place,30.0,3,2.0,0.2553191489361702,11,False
12,9,Kirstie Alley,Actor/Actress,2nd Place,27.0,3,3.0,0.2297872340425532,11,False
12,9,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,4.0,0.20425531914893616,9,True
12,10,Chelsea Kane,Actor/Actress,3rd Place,29.666600000000003,3,1.0,0.33969480071129965,11,False
12,10,Hines Ward,Athlete,1st Place,29.666600000000003,3,1.0,0.33969480071129965,11,False
12,10,Kirstie Alley,Actor/Actress,2nd Place,27.999899999999997,3,3.0,0.32061039857740076,11,False
13,1,Carson Kressley,TV Personality,Eliminated Week 5,17.0,3,7.0,0.07834101382488479,5,False
13,1,Chaz Bono,TV Personality,Eliminated Week 6,17.0,3,7.0,0.07834101382488479,6,False
13,1,Chynna Phillips,Singer/Rapper,Eliminated Week 4,22.0,3,1.0,0.10138248847926268,4,False
13,1,David Arquette,Actor/Actress,Eliminated Week 7,18.0,3,6.0,0.08294930875576037,7,False
13,1,Elisabetta Canalis,Actor/Actress,Eliminated Week 2,15.0,3,11.0,0.06912442396313365,2,False
13,1,Hope Solo,Athlete,Eliminated Week 9,21.0,3,3.0,0.0967741935483871,9,False
13,1,J.R. Martinez,Actor/Actress,1st Place,22.0,3,1.0,0.10138248847926268,11,False
13,1,Kristin Cavallari,TV Personality,Eliminated Week 3,19.0,3,5.0,0.08755760368663594,3,False
13,1,Metta World Peace (Ron),Athlete,Eliminated Week 1,14.0,3,12.0,0.06451612903225806,1,True
13,1,Nancy Grace,TV Personality,Eliminated Week 8,16.0,3,9.0,0.07373271889400922,8,False
13,1,Ricki Lake,Actor/Actress,3rd Place,20.0,3,4.0,0.09216589861751152,11,False
13,1,Rob Kardashian,TV Personality,2nd Place,16.0,3,9.0,0.07373271889400922,11,False
13,2,Carson Kressley,TV Personality,Eliminated Week 5,18.0,3,9.0,0.08071748878923767,5,False
13,2,Chaz Bono,TV Personality,Eliminated Week 6,17.0,3,11.0,0.07623318385650224,6,False
13,2,Chynna Phillips,Singer/Rapper,Eliminated Week 4,21.0,3,4.0,0.09417040358744394,4,False
13,2,David Arquette,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.08071748878923767,7,False
13,2,Elisabetta Canalis,Actor/Actress,Eliminated Week 2,21.0,3,4.0,0.09417040358744394,2,True
13,2,Hope Solo,Athlete,Eliminated Week 9,19.0,3,8.0,0.08520179372197309,9,False
13,2,J.R. Martinez,Actor/Actress,1st Place,22.0,3,2.0,0.09865470852017937,11,False
13,2,Kristin Cavallari,TV Personality,Eliminated Week 3,22.0,3,2.0,0.09865470852017937,3,False
13,2,Nancy Grace,TV Personality,Eliminated Week 8,21.0,3,4.0,0.09417040358744394,8,False
13,2,Ricki Lake,Actor/Actress,3rd Place,23.0,3,1.0,0.1031390134529148,11,False
13,2,Rob Kardashian,TV Personality,2nd Place,21.0,3,4.0,0.09417040358744394,11,False
13,3,Carson Kressley,TV Personality,Eliminated Week 5,23.0,3,8.0,0.0970464135021097,5,False
13,3,Chaz Bono,TV Personality,Eliminated Week 6,18.0,3,10.0,0.0759493670886076,6,False
13,3,Chynna Phillips,Singer/Rapper,Eliminated Week 4,26.0,3,2.0,0.10970464135021098,4,False
13,3,David Arquette,Actor/Actress,Eliminated Week 7,24.0,3,4.0,0.10126582278481013,7,False
