season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,f_placement,rule_type,predicted_fan_vote
8,4,Steve-O,TV Personality,Eliminated Week 6,15.0,3,10.0,0.0619834710743801,6,False,,Percentage,6.6115702479338845
8,4,Ty Murray,Athlete,Eliminated Week 10,25.0,3,4.0,0.1033057851239669,10,False,,Percentage,10.330578512396693
8,5,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,5.0,0.1095238095238095,8,False,,Percentage,10.95238095238095
8,5,David Alan Grier,Actor/Actress,Eliminated Week 5,22.0,3,6.0,0.1047619047619047,5,True,,Percentage,8.571428571428568
8,5,Gilles Marini,Actor/Actress,2nd Place,29.0,3,1.0,0.1380952380952381,12,False,2.0,Percentage,13.809523809523812
8,5,Lawrence Taylor,Athlete,Eliminated Week 7,20.0,3,8.0,0.0952380952380952,7,False,,Percentage,9.523809523809522
8,5,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,2.0,0.1238095238095238,9,False,,Percentage,12.380952380952381
8,5,Melissa Rycroft,TV Personality,3rd Place,25.0,3,4.0,0.119047619047619,12,False,3.0,Percentage,11.904761904761902
8,5,Shawn Johnson,Athlete,1st Place,26.0,3,2.0,0.1238095238095238,12,False,1.0,Percentage,12.380952380952381
8,5,Steve-O,TV Personality,Eliminated Week 6,18.0,3,9.0,0.0857142857142857,6,False,,Percentage,10.476190476190473
8,5,Ty Murray,Athlete,Eliminated Week 10,21.0,3,7.0,0.1,10,False,,Percentage,10.000000000000002
8,6,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,5.0,0.1236559139784946,8,False,,Percentage,12.36559139784946
8,6,Gilles Marini,Actor/Actress,2nd Place,26.0,3,3.0,0.1397849462365591,12,False,2.0,Percentage,13.97849462365591
8,6,Lawrence Taylor,Athlete,Eliminated Week 7,22.0,3,6.0,0.1182795698924731,7,False,,Percentage,11.82795698924731
8,6,Lil' Kim,Singer/Rapper,Eliminated Week 9,28.0,3,1.0,0.1505376344086021,9,False,,Percentage,15.05376344086021
8,6,Melissa Rycroft,TV Personality,3rd Place,27.0,3,2.0,0.1451612903225806,12,False,3.0,Percentage,14.51612903225806
8,6,Shawn Johnson,Athlete,1st Place,26.0,3,3.0,0.1397849462365591,12,False,1.0,Percentage,13.97849462365591
8,6,Steve-O,TV Personality,Eliminated Week 6,16.0,3,8.0,0.086021505376344,6,True,,Percentage,8.6021505376344
8,6,Ty Murray,Athlete,Eliminated Week 10,18.0,3,7.0,0.0967741935483871,10,False,,Percentage,9.67741935483871
8,7,Chuck Wicks,Singer/Rapper,Eliminated Week 8,27.0,3,3.0,0.1483516483516483,8,False,,Percentage,14.83516483516483
8,7,Gilles Marini,Actor/Actress,2nd Place,27.0,3,3.0,0.1483516483516483,12,False,2.0,Percentage,14.83516483516483
8,7,Lawrence Taylor,Athlete,Eliminated Week 7,21.0,3,7.0,0.1153846153846153,7,True,,Percentage,11.53846153846153
8,7,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,5.0,0.1428571428571428,9,False,,Percentage,14.28571428571428
8,7,Melissa Rycroft,TV Personality,3rd Place,29.0,3,1.0,0.1593406593406593,12,False,3.0,Percentage,15.93406593406593
8,7,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.1538461538461538,12,False,1.0,Percentage,15.38461538461538
8,7,Ty Murray,Athlete,Eliminated Week 10,24.0,3,6.0,0.1318681318681318,10,False,,Percentage,13.186813186813179
8,8,Chuck Wicks,Singer/Rapper,Eliminated Week 8,25.5,3,5.0,0.1634615384615384,8,True,,Percentage,14.743589743589741
8,8,Gilles Marini,Actor/Actress,2nd Place,27.5,3,2.0,0.1762820512820513,12,False,2.0,Percentage,17.62820511330397
8,8,Lil' Kim,Singer/Rapper,Eliminated Week 9,28.0,3,1.0,0.1794871794871795,9,False,,Percentage,17.94871793381679
8,8,Melissa Rycroft,TV Personality,3rd Place,23.0,3,6.0,0.1474358974358974,12,False,3.0,Percentage,16.346153846153847
8,8,Shawn Johnson,Athlete,1st Place,26.0,3,3.0,0.1666666666666666,12,False,1.0,Percentage,16.666666681567825
8,8,Ty Murray,Athlete,Eliminated Week 10,26.0,3,3.0,0.1666666666666666,10,False,,Percentage,16.666666681567825
8,9,Gilles Marini,Actor/Actress,2nd Place,28.0,3,2.0,0.2097378277153558,12,False,2.0,Percentage,20.973782771535582
8,9,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,4.0,0.1947565543071161,9,True,,Percentage,17.22846441947566
8,9,Melissa Rycroft,TV Personality,3rd Place,28.5,3,1.0,0.2134831460674157,12,False,3.0,Percentage,21.348314606741575
8,9,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.2097378277153558,12,False,1.0,Percentage,20.973782771535582
8,9,Ty Murray,Athlete,Eliminated Week 10,23.0,3,5.0,0.1722846441947565,10,False,,Percentage,19.475655430711605
8,10,Gilles Marini,Actor/Actress,2nd Place,30.0,3,1.0,0.273972602739726,12,False,2.0,Percentage,27.397260273972602
8,10,Melissa Rycroft,TV Personality,3rd Place,27.5,3,3.0,0.2511415525114155,12,False,3.0,Percentage,25.11415525114155
8,10,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.2557077625570776,12,False,1.0,Percentage,25.570776255707763
8,10,Ty Murray,Athlete,Eliminated Week 10,24.0,3,4.0,0.2191780821917808,10,True,,Percentage,21.91780821917808
8,11,Gilles Marini,Actor/Actress,2nd Place,29.0,3,2.0,0.3314285714285714,12,False,2,Percentage,33.14285714285714
8,11,Melissa Rycroft,TV Personality,3rd Place,28.5,3,3.0,0.3257142857142857,12,False,3,Percentage,32.57142857142857
8,11,Shawn Johnson,Athlete,1st Place,30.0,3,1.0,0.3428571428571428,12,False,1,Percentage,34.28571428571428
9,1,Aaron Carter,Singer/Rapper,Eliminated Week 8,31.9999,3,2.0,0.078817798296742,8,False,,Percentage,8.210186703334386
9,1,Ashley Hamiliton,Actor/Actress,Eliminated Week 1,18.9999,3,15.0,0.0467979676767199,1,True,,Percentage,5.008203641332177
9,1,Chuck Liddell,Athlete,Eliminated Week 4,22.0,3,10.0,0.0541874056646528,4,False,,Percentage,5.747147440125466
9,1,Debi Mazar,Actor/Actress,Eliminated Week 3,22.0,3,10.0,0.0541874056646528,3,False,,Percentage,5.747147440125467
9,1,Donny Osmond,Singer/Rapper,1st Place,29.9999,3,5.0,0.0738916705090463,11,False,1,Percentage,7.7175739245648165
9,1,Joanna Krupa,Model,Eliminated Week 9,33.9999,3,1.0,0.0837439260844377,9,False,,Percentage,8.702799482103957
9,1,Kathy Ireland,Model,Eliminated Week 2,19.9999,3,12.0,0.0492610315705677,2,False,,Percentage,5.254510030716958
9,1,Kelly Osbourne,TV Personality,3rd Place,30.9998,3,4.0,0.0763544880965048,11,False,3,Percentage,7.963855683310668
9,1,Louie Vito,Athlete,Eliminated Week 6,26.9998,3,7.0,0.0665022325211133,6,False,,Percentage,6.978630125771517
9,1,Macy Gray,Singer/Rapper,Eliminated Week 1,18.9999,3,15.0,0.0467979676767199,1,True,,Percentage,5.008203641332176
9,1,Mark Dacascos,Actor/Actress,Eliminated Week 7,28.9998,3,6.0,0.0714283603088091,7,False,,Percentage,7.471242904541096
9,1,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,24.0,3,9.0,0.0591135334523485,6,False,,Percentage,6.239760233796197
9,1,Michael Irvin,Athlete,Eliminated Week 7,19.0,3,14.0,0.0467982139831092,7,False,,Percentage,5.008228286872268
9,1,Mya,Singer/Rapper,2nd Place,30.9999,3,3.0,0.0763547344028941,11,False,2,Percentage,7.963880328850758
9,1,Natalie Coughlin,Athlete,Eliminated Week 5,26.9998,3,7.0,0.0665022325211133,5,False,,Percentage,6.978630133222096
9,1,Tom DeLay,Politician,Withdrew,19.9999,3,12.0,0.0492610315705677,10,False,Withdrew,Percentage,
9,2,Aaron Carter,Singer/Rapper,Eliminated Week 8,27.0,3,1.0,0.0918367346938775,8,False,,Percentage,9.654631077471295
9,2,Chuck Liddell,Athlete,Eliminated Week 4,19.0,3,9.0,0.064625850340136,4,False,,Percentage,6.933542642097144
9,2,Debi Mazar,Actor/Actress,Eliminated Week 3,21.0,3,4.0,0.0714285714285714,3,False,,Percentage,7.613814750940685
9,2,Donny Osmond,Singer/Rapper,1st Place,25.0,3,3.0,0.0850340136054421,11,False,1,Percentage,8.974358968627755
9,2,Joanna Krupa,Model,Eliminated Week 9,20.0,3,7.0,0.0680272108843537,9,False,,Percentage,7.273678711420077
9,2,Kathy Ireland,Model,Eliminated Week 2,18.0,3,13.0,0.0612244897959183,2,True,,Percentage,6.593406602576536
9,2,Kelly Osbourne,TV Personality,3rd Place,19.0,3,9.0,0.064625850340136,11,False,3,Percentage,6.9335426569983065
9,2,Louie Vito,Athlete,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,,Percentage,6.933542656998305
9,2,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.0,3,4.0,0.0714285714285714,7,False,,Percentage,7.6138147658418465
9,2,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,,Percentage,6.933542642097146
9,2,Michael Irvin,Athlete,Eliminated Week 7,20.0,3,7.0,0.0680272108843537,7,False,,Percentage,7.273678696518917
9,2,Mya,Singer/Rapper,2nd Place,27.0,3,1.0,0.0918367346938775,11,False,2,Percentage,9.654631077471297
9,2,Natalie Coughlin,Athlete,Eliminated Week 5,21.0,3,4.0,0.0714285714285714,5,False,,Percentage,7.613814750940685
9,2,Tom DeLay,Politician,Withdrew,18.0,3,13.0,0.0612244897959183,10,False,Withdrew,Percentage,
9,3,Aaron Carter,Singer/Rapper,Eliminated Week 8,21.0,3,4.0,0.0813953488372093,8,False,,Percentage,8.624031007751942
9,3,Chuck Liddell,Athlete,Eliminated Week 4,17.0,3,10.0,0.065891472868217,4,False,,Percentage,7.073643410852713
9,3,Debi Mazar,Actor/Actress,Eliminated Week 3,17.0,3,10.0,0.065891472868217,3,True,,Percentage,5.910852713178294
9,3,Donny Osmond,Singer/Rapper,1st Place,21.0,3,4.0,0.0813953488372093,11,False,1,Percentage,8.62403100775194
9,3,Joanna Krupa,Model,Eliminated Week 9,23.0,3,3.0,0.0891472868217054,9,False,,Percentage,9.399224806201552
9,3,Kelly Osbourne,TV Personality,3rd Place,20.0,3,6.0,0.0775193798449612,11,False,3,Percentage,8.236434108527131
9,3,Louie Vito,Athlete,Eliminated Week 6,20.0,3,6.0,0.0775193798449612,6,False,,Percentage,8.236434108527131
9,3,Mark Dacascos,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.0697674418604651,7,False,,Percentage,7.461240310077523
9,3,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,8.0,0.0736434108527131,6,False,,Percentage,7.848837209302322
9,3,Michael Irvin,Athlete,Eliminated Week 7,14.0,3,13.0,0.0542635658914728,7,False,,Percentage,7.07364341085271
9,3,Mya,Singer/Rapper,2nd Place,27.0,3,1.0,0.1046511627906976,11,False,2,Percentage,10.94961240310077
9,3,Natalie Coughlin,Athlete,Eliminated Week 5,26.0,3,2.0,0.1007751937984496,5,False,,Percentage,10.56201550387597
9,3,Tom DeLay,Politician,Withdrew,15.0,3,12.0,0.0581395348837209,10,False,Withdrew,Percentage,
9,4,Aaron Carter,Singer/Rapper,Eliminated Week 8,18.0,3,8.0,0.0743801652892562,8,False,,Percentage,7.438016528417632
9,4,Chuck Liddell,Athlete,Eliminated Week 4,17.0,3,9.0,0.0702479338842975,4,True,,Percentage,6.473829202456579
9,4,Donny Osmond,Singer/Rapper,1st Place,24.0,3,4.0,0.0991735537190082,11,False,1.0,Percentage,9.91735537139283
9,4,Joanna Krupa,Model,Eliminated Week 9,26.0,3,3.0,0.1074380165289256,9,False,,Percentage,10.743801652384569
9,4,Kelly Osbourne,TV Personality,3rd Place,23.0,3,6.0,0.0950413223140495,11,False,3.0,Percentage,9.50413223089696
9,4,Louie Vito,Athlete,Eliminated Week 6,16.0,3,10.0,0.0661157024793388,6,False,,Percentage,6.887052342952448
9,4,Mark Dacascos,Actor/Actress,Eliminated Week 7,22.0,3,7.0,0.0909090909090909,7,False,,Percentage,9.0909090904011
9,4,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,28.0,3,1.0,0.1157024793388429,6,False,,Percentage,11.570247933376299
9,4,Michael Irvin,Athlete,Eliminated Week 7,16.0,3,10.0,0.0661157024793388,7,False,,Percentage,6.887052342952449
9,4,Mya,Singer/Rapper,2nd Place,28.0,3,1.0,0.1157024793388429,11,False,2.0,Percentage,11.570247933376299
9,4,Natalie Coughlin,Athlete,Eliminated Week 5,24.0,3,4.0,0.0991735537190082,5,False,,Percentage,9.91735537139283
9,5,Aaron Carter,Singer/Rapper,Eliminated Week 8,24.0,3,4.0,0.0991735537190082,8,False,,Percentage,9.917355371900825
9,5,Donny Osmond,Singer/Rapper,1st Place,29.0,3,1.0,0.1198347107438016,11,False,1.0,Percentage,11.983471074380166
9,5,Joanna Krupa,Model,Eliminated Week 9,24.0,3,4.0,0.0991735537190082,9,False,,Percentage,9.917355371900825
9,5,Kelly Osbourne,TV Personality,3rd Place,24.0,3,4.0,0.0991735537190082,11,False,3.0,Percentage,9.917355371900825
9,5,Louie Vito,Athlete,Eliminated Week 6,22.0,3,8.0,0.0909090909090909,6,False,,Percentage,9.090909090909095
9,5,Mark Dacascos,Actor/Actress,Eliminated Week 7,26.0,3,3.0,0.1074380165289256,7,False,,Percentage,10.743801652892564
9,5,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,23.0,3,7.0,0.0950413223140495,6,False,,Percentage,9.504132231404956
9,5,Michael Irvin,Athlete,Eliminated Week 7,21.0,3,10.0,0.0867768595041322,7,False,,Percentage,9.090909090909095
9,5,Mya,Singer/Rapper,2nd Place,27.0,3,2.0,0.1115702479338843,11,False,2.0,Percentage,11.157024793388436
9,5,Natalie Coughlin,Athlete,Eliminated Week 5,22.0,3,8.0,0.0909090909090909,5,True,,Percentage,8.677685950413224
9,6,Aaron Carter,Singer/Rapper,Eliminated Week 8,32.9998,3,3.0,0.1269227470402782,8,False,,Percentage,12.692274704027827
9,6,Donny Osmond,Singer/Rapper,1st Place,30.9999,3,5.0,0.1192307973373753,11,False,1.0,Percentage,11.923079733737536
9,6,Joanna Krupa,Model,Eliminated Week 9,35.9999,3,1.0,0.1384616331364223,9,False,,Percentage,13.846163313642236
9,6,Kelly Osbourne,TV Personality,3rd Place,24.9998,3,6.0,0.096153409761803,11,False,3.0,Percentage,9.615340976180308
9,6,Louie Vito,Athlete,Eliminated Week 6,24.0,3,7.0,0.0923080118354255,6,True,,Percentage,8.717901972224782
9,6,Mark Dacascos,Actor/Actress,Eliminated Week 7,32.0,3,4.0,0.1230773491139007,7,False,,Percentage,12.307734911390076
9,6,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,23.9999,3,8.0,0.0923076272187096,6,True,,Percentage,8.717940433896374
9,6,Michael Irvin,Athlete,Eliminated Week 7,21.9998,3,9.0,0.0846149082823748,7,False,,Percentage,9.487212327529852
9,6,Mya,Singer/Rapper,2nd Place,33.0,3,2.0,0.1269235162737101,11,False,2.0,Percentage,12.692351627371016
9,7,Aaron Carter,Singer/Rapper,Eliminated Week 8,26.5,3,2.0,0.150997150997151,8,False,,Percentage,15.0997150997151
9,7,Donny Osmond,Singer/Rapper,1st Place,26.0,3,3.0,0.1481481481481481,11,False,1.0,Percentage,14.814814814814811
9,7,Joanna Krupa,Model,Eliminated Week 9,27.5,3,1.0,0.1566951566951566,9,False,,Percentage,15.66951566951566
9,7,Kelly Osbourne,TV Personality,3rd Place,26.0,3,3.0,0.1481481481481481,11,False,3.0,Percentage,14.814814814814811
9,7,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.5,3,7.0,0.1225071225071225,7,True,,Percentage,12.250712250712251
9,7,Michael Irvin,Athlete,Eliminated Week 7,23.5,3,6.0,0.1339031339031339,7,True,,Percentage,13.390313390313391
9,7,Mya,Singer/Rapper,2nd Place,24.5,3,5.0,0.1396011396011396,11,False,2.0,Percentage,13.96011396011396
9,8,Aaron Carter,Singer/Rapper,Eliminated Week 8,25.0,3,4.0,0.1908396946564885,8,True,,Percentage,19.08396946564885
9,8,Donny Osmond,Singer/Rapper,1st Place,25.0,3,4.0,0.1908396946564885,11,False,1.0,Percentage,19.08396946564885
9,8,Joanna Krupa,Model,Eliminated Week 9,26.0,3,2.0,0.1984732824427481,9,False,,Percentage,19.84732824427481
9,8,Kelly Osbourne,TV Personality,3rd Place,25.5,3,3.0,0.1946564885496183,11,False,3.0,Percentage,19.46564885496183
9,8,Mya,Singer/Rapper,2nd Place,29.5,3,1.0,0.2251908396946564,11,False,2.0,Percentage,22.51908396946564
9,9,Donny Osmond,Singer/Rapper,1st Place,24.6666,3,4.0,0.2312501699224591,11,False,1.0,Percentage,25.312586982215525
9,9,Joanna Krupa,Model,Eliminated Week 9,27.0,3,2.0,0.2531258701201785,9,True,,Percentage,23.125016962443592
9,9,Kelly Osbourne,TV Personality,3rd Place,25.9998,3,3.0,0.2437489628870599,11,False,3.0,Percentage,24.374896318508313
9,9,Mya,Singer/Rapper,2nd Place,28.9999,3,1.0,0.2718749970703024,11,False,2.0,Percentage,27.18749973683256
9,10,Donny Osmond,Singer/Rapper,1st Place,28.9998,3,1.0,0.3512776905634048,11,False,1,Percentage,35.12776905634048
9,10,Kelly Osbourne,TV Personality,3rd Place,25.2222,3,3.0,0.305519216233502,11,False,3,Percentage,30.551921623350196
9,10,Mya,Singer/Rapper,2nd Place,28.3332,3,2.0,0.3432030932030931,11,False,2,Percentage,34.32030932030931
10,1,Aiden Turner,Actor/Actress,Eliminated Week 4,15.0,3,10.0,0.0717703349282296,4,False,,Percentage,7.177033492822959
10,1,Buzz Aldrin,Astronaut,Eliminated Week 3,14.0,3,11.0,0.0669856459330143,3,False,,Percentage,6.69856459330143
10,1,Chad Ochocinco,Athlete,Eliminated Week 9,18.0,3,6.0,0.0861244019138756,9,False,,Percentage,8.61244019138756
10,1,Erin Andrews,Sports Broadcaster,3rd Place,21.0,3,3.0,0.1004784688995215,11,False,3.0,Percentage,10.047846889952151
10,1,Evan Lysacek,Athlete,2nd Place,23.0,3,2.0,0.1100478468899521,11,False,2.0,Percentage,11.00478468899521
10,1,Jake Pavelka,TV Personality,Eliminated Week 6,20.0,3,5.0,0.0956937799043062,6,False,,Percentage,9.56937799043062
10,1,Kate Gosselin,TV Personality,Eliminated Week 5,16.0,3,9.0,0.0765550239234449,5,False,,Percentage,7.6555023923444905
10,1,Nicole Scherzinger,Singer/Rapper,1st Place,25.0,3,1.0,0.1196172248803827,11,False,1.0,Percentage,11.961722488038271
10,1,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,6.0,0.0861244019138756,8,False,,Percentage,8.61244019138756
10,1,Pamela Anderson,Model,Eliminated Week 7,21.0,3,3.0,0.1004784688995215,7,False,,Percentage,10.047846889952151
10,1,Shannen Doherty,Actor/Actress,Eliminated Week 2,18.0,3,6.0,0.0861244019138756,2,False,,Percentage,8.61244019138756
10,2,Aiden Turner,Actor/Actress,Eliminated Week 4,19.0,3,8.0,0.0863636363636363,4,False,,Percentage,8.6363635930148
10,2,Buzz Aldrin,Astronaut,Eliminated Week 3,12.0,3,11.0,0.0545454545454545,3,False,,Percentage,8.787878784266418
10,2,Chad Ochocinco,Athlete,Eliminated Week 9,16.0,3,9.0,0.0727272727272727,9,False,,Percentage,7.27272722937844
10,2,Erin Andrews,Sports Broadcaster,3rd Place,23.0,3,3.0,0.1045454545454545,11,False,3.0,Percentage,10.45454541119662
10,2,Evan Lysacek,Athlete,2nd Place,24.0,3,2.0,0.109090909090909,11,False,2.0,Percentage,10.909090984951362
10,2,Jake Pavelka,TV Personality,Eliminated Week 6,20.0,3,6.0,0.0909090909090909,6,False,,Percentage,9.090909166769553
10,2,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,10.0,0.0681818181818181,5,False,,Percentage,7.4242424206300255
10,2,Nicole Scherzinger,Singer/Rapper,1st Place,28.0,3,1.0,0.1272727272727272,11,False,1.0,Percentage,12.72727280313318
10,2,Niecy Nash,Actor/Actress,Eliminated Week 8,21.0,3,5.0,0.0954545454545454,8,False,,Percentage,9.545454502105711
10,2,Pamela Anderson,Model,Eliminated Week 7,22.0,3,4.0,0.1,7,False,,Percentage,9.99999995665117
10,2,Shannen Doherty,Actor/Actress,Eliminated Week 2,20.0,3,6.0,0.0909090909090909,2,True,,Percentage,5.151515147902711
10,3,Aiden Turner,Actor/Actress,Eliminated Week 4,20.0,3,7.0,0.0985221674876847,4,False,,Percentage,9.85221674876847
10,3,Buzz Aldrin,Astronaut,Eliminated Week 3,13.0,3,10.0,0.064039408866995,3,True,,Percentage,6.4039408866995
10,3,Chad Ochocinco,Athlete,Eliminated Week 9,20.0,3,7.0,0.0985221674876847,9,False,,Percentage,9.85221674876847
10,3,Erin Andrews,Sports Broadcaster,3rd Place,23.0,3,2.0,0.1133004926108374,11,False,3.0,Percentage,11.33004926108374
10,3,Evan Lysacek,Athlete,2nd Place,26.0,3,1.0,0.1280788177339901,11,False,2.0,Percentage,12.80788177339901
10,3,Jake Pavelka,TV Personality,Eliminated Week 6,21.0,3,4.0,0.1034482758620689,6,False,,Percentage,10.34482758620689
10,3,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,9.0,0.0738916256157635,5,False,,Percentage,7.38916256157635
10,3,Nicole Scherzinger,Singer/Rapper,1st Place,23.0,3,2.0,0.1133004926108374,11,False,1.0,Percentage,11.33004926108374
10,3,Niecy Nash,Actor/Actress,Eliminated Week 8,21.0,3,4.0,0.1034482758620689,8,False,,Percentage,10.34482758620689
10,3,Pamela Anderson,Model,Eliminated Week 7,21.0,3,4.0,0.1034482758620689,7,False,,Percentage,10.34482758620689
10,4,Aiden Turner,Actor/Actress,Eliminated Week 4,16.5,3,8.0,0.0889487870619946,4,True,,Percentage,8.625336927223726
10,4,Chad Ochocinco,Athlete,Eliminated Week 9,22.0,3,4.0,0.1185983827493261,9,False,,Percentage,11.859838274932615
10,4,Erin Andrews,Sports Broadcaster,3rd Place,19.5,3,5.0,0.105121293800539,11,False,3.0,Percentage,10.512129380053905
10,4,Evan Lysacek,Athlete,2nd Place,26.0,3,1.0,0.1401617250673854,11,False,2.0,Percentage,14.016172506738544
10,4,Jake Pavelka,TV Personality,Eliminated Week 6,19.0,3,6.0,0.1024258760107816,6,False,,Percentage,10.242587601078165
10,4,Kate Gosselin,TV Personality,Eliminated Week 5,16.0,3,9.0,0.0862533692722372,5,False,,Percentage,8.894878706199465
10,4,Nicole Scherzinger,Singer/Rapper,1st Place,25.0,3,2.0,0.1347708894878706,11,False,1.0,Percentage,13.477088948787067
10,4,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,7.0,0.0970350404312668,8,False,,Percentage,9.703504043126685
10,4,Pamela Anderson,Model,Eliminated Week 7,23.5,3,3.0,0.1266846361185983,7,False,,Percentage,12.668463611859835
10,5,Chad Ochocinco,Athlete,Eliminated Week 9,18.0,3,6.0,0.1040462427745664,9,False,,Percentage,10.404624277456639
10,5,Erin Andrews,Sports Broadcaster,3rd Place,22.0,3,4.0,0.1271676300578034,11,False,3.0,Percentage,12.71676300578034
10,5,Evan Lysacek,Athlete,2nd Place,27.0,3,2.0,0.1560693641618497,11,False,2.0,Percentage,15.606936416184968
10,5,Jake Pavelka,TV Personality,Eliminated Week 6,23.0,3,3.0,0.1329479768786127,6,False,,Percentage,13.294797687861271
10,5,Kate Gosselin,TV Personality,Eliminated Week 5,15.0,3,8.0,0.0867052023121387,5,True,,Percentage,8.67052023121387
10,5,Nicole Scherzinger,Singer/Rapper,1st Place,29.0,3,1.0,0.1676300578034682,11,False,1.0,Percentage,16.76300578034682
10,5,Niecy Nash,Actor/Actress,Eliminated Week 8,18.0,3,6.0,0.1040462427745664,8,False,,Percentage,10.404624277456639
10,5,Pamela Anderson,Model,Eliminated Week 7,21.0,3,5.0,0.1213872832369942,7,False,,Percentage,12.13872832369942
10,6,Chad Ochocinco,Athlete,Eliminated Week 9,30.9999,3,3.0,0.1483253771663349,9,False,,Percentage,14.83253771663349
10,6,Erin Andrews,Sports Broadcaster,3rd Place,34.0,3,2.0,0.1626799706984664,11,False,3.0,Percentage,16.26799706984664
10,6,Evan Lysacek,Athlete,2nd Place,27.0,3,5.0,0.1291870355546645,11,False,2.0,Percentage,12.918703555466449
10,6,Jake Pavelka,TV Personality,Eliminated Week 6,24.9999,3,7.0,0.1196171470430762,6,True,,Percentage,11.96171470430762
10,6,Nicole Scherzinger,Singer/Rapper,1st Place,35.9999,3,1.0,0.1722489022690506,11,False,1.0,Percentage,17.22489022690506
10,6,Niecy Nash,Actor/Actress,Eliminated Week 8,25.9998,3,6.0,0.1244013735931173,8,False,,Percentage,12.44013735931173
10,6,Pamela Anderson,Model,Eliminated Week 7,29.9998,3,4.0,0.1435401936752898,7,False,,Percentage,14.35401936752898
10,7,Chad Ochocinco,Athlete,Eliminated Week 9,26.0,3,3.0,0.1672025723472668,9,False,,Percentage,16.720257234726684
10,7,Erin Andrews,Sports Broadcaster,3rd Place,25.5,3,4.0,0.1639871382636656,11,False,3.0,Percentage,16.398713826366563
10,7,Evan Lysacek,Athlete,2nd Place,27.0,3,1.0,0.1736334405144694,11,False,2.0,Percentage,17.363344051446944
10,7,Nicole Scherzinger,Singer/Rapper,1st Place,27.0,3,1.0,0.1736334405144694,11,False,1.0,Percentage,17.363344051446944
10,7,Niecy Nash,Actor/Actress,Eliminated Week 8,24.5,3,6.0,0.157556270096463,8,False,,Percentage,16.398713826366563
10,7,Pamela Anderson,Model,Eliminated Week 7,25.5,3,4.0,0.1639871382636656,7,True,,Percentage,15.755627009646304
10,8,Chad Ochocinco,Athlete,Eliminated Week 9,22.5,3,4.0,0.1778656126482213,9,False,,Percentage,17.78656126482213
10,8,Erin Andrews,Sports Broadcaster,3rd Place,26.5,3,2.0,0.2094861660079051,11,False,3.0,Percentage,20.94861660079051
10,8,Evan Lysacek,Athlete,2nd Place,26.5,3,2.0,0.2094861660079051,11,False,2.0,Percentage,20.94861660079051
10,8,Nicole Scherzinger,Singer/Rapper,1st Place,29.5,3,1.0,0.233201581027668,11,False,1.0,Percentage,23.3201581027668
10,8,Niecy Nash,Actor/Actress,Eliminated Week 8,21.5,3,5.0,0.1699604743083003,8,True,,Percentage,16.996047430830032
10,9,Chad Ochocinco,Athlete,Eliminated Week 9,26.0,3,4.0,0.2300884955752212,9,True,,Percentage,23.008849557522122
10,9,Erin Andrews,Sports Broadcaster,3rd Place,28.0,3,3.0,0.247787610619469,11,False,3.0,Percentage,24.7787610619469
10,9,Evan Lysacek,Athlete,2nd Place,29.5,3,1.0,0.2610619469026549,11,False,2.0,Percentage,26.10619469026549
10,9,Nicole Scherzinger,Singer/Rapper,1st Place,29.5,3,1.0,0.2610619469026549,11,False,1.0,Percentage,26.10619469026549
10,10,Erin Andrews,Sports Broadcaster,3rd Place,26.9998,3,2.0,0.3266123276502367,11,False,3,Percentage,32.526836845046695
10,10,Evan Lysacek,Athlete,2nd Place,26.8887,3,3.0,0.325268368450467,11,False,2,Percentage,32.66123276502368
10,10,Nicole Scherzinger,Singer/Rapper,1st Place,28.7777,3,1.0,0.3481193038992962,11,False,1,Percentage,34.81193038992962
11,1,Audrina Patridge,TV Personality,Eliminated Week 6,19.0,3,5.0,0.0837004405286343,6,False,,Percentage,8.370044052863431
11,1,Brandy,Singer/Rapper,Eliminated Week 9,23.0,3,2.0,0.1013215859030837,9,False,,Percentage,10.13215859030837
