season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,f_placement,rule_type,predicted_fan_vote,harmonized_fan_percent
7,7,Maurice Greene,Athlete,Eliminated Week 8,25.0,3,2.0,0.1700680272108843,8,False,,Percentage,17.006802711154325,0.1700680271115433
7,7,Susan Lucci,Actor/Actress,Eliminated Week 7,24.0,3,4.0,0.1632653061224489,7,True,,Percentage,14.05895692603388,0.14058956926033883
7,7,Warren Sapp,Athlete,2nd Place,21.0,3,6.0,0.1428571428571428,11,False,2.0,Percentage,16.09977325256449,0.16099773252564495
7,8,Brooke Burke,TV Personality,1st Place,27.5,3,1.0,0.2156862745098039,11,False,1.0,Percentage,21.56862745098039,0.21568627450980396
7,8,Cody Linley,Actor/Actress,Eliminated Week 9,24.0,3,4.0,0.188235294117647,9,False,,Percentage,18.8235294117647,0.18823529411764706
7,8,Lance Bass,Singer/Rapper,3rd Place,25.0,3,3.0,0.196078431372549,11,False,3.0,Percentage,19.6078431372549,0.19607843137254904
7,8,Maurice Greene,Athlete,Eliminated Week 8,24.0,3,4.0,0.188235294117647,8,True,,Percentage,18.8235294117647,0.18823529411764706
7,8,Warren Sapp,Athlete,2nd Place,27.0,3,2.0,0.2117647058823529,11,False,2.0,Percentage,21.17647058823529,0.21176470588235297
7,9,Brooke Burke,TV Personality,1st Place,24.5,3,2.0,0.2437810945273631,11,False,1.0,Percentage,24.37810945273631,0.24378109452736318
7,9,Cody Linley,Actor/Actress,Eliminated Week 9,23.0,3,4.0,0.2288557213930348,9,True,,Percentage,22.88557213930348,0.22885572139303487
7,9,Lance Bass,Singer/Rapper,3rd Place,28.5,3,1.0,0.2835820895522388,11,False,3.0,Percentage,28.35820895522388,0.2835820895522389
7,9,Warren Sapp,Athlete,2nd Place,24.5,3,2.0,0.2437810945273631,11,False,2.0,Percentage,24.37810945273631,0.24378109452736318
7,10,Brooke Burke,TV Personality,1st Place,30.0,3,1.0,0.3529411764705882,11,False,1,Percentage,35.29411764705882,0.3529411764705882
7,10,Lance Bass,Singer/Rapper,3rd Place,27.5,3,2.0,0.3235294117647059,11,False,3,Percentage,32.35294117647059,0.32352941176470584
7,10,Warren Sapp,Athlete,2nd Place,27.5,3,2.0,0.3235294117647059,11,False,2,Percentage,32.35294117647059,0.32352941176470584
8,1,Belinda Carlisle,Singer/Rapper,Eliminated Week 2,17.0,3,9.0,0.0699588477366255,2,False,,Percentage,6.99588477366255,0.06995884773662554
8,1,Chuck Wicks,Singer/Rapper,Eliminated Week 8,20.0,3,5.0,0.0823045267489712,8,False,,Percentage,8.23045267489712,0.08230452674897124
8,1,David Alan Grier,Actor/Actress,Eliminated Week 5,19.0,3,6.0,0.0781893004115226,5,False,,Percentage,7.818930041152259,0.07818930041152264
8,1,Denise Richards,Actor/Actress,Eliminated Week 3,18.0,3,7.0,0.074074074074074,3,False,,Percentage,7.4074074074074,0.07407407407407404
8,1,Gilles Marini,Actor/Actress,2nd Place,24.0,3,1.0,0.0987654320987654,12,False,2.0,Percentage,9.87654320987654,0.09876543209876547
8,1,Holly Madison,TV Personality,Eliminated Week 4,18.0,3,7.0,0.074074074074074,4,False,,Percentage,7.4074074074074,0.07407407407407404
8,1,Lawrence Taylor,Athlete,Eliminated Week 7,16.0,3,11.0,0.0658436213991769,7,False,,Percentage,6.58436213991769,0.06584362139917695
8,1,Lil' Kim,Singer/Rapper,Eliminated Week 9,21.0,3,4.0,0.0864197530864197,9,False,,Percentage,8.641975308641971,0.08641975308641976
8,1,Melissa Rycroft,TV Personality,3rd Place,23.0,3,2.0,0.0946502057613168,12,False,3.0,Percentage,9.46502057613168,0.09465020576131686
8,1,Shawn Johnson,Athlete,1st Place,23.0,3,2.0,0.0946502057613168,12,False,1.0,Percentage,9.46502057613168,0.09465020576131686
8,1,Steve Wozniak,Entrepreneur,Eliminated Week 4,13.0,3,13.0,0.0534979423868312,4,False,,Percentage,5.34979423868312,0.053497942386831226
8,1,Steve-O,TV Personality,Eliminated Week 6,17.0,3,9.0,0.0699588477366255,6,False,,Percentage,6.99588477366255,0.06995884773662554
8,1,Ty Murray,Athlete,Eliminated Week 10,14.0,3,12.0,0.0576131687242798,10,False,,Percentage,5.76131687242798,0.05761316872427984
8,2,Belinda Carlisle,Singer/Rapper,Eliminated Week 2,18.0,3,9.0,0.0679245283018867,2,True,,Percentage,5.283018867924525,0.05283018867924525
8,2,Chuck Wicks,Singer/Rapper,Eliminated Week 8,20.0,3,6.0,0.0754716981132075,8,False,,Percentage,7.547169811320756,0.07547169811320756
8,2,David Alan Grier,Actor/Actress,Eliminated Week 5,17.0,3,11.0,0.0641509433962264,5,False,,Percentage,6.415094339622647,0.06415094339622647
8,2,Denise Richards,Actor/Actress,Eliminated Week 3,21.0,3,5.0,0.0792452830188679,3,False,,Percentage,7.924528301886797,0.07924528301886796
8,2,Gilles Marini,Actor/Actress,2nd Place,27.0,3,1.0,0.1018867924528302,12,False,2.0,Percentage,10.188679245283025,0.10188679245283025
8,2,Holly Madison,TV Personality,Eliminated Week 4,18.0,3,9.0,0.0679245283018867,4,False,,Percentage,6.792452830188675,0.06792452830188675
8,2,Lawrence Taylor,Athlete,Eliminated Week 7,20.0,3,6.0,0.0754716981132075,7,False,,Percentage,7.547169811320756,0.07547169811320756
8,2,Lil' Kim,Singer/Rapper,Eliminated Week 9,23.0,3,4.0,0.0867924528301886,9,False,,Percentage,8.679245283018863,0.08679245283018863
8,2,Melissa Rycroft,TV Personality,3rd Place,26.0,3,2.0,0.0981132075471698,12,False,3.0,Percentage,9.811320754716984,0.09811320754716985
8,2,Shawn Johnson,Athlete,1st Place,24.0,3,3.0,0.090566037735849,12,False,1.0,Percentage,9.056603773584904,0.09056603773584904
8,2,Steve Wozniak,Entrepreneur,Eliminated Week 4,17.0,3,11.0,0.0641509433962264,4,False,,Percentage,6.415094339622645,0.06415094339622646
8,2,Steve-O,TV Personality,Eliminated Week 6,14.0,3,13.0,0.0528301886792452,6,False,,Percentage,6.792452830188674,0.06792452830188674
8,2,Ty Murray,Athlete,Eliminated Week 10,20.0,3,6.0,0.0754716981132075,10,False,,Percentage,7.547169811320756,0.07547169811320756
8,3,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,6.0,0.0905511811023622,8,False,,Percentage,9.05511812017033,0.09055118120170329
8,3,David Alan Grier,Actor/Actress,Eliminated Week 5,24.0,3,5.0,0.0944881889763779,5,False,,Percentage,9.4488189075719,0.09448818907571897
8,3,Denise Richards,Actor/Actress,Eliminated Week 3,16.0,3,10.0,0.0629921259842519,3,True,,Percentage,3.9370078839498457,0.039370078839498446
8,3,Gilles Marini,Actor/Actress,2nd Place,27.0,3,1.0,0.1062992125984252,12,False,2.0,Percentage,10.62992126977663,0.10629921269776628
8,3,Holly Madison,TV Personality,Eliminated Week 4,17.0,3,9.0,0.0669291338582677,4,False,,Percentage,6.69291339576088,0.06692913395760879
8,3,Lawrence Taylor,Athlete,Eliminated Week 7,20.0,3,8.0,0.0787401574803149,7,False,,Percentage,7.8740157579656,0.07874015757965597
8,3,Lil' Kim,Singer/Rapper,Eliminated Week 9,25.0,3,4.0,0.0984251968503937,9,False,,Percentage,9.84251969497348,0.09842519694973478
8,3,Melissa Rycroft,TV Personality,3rd Place,27.0,3,1.0,0.1062992125984252,12,False,3.0,Percentage,10.62992126977663,0.10629921269776628
8,3,Shawn Johnson,Athlete,1st Place,27.0,3,1.0,0.1062992125984252,12,False,1.0,Percentage,10.62992126977663,0.10629921269776628
8,3,Steve Wozniak,Entrepreneur,Eliminated Week 4,10.0,3,12.0,0.0393700787401574,4,False,,Percentage,6.2992126083593085,0.06299212608359307
8,3,Steve-O,TV Personality,Eliminated Week 6,15.0,3,11.0,0.0590551181102362,6,False,,Percentage,5.905511761353085,0.059055117613530834
8,3,Ty Murray,Athlete,Eliminated Week 10,23.0,3,6.0,0.0905511811023622,10,False,,Percentage,9.055118060565686,0.09055118060565684
8,4,Chuck Wicks,Singer/Rapper,Eliminated Week 8,22.0,3,6.0,0.0909090909090909,8,False,,Percentage,9.090909090909092,0.09090909090909091
8,4,David Alan Grier,Actor/Actress,Eliminated Week 5,22.0,3,6.0,0.0909090909090909,5,False,,Percentage,9.090909090909092,0.09090909090909091
8,4,Gilles Marini,Actor/Actress,2nd Place,30.0,3,1.0,0.1239669421487603,12,False,2.0,Percentage,12.396694214876034,0.12396694214876033
8,4,Holly Madison,TV Personality,Eliminated Week 4,16.0,3,9.0,0.0661157024793388,4,True,,Percentage,6.198347107438014,0.06198347107438014
8,4,Lawrence Taylor,Athlete,Eliminated Week 7,19.0,3,8.0,0.0785123966942148,7,False,,Percentage,7.851239669421484,0.07851239669421484
8,4,Lil' Kim,Singer/Rapper,Eliminated Week 9,27.0,3,3.0,0.1115702479338843,9,False,,Percentage,11.157024793388434,0.11157024793388434
8,4,Melissa Rycroft,TV Personality,3rd Place,29.0,3,2.0,0.1198347107438016,12,False,3.0,Percentage,11.983471074380164,0.11983471074380164
8,4,Shawn Johnson,Athlete,1st Place,25.0,3,4.0,0.1033057851239669,12,False,1.0,Percentage,10.330578512396691,0.10330578512396692
8,4,Steve Wozniak,Entrepreneur,Eliminated Week 4,12.0,3,11.0,0.0495867768595041,4,True,,Percentage,4.958677685950415,0.049586776859504154
8,4,Steve-O,TV Personality,Eliminated Week 6,15.0,3,10.0,0.0619834710743801,6,False,,Percentage,6.6115702479338845,0.06611570247933884
8,4,Ty Murray,Athlete,Eliminated Week 10,25.0,3,4.0,0.1033057851239669,10,False,,Percentage,10.330578512396691,0.10330578512396692
8,5,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,5.0,0.1095238095238095,8,False,,Percentage,10.95238095238095,0.10952380952380951
8,5,David Alan Grier,Actor/Actress,Eliminated Week 5,22.0,3,6.0,0.1047619047619047,5,True,,Percentage,8.571428571428568,0.08571428571428567
8,5,Gilles Marini,Actor/Actress,2nd Place,29.0,3,1.0,0.1380952380952381,12,False,2.0,Percentage,13.809523809523812,0.13809523809523813
8,5,Lawrence Taylor,Athlete,Eliminated Week 7,20.0,3,8.0,0.0952380952380952,7,False,,Percentage,9.523809523809522,0.09523809523809522
8,5,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,2.0,0.1238095238095238,9,False,,Percentage,12.38095238095238,0.1238095238095238
8,5,Melissa Rycroft,TV Personality,3rd Place,25.0,3,4.0,0.119047619047619,12,False,3.0,Percentage,11.904761904761902,0.11904761904761901
8,5,Shawn Johnson,Athlete,1st Place,26.0,3,2.0,0.1238095238095238,12,False,1.0,Percentage,12.38095238095238,0.1238095238095238
8,5,Steve-O,TV Personality,Eliminated Week 6,18.0,3,9.0,0.0857142857142857,6,False,,Percentage,10.476190476190473,0.10476190476190472
8,5,Ty Murray,Athlete,Eliminated Week 10,21.0,3,7.0,0.1,10,False,,Percentage,10.000000000000002,0.10000000000000002
8,6,Chuck Wicks,Singer/Rapper,Eliminated Week 8,23.0,3,5.0,0.1236559139784946,8,False,,Percentage,12.36559139784946,0.12365591397849464
8,6,Gilles Marini,Actor/Actress,2nd Place,26.0,3,3.0,0.1397849462365591,12,False,2.0,Percentage,13.97849462365591,0.13978494623655915
8,6,Lawrence Taylor,Athlete,Eliminated Week 7,22.0,3,6.0,0.1182795698924731,7,False,,Percentage,11.82795698924731,0.11827956989247314
8,6,Lil' Kim,Singer/Rapper,Eliminated Week 9,28.0,3,1.0,0.1505376344086021,9,False,,Percentage,15.05376344086021,0.15053763440860216
8,6,Melissa Rycroft,TV Personality,3rd Place,27.0,3,2.0,0.1451612903225806,12,False,3.0,Percentage,14.51612903225806,0.14516129032258066
8,6,Shawn Johnson,Athlete,1st Place,26.0,3,3.0,0.1397849462365591,12,False,1.0,Percentage,13.97849462365591,0.13978494623655915
8,6,Steve-O,TV Personality,Eliminated Week 6,16.0,3,8.0,0.086021505376344,6,True,,Percentage,8.6021505376344,0.08602150537634401
8,6,Ty Murray,Athlete,Eliminated Week 10,18.0,3,7.0,0.0967741935483871,10,False,,Percentage,9.67741935483871,0.09677419354838712
8,7,Chuck Wicks,Singer/Rapper,Eliminated Week 8,27.0,3,3.0,0.1483516483516483,8,False,,Percentage,14.83516483516483,0.14835164835164838
8,7,Gilles Marini,Actor/Actress,2nd Place,27.0,3,3.0,0.1483516483516483,12,False,2.0,Percentage,14.83516483516483,0.14835164835164838
8,7,Lawrence Taylor,Athlete,Eliminated Week 7,21.0,3,7.0,0.1153846153846153,7,True,,Percentage,11.53846153846153,0.11538461538461535
8,7,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,5.0,0.1428571428571428,9,False,,Percentage,14.28571428571428,0.14285714285714285
8,7,Melissa Rycroft,TV Personality,3rd Place,29.0,3,1.0,0.1593406593406593,12,False,3.0,Percentage,15.93406593406593,0.15934065934065939
8,7,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.1538461538461538,12,False,1.0,Percentage,15.38461538461538,0.15384615384615385
8,7,Ty Murray,Athlete,Eliminated Week 10,24.0,3,6.0,0.1318681318681318,10,False,,Percentage,13.18681318681318,0.13186813186813187
8,8,Chuck Wicks,Singer/Rapper,Eliminated Week 8,25.5,3,5.0,0.1634615384615384,8,True,,Percentage,14.74358974358974,0.14743589743589744
8,8,Gilles Marini,Actor/Actress,2nd Place,27.5,3,2.0,0.1762820512820513,12,False,2.0,Percentage,17.62820511330397,0.17628205113303974
8,8,Lil' Kim,Singer/Rapper,Eliminated Week 9,28.0,3,1.0,0.1794871794871795,9,False,,Percentage,17.94871793381679,0.17948717933816796
8,8,Melissa Rycroft,TV Personality,3rd Place,23.0,3,6.0,0.1474358974358974,12,False,3.0,Percentage,16.346153846153847,0.16346153846153852
8,8,Shawn Johnson,Athlete,1st Place,26.0,3,3.0,0.1666666666666666,12,False,1.0,Percentage,16.666666681567825,0.1666666668156783
8,8,Ty Murray,Athlete,Eliminated Week 10,26.0,3,3.0,0.1666666666666666,10,False,,Percentage,16.666666681567825,0.1666666668156783
8,9,Gilles Marini,Actor/Actress,2nd Place,28.0,3,2.0,0.2097378277153558,12,False,2.0,Percentage,20.973782771535586,0.20973782771535585
8,9,Lil' Kim,Singer/Rapper,Eliminated Week 9,26.0,3,4.0,0.1947565543071161,9,True,,Percentage,17.22846441947566,0.17228464419475661
8,9,Melissa Rycroft,TV Personality,3rd Place,28.5,3,1.0,0.2134831460674157,12,False,3.0,Percentage,21.34831460674157,0.2134831460674157
8,9,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.2097378277153558,12,False,1.0,Percentage,20.973782771535586,0.20973782771535585
8,9,Ty Murray,Athlete,Eliminated Week 10,23.0,3,5.0,0.1722846441947565,10,False,,Percentage,19.475655430711605,0.19475655430711605
8,10,Gilles Marini,Actor/Actress,2nd Place,30.0,3,1.0,0.273972602739726,12,False,2.0,Percentage,27.3972602739726,0.273972602739726
8,10,Melissa Rycroft,TV Personality,3rd Place,27.5,3,3.0,0.2511415525114155,12,False,3.0,Percentage,25.11415525114155,0.2511415525114155
8,10,Shawn Johnson,Athlete,1st Place,28.0,3,2.0,0.2557077625570776,12,False,1.0,Percentage,25.570776255707763,0.2557077625570776
8,10,Ty Murray,Athlete,Eliminated Week 10,24.0,3,4.0,0.2191780821917808,10,True,,Percentage,21.91780821917808,0.2191780821917808
8,11,Gilles Marini,Actor/Actress,2nd Place,29.0,3,2.0,0.3314285714285714,12,False,2,Percentage,33.14285714285714,0.33142857142857146
8,11,Melissa Rycroft,TV Personality,3rd Place,28.5,3,3.0,0.3257142857142857,12,False,3,Percentage,32.57142857142857,0.32571428571428573
8,11,Shawn Johnson,Athlete,1st Place,30.0,3,1.0,0.3428571428571428,12,False,1,Percentage,34.28571428571428,0.3428571428571428
9,1,Aaron Carter,Singer/Rapper,Eliminated Week 8,31.9999,3,2.0,0.078817798296742,8,False,,Percentage,8.210186703334386,0.08210186703334386
9,1,Ashley Hamiliton,Actor/Actress,Eliminated Week 1,18.9999,3,15.0,0.0467979676767199,1,True,,Percentage,5.008203641332177,0.05008203641332177
9,1,Chuck Liddell,Athlete,Eliminated Week 4,22.0,3,10.0,0.0541874056646528,4,False,,Percentage,5.747147440125466,0.057471474401254656
9,1,Debi Mazar,Actor/Actress,Eliminated Week 3,22.0,3,10.0,0.0541874056646528,3,False,,Percentage,5.747147440125467,0.05747147440125467
9,1,Donny Osmond,Singer/Rapper,1st Place,29.9999,3,5.0,0.0738916705090463,11,False,1,Percentage,7.717573924564816,0.07717573924564816
9,1,Joanna Krupa,Model,Eliminated Week 9,33.9999,3,1.0,0.0837439260844377,9,False,,Percentage,8.702799482103957,0.08702799482103957
9,1,Kathy Ireland,Model,Eliminated Week 2,19.9999,3,12.0,0.0492610315705677,2,False,,Percentage,5.254510030716958,0.05254510030716958
9,1,Kelly Osbourne,TV Personality,3rd Place,30.9998,3,4.0,0.0763544880965048,11,False,3,Percentage,7.963855683310668,0.07963855683310668
9,1,Louie Vito,Athlete,Eliminated Week 6,26.9998,3,7.0,0.0665022325211133,6,False,,Percentage,6.978630125771517,0.06978630125771516
9,1,Macy Gray,Singer/Rapper,Eliminated Week 1,18.9999,3,15.0,0.0467979676767199,1,True,,Percentage,5.008203641332176,0.050082036413321755
9,1,Mark Dacascos,Actor/Actress,Eliminated Week 7,28.9998,3,6.0,0.0714283603088091,7,False,,Percentage,7.471242904541096,0.07471242904541096
9,1,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,24.0,3,9.0,0.0591135334523485,6,False,,Percentage,6.239760233796197,0.06239760233796197
9,1,Michael Irvin,Athlete,Eliminated Week 7,19.0,3,14.0,0.0467982139831092,7,False,,Percentage,5.008228286872268,0.05008228286872268
9,1,Mya,Singer/Rapper,2nd Place,30.9999,3,3.0,0.0763547344028941,11,False,2,Percentage,7.963880328850758,0.07963880328850757
9,1,Natalie Coughlin,Athlete,Eliminated Week 5,26.9998,3,7.0,0.0665022325211133,5,False,,Percentage,6.978630133222096,0.06978630133222097
9,1,Tom DeLay,Politician,Withdrew,19.9999,3,12.0,0.0492610315705677,10,False,Withdrew,Percentage,,
9,2,Aaron Carter,Singer/Rapper,Eliminated Week 8,27.0,3,1.0,0.0918367346938775,8,False,,Percentage,9.654631077471295,0.09654631077471296
9,2,Chuck Liddell,Athlete,Eliminated Week 4,19.0,3,9.0,0.064625850340136,4,False,,Percentage,6.933542642097144,0.06933542642097144
9,2,Debi Mazar,Actor/Actress,Eliminated Week 3,21.0,3,4.0,0.0714285714285714,3,False,,Percentage,7.613814750940685,0.07613814750940685
9,2,Donny Osmond,Singer/Rapper,1st Place,25.0,3,3.0,0.0850340136054421,11,False,1,Percentage,8.974358968627755,0.08974358968627755
9,2,Joanna Krupa,Model,Eliminated Week 9,20.0,3,7.0,0.0680272108843537,9,False,,Percentage,7.273678711420077,0.07273678711420077
9,2,Kathy Ireland,Model,Eliminated Week 2,18.0,3,13.0,0.0612244897959183,2,True,,Percentage,6.593406602576536,0.06593406602576536
9,2,Kelly Osbourne,TV Personality,3rd Place,19.0,3,9.0,0.064625850340136,11,False,3,Percentage,6.9335426569983065,0.06933542656998307
9,2,Louie Vito,Athlete,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,,Percentage,6.933542656998305,0.06933542656998305
9,2,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.0,3,4.0,0.0714285714285714,7,False,,Percentage,7.6138147658418465,0.07613814765841846
9,2,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,9.0,0.064625850340136,6,False,,Percentage,6.933542642097146,0.06933542642097146
9,2,Michael Irvin,Athlete,Eliminated Week 7,20.0,3,7.0,0.0680272108843537,7,False,,Percentage,7.273678696518917,0.07273678696518916
9,2,Mya,Singer/Rapper,2nd Place,27.0,3,1.0,0.0918367346938775,11,False,2,Percentage,9.654631077471295,0.09654631077471296
9,2,Natalie Coughlin,Athlete,Eliminated Week 5,21.0,3,4.0,0.0714285714285714,5,False,,Percentage,7.613814750940685,0.07613814750940685
9,2,Tom DeLay,Politician,Withdrew,18.0,3,13.0,0.0612244897959183,10,False,Withdrew,Percentage,,
9,3,Aaron Carter,Singer/Rapper,Eliminated Week 8,21.0,3,4.0,0.0813953488372093,8,False,,Percentage,8.624031007751942,0.08624031007751942
9,3,Chuck Liddell,Athlete,Eliminated Week 4,17.0,3,10.0,0.065891472868217,4,False,,Percentage,7.073643410852713,0.07073643410852713
9,3,Debi Mazar,Actor/Actress,Eliminated Week 3,17.0,3,10.0,0.065891472868217,3,True,,Percentage,5.910852713178294,0.05910852713178295
9,3,Donny Osmond,Singer/Rapper,1st Place,21.0,3,4.0,0.0813953488372093,11,False,1,Percentage,8.62403100775194,0.0862403100775194
9,3,Joanna Krupa,Model,Eliminated Week 9,23.0,3,3.0,0.0891472868217054,9,False,,Percentage,9.399224806201552,0.09399224806201552
9,3,Kelly Osbourne,TV Personality,3rd Place,20.0,3,6.0,0.0775193798449612,11,False,3,Percentage,8.236434108527131,0.08236434108527131
9,3,Louie Vito,Athlete,Eliminated Week 6,20.0,3,6.0,0.0775193798449612,6,False,,Percentage,8.236434108527131,0.08236434108527131
9,3,Mark Dacascos,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.0697674418604651,7,False,,Percentage,7.461240310077523,0.07461240310077523
9,3,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,19.0,3,8.0,0.0736434108527131,6,False,,Percentage,7.848837209302322,0.07848837209302321
9,3,Michael Irvin,Athlete,Eliminated Week 7,14.0,3,13.0,0.0542635658914728,7,False,,Percentage,7.07364341085271,0.07073643410852709
9,3,Mya,Singer/Rapper,2nd Place,27.0,3,1.0,0.1046511627906976,11,False,2,Percentage,10.94961240310077,0.10949612403100771
9,3,Natalie Coughlin,Athlete,Eliminated Week 5,26.0,3,2.0,0.1007751937984496,5,False,,Percentage,10.56201550387597,0.10562015503875971
9,3,Tom DeLay,Politician,Withdrew,15.0,3,12.0,0.0581395348837209,10,False,Withdrew,Percentage,,
9,4,Aaron Carter,Singer/Rapper,Eliminated Week 8,18.0,3,8.0,0.0743801652892562,8,False,,Percentage,7.438016528417632,0.07438016528417632
9,4,Chuck Liddell,Athlete,Eliminated Week 4,17.0,3,9.0,0.0702479338842975,4,True,,Percentage,6.473829202456579,0.06473829202456578
9,4,Donny Osmond,Singer/Rapper,1st Place,24.0,3,4.0,0.0991735537190082,11,False,1.0,Percentage,9.91735537139283,0.0991735537139283
9,4,Joanna Krupa,Model,Eliminated Week 9,26.0,3,3.0,0.1074380165289256,9,False,,Percentage,10.743801652384567,0.10743801652384567
9,4,Kelly Osbourne,TV Personality,3rd Place,23.0,3,6.0,0.0950413223140495,11,False,3.0,Percentage,9.50413223089696,0.09504132230896961
9,4,Louie Vito,Athlete,Eliminated Week 6,16.0,3,10.0,0.0661157024793388,6,False,,Percentage,6.887052342952448,0.06887052342952449
9,4,Mark Dacascos,Actor/Actress,Eliminated Week 7,22.0,3,7.0,0.0909090909090909,7,False,,Percentage,9.0909090904011,0.090909090904011
9,4,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,28.0,3,1.0,0.1157024793388429,6,False,,Percentage,11.5702479333763,0.11570247933376301
9,4,Michael Irvin,Athlete,Eliminated Week 7,16.0,3,10.0,0.0661157024793388,7,False,,Percentage,6.887052342952449,0.06887052342952449
9,4,Mya,Singer/Rapper,2nd Place,28.0,3,1.0,0.1157024793388429,11,False,2.0,Percentage,11.5702479333763,0.11570247933376301
9,4,Natalie Coughlin,Athlete,Eliminated Week 5,24.0,3,4.0,0.0991735537190082,5,False,,Percentage,9.91735537139283,0.0991735537139283
9,5,Aaron Carter,Singer/Rapper,Eliminated Week 8,24.0,3,4.0,0.0991735537190082,8,False,,Percentage,9.917355371900824,0.09917355371900824
9,5,Donny Osmond,Singer/Rapper,1st Place,29.0,3,1.0,0.1198347107438016,11,False,1.0,Percentage,11.983471074380166,0.11983471074380166
9,5,Joanna Krupa,Model,Eliminated Week 9,24.0,3,4.0,0.0991735537190082,9,False,,Percentage,9.917355371900824,0.09917355371900824
9,5,Kelly Osbourne,TV Personality,3rd Place,24.0,3,4.0,0.0991735537190082,11,False,3.0,Percentage,9.917355371900824,0.09917355371900824
9,5,Louie Vito,Athlete,Eliminated Week 6,22.0,3,8.0,0.0909090909090909,6,False,,Percentage,9.090909090909095,0.09090909090909095
9,5,Mark Dacascos,Actor/Actress,Eliminated Week 7,26.0,3,3.0,0.1074380165289256,7,False,,Percentage,10.743801652892564,0.10743801652892565
9,5,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,23.0,3,7.0,0.0950413223140495,6,False,,Percentage,9.504132231404956,0.09504132231404956
9,5,Michael Irvin,Athlete,Eliminated Week 7,21.0,3,10.0,0.0867768595041322,7,False,,Percentage,9.090909090909095,0.09090909090909095
9,5,Mya,Singer/Rapper,2nd Place,27.0,3,2.0,0.1115702479338843,11,False,2.0,Percentage,11.157024793388436,0.11157024793388436
9,5,Natalie Coughlin,Athlete,Eliminated Week 5,22.0,3,8.0,0.0909090909090909,5,True,,Percentage,8.677685950413224,0.08677685950413223
9,6,Aaron Carter,Singer/Rapper,Eliminated Week 8,32.9998,3,3.0,0.1269227470402782,8,False,,Percentage,12.692274704027827,0.12692274704027828
9,6,Donny Osmond,Singer/Rapper,1st Place,30.9999,3,5.0,0.1192307973373753,11,False,1.0,Percentage,11.923079733737536,0.11923079733737536
9,6,Joanna Krupa,Model,Eliminated Week 9,35.9999,3,1.0,0.1384616331364223,9,False,,Percentage,13.846163313642236,0.13846163313642237
9,6,Kelly Osbourne,TV Personality,3rd Place,24.9998,3,6.0,0.096153409761803,11,False,3.0,Percentage,9.615340976180308,0.09615340976180307
9,6,Louie Vito,Athlete,Eliminated Week 6,24.0,3,7.0,0.0923080118354255,6,True,,Percentage,8.717901972224782,0.08717901972224781
9,6,Mark Dacascos,Actor/Actress,Eliminated Week 7,32.0,3,4.0,0.1230773491139007,7,False,,Percentage,12.307734911390076,0.12307734911390077
9,6,Melissa Joan Hart,Actor/Actress,Eliminated Week 6,23.9999,3,8.0,0.0923076272187096,6,True,,Percentage,8.717940433896374,0.08717940433896373
9,6,Michael Irvin,Athlete,Eliminated Week 7,21.9998,3,9.0,0.0846149082823748,7,False,,Percentage,9.487212327529852,0.09487212327529852
9,6,Mya,Singer/Rapper,2nd Place,33.0,3,2.0,0.1269235162737101,11,False,2.0,Percentage,12.692351627371016,0.12692351627371015
9,7,Aaron Carter,Singer/Rapper,Eliminated Week 8,26.5,3,2.0,0.150997150997151,8,False,,Percentage,15.0997150997151,0.15099715099715103
9,7,Donny Osmond,Singer/Rapper,1st Place,26.0,3,3.0,0.1481481481481481,11,False,1.0,Percentage,14.814814814814811,0.14814814814814814
9,7,Joanna Krupa,Model,Eliminated Week 9,27.5,3,1.0,0.1566951566951566,9,False,,Percentage,15.66951566951566,0.15669515669515663
9,7,Kelly Osbourne,TV Personality,3rd Place,26.0,3,3.0,0.1481481481481481,11,False,3.0,Percentage,14.814814814814811,0.14814814814814814
9,7,Mark Dacascos,Actor/Actress,Eliminated Week 7,21.5,3,7.0,0.1225071225071225,7,True,,Percentage,12.250712250712253,0.12250712250712255
9,7,Michael Irvin,Athlete,Eliminated Week 7,23.5,3,6.0,0.1339031339031339,7,True,,Percentage,13.390313390313391,0.13390313390313394
9,7,Mya,Singer/Rapper,2nd Place,24.5,3,5.0,0.1396011396011396,11,False,2.0,Percentage,13.96011396011396,0.13960113960113962
9,8,Aaron Carter,Singer/Rapper,Eliminated Week 8,25.0,3,4.0,0.1908396946564885,8,True,,Percentage,19.08396946564885,0.19083969465648853
