season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,inferred_fan_val,rule_type,harmonized_fan_percent,fan_rank,rank_score,res_rank_method,pct_score,res_pct_method
11,9,Kyle Massey,Actor/Actress,2nd Place,29.0,3,2.0,0.2543859649122807,11,False,0.2543859649122807,Percentage,0.2543859649122807,2.0,4.0,2.0,0.5087719298245614,2.0
11,10,Bristol Palin,TV Personality,3rd Place,25.6666,3,3.0,0.3092368897274451,11,False,0.3092368897274451,Percentage,0.3092368897274451,3.0,6.0,3.0,0.6184737794548902,3.0
11,10,Jennifer Grey,Actor/Actress,1st Place,30.0,3,1.0,0.3614466540883231,11,False,0.3614466540883231,Percentage,0.3614466540883231,1.0,2.0,1.0,0.7228933081766462,1.0
11,10,Kyle Massey,Actor/Actress,2nd Place,27.3332,3,2.0,0.3293164561842318,11,False,0.3293164561842318,Percentage,0.3293164561842318,2.0,4.0,2.0,0.6586329123684636,2.0
12,1,Chelsea Kane,Actor/Actress,3rd Place,21.0,3,3.0,0.1014492753623188,11,False,0.1014492753623188,Percentage,0.1014492753623188,3.0,6.0,3.5,0.2028985507246376,3.5
12,1,Chris Jericho,Athlete,Eliminated Week 6,19.0,3,5.0,0.0917874396135265,6,False,0.0917874396135265,Percentage,0.0917874396135265,5.0,10.0,5.5,0.183574879227053,5.5
12,1,Hines Ward,Athlete,1st Place,21.0,3,3.0,0.1014492753623188,11,False,0.1014492753623188,Percentage,0.1014492753623188,3.0,6.0,3.5,0.2028985507246376,3.5
12,1,Kendra Wilkinson,TV Personality,Eliminated Week 7,18.0,3,7.0,0.0869565217391304,7,False,0.0869565217391304,Percentage,0.0869565217391304,7.0,14.0,7.5,0.1739130434782608,7.5
12,1,Kirstie Alley,Actor/Actress,2nd Place,23.0,3,2.0,0.1111111111111111,11,False,0.1111111111111111,Percentage,0.1111111111111111,2.0,4.0,2.0,0.2222222222222222,2.0
12,1,Mike Catherwood,Radio Personality,Eliminated Week 2,13.0,3,11.0,0.0628019323671497,2,False,0.0628019323671497,Percentage,0.0628019323671497,11.0,22.0,11.0,0.1256038647342994,11.0
12,1,Petra Nemcova,Model,Eliminated Week 5,18.0,3,7.0,0.0869565217391304,5,False,0.0869565217391304,Percentage,0.0869565217391304,7.0,14.0,7.5,0.1739130434782608,7.5
12,1,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,1.0,0.1159420289855072,9,False,0.1159420289855072,Percentage,0.1159420289855072,1.0,2.0,1.0,0.2318840579710144,1.0
12,1,Romeo,Singer/Rapper,Eliminated Week 8,19.0,3,5.0,0.0917874396135265,8,False,0.0917874396135265,Percentage,0.0917874396135265,5.0,10.0,5.5,0.183574879227053,5.5
12,1,Sugar Ray Leonard,Athlete,Eliminated Week 4,17.0,3,9.0,0.0821256038647343,4,False,0.0821256038647343,Percentage,0.0821256038647343,9.0,18.0,9.0,0.1642512077294686,9.0
12,1,Wendy Williams,TV Personality,Eliminated Week 3,14.0,3,10.0,0.0676328502415458,3,False,0.0676328502415458,Percentage,0.0676328502415458,10.0,20.0,10.0,0.1352657004830916,10.0
12,2,Chelsea Kane,Actor/Actress,3rd Place,18.0,3,7.0,0.0833333333333333,11,False,0.0833333333333333,Percentage,0.0833333333333333,7.0,14.0,7.5,0.1666666666666666,7.5
12,2,Chris Jericho,Athlete,Eliminated Week 6,23.0,3,1.0,0.1064814814814814,6,False,0.1064814814814814,Percentage,0.1064814814814814,1.0,2.0,2.0,0.2129629629629628,2.0
12,2,Hines Ward,Athlete,1st Place,23.0,3,1.0,0.1064814814814814,11,False,0.1064814814814814,Percentage,0.1064814814814814,1.0,2.0,2.0,0.2129629629629628,2.0
12,2,Kendra Wilkinson,TV Personality,Eliminated Week 7,19.0,3,6.0,0.0879629629629629,7,False,0.0879629629629629,Percentage,0.0879629629629629,6.0,12.0,6.0,0.1759259259259258,6.0
12,2,Kirstie Alley,Actor/Actress,2nd Place,20.0,3,5.0,0.0925925925925925,11,False,0.0925925925925925,Percentage,0.0925925925925925,5.0,10.0,5.0,0.185185185185185,5.0
12,2,Mike Catherwood,Radio Personality,Eliminated Week 2,17.0,3,9.0,0.0787037037037037,2,True,0.0787037037037037,Percentage,0.0787037037037037,9.0,18.0,10.0,0.1574074074074074,10.0
12,2,Petra Nemcova,Model,Eliminated Week 5,18.0,3,7.0,0.0833333333333333,5,False,0.0833333333333333,Percentage,0.0833333333333333,7.0,14.0,7.5,0.1666666666666666,7.5
12,2,Ralph Macchio,Actor/Actress,Eliminated Week 9,21.0,3,4.0,0.0972222222222222,9,False,0.0972222222222222,Percentage,0.0972222222222222,4.0,8.0,4.0,0.1944444444444444,4.0
12,2,Romeo,Singer/Rapper,Eliminated Week 8,23.0,3,1.0,0.1064814814814814,8,False,0.1064814814814814,Percentage,0.1064814814814814,1.0,2.0,2.0,0.2129629629629628,2.0
12,2,Sugar Ray Leonard,Athlete,Eliminated Week 4,17.0,3,9.0,0.0787037037037037,4,False,0.0787037037037037,Percentage,0.0787037037037037,9.0,18.0,10.0,0.1574074074074074,10.0
12,2,Wendy Williams,TV Personality,Eliminated Week 3,17.0,3,9.0,0.0787037037037037,3,False,0.0787037037037037,Percentage,0.0787037037037037,9.0,18.0,10.0,0.1574074074074074,10.0
12,3,Chelsea Kane,Actor/Actress,3rd Place,23.0,3,3.0,0.1074766355140186,11,False,0.1074766355140186,Percentage,0.1074766355140186,3.0,6.0,3.5,0.2149532710280372,3.5
12,3,Chris Jericho,Athlete,Eliminated Week 6,21.0,3,5.0,0.0981308411214953,6,False,0.0981308411214953,Percentage,0.0981308411214953,5.0,10.0,6.0,0.1962616822429906,6.0
12,3,Hines Ward,Athlete,1st Place,25.0,3,1.0,0.116822429906542,11,False,0.116822429906542,Percentage,0.116822429906542,1.0,2.0,1.5,0.233644859813084,1.5
12,3,Kendra Wilkinson,TV Personality,Eliminated Week 7,23.0,3,3.0,0.1074766355140186,7,False,0.1074766355140186,Percentage,0.1074766355140186,3.0,6.0,3.5,0.2149532710280372,3.5
12,3,Kirstie Alley,Actor/Actress,2nd Place,21.0,3,5.0,0.0981308411214953,11,False,0.0981308411214953,Percentage,0.0981308411214953,5.0,10.0,6.0,0.1962616822429906,6.0
12,3,Petra Nemcova,Model,Eliminated Week 5,25.0,3,1.0,0.116822429906542,5,False,0.116822429906542,Percentage,0.116822429906542,1.0,2.0,1.5,0.233644859813084,1.5
12,3,Ralph Macchio,Actor/Actress,Eliminated Week 9,21.0,3,5.0,0.0981308411214953,9,False,0.0981308411214953,Percentage,0.0981308411214953,5.0,10.0,6.0,0.1962616822429906,6.0
12,3,Romeo,Singer/Rapper,Eliminated Week 8,20.0,3,8.0,0.0934579439252336,8,False,0.0934579439252336,Percentage,0.0934579439252336,8.0,16.0,8.5,0.1869158878504672,8.5
12,3,Sugar Ray Leonard,Athlete,Eliminated Week 4,20.0,3,8.0,0.0934579439252336,4,False,0.0934579439252336,Percentage,0.0934579439252336,8.0,16.0,8.5,0.1869158878504672,8.5
12,3,Wendy Williams,TV Personality,Eliminated Week 3,15.0,3,10.0,0.0700934579439252,3,True,0.0700934579439252,Percentage,0.0700934579439252,10.0,20.0,10.0,0.1401869158878504,10.0
12,4,Chelsea Kane,Actor/Actress,3rd Place,26.0,3,1.0,0.1262135922330097,11,False,0.1262135922334139,Percentage,0.1262135922334139,1.0,2.0,1.0,0.25242718446642365,1.0
12,4,Chris Jericho,Athlete,Eliminated Week 6,23.0,3,4.0,0.1116504854368932,6,False,0.1116504854372974,Percentage,0.1116504854372974,4.0,8.0,5.0,0.2233009708741906,5.0
12,4,Hines Ward,Athlete,1st Place,25.0,3,2.0,0.1213592233009708,11,False,0.121359223301375,Percentage,0.121359223301375,2.0,4.0,2.5,0.24271844660234582,2.5
12,4,Kendra Wilkinson,TV Personality,Eliminated Week 7,18.0,3,9.0,0.087378640776699,7,False,0.1019417475714007,Percentage,0.1019417475714007,8.0,17.0,8.0,0.18932038834809972,8.0
12,4,Kirstie Alley,Actor/Actress,2nd Place,22.0,3,7.0,0.1067961165048543,11,False,0.1067961165052585,Percentage,0.1067961165052585,7.0,14.0,7.0,0.2135922330101128,7.0
12,4,Petra Nemcova,Model,Eliminated Week 5,23.0,3,4.0,0.1116504854368932,5,False,0.1116504854372974,Percentage,0.1116504854372974,4.0,8.0,5.0,0.2233009708741906,5.0
12,4,Ralph Macchio,Actor/Actress,Eliminated Week 9,25.0,3,2.0,0.1213592233009708,9,False,0.121359223301375,Percentage,0.121359223301375,2.0,4.0,2.5,0.24271844660234582,2.5
12,4,Romeo,Singer/Rapper,Eliminated Week 8,23.0,3,4.0,0.1116504854368932,8,False,0.1116504854372974,Percentage,0.1116504854372974,4.0,8.0,5.0,0.2233009708741906,5.0
12,4,Sugar Ray Leonard,Athlete,Eliminated Week 4,21.0,3,8.0,0.1019417475728155,4,True,0.0873786407752842,Percentage,0.0873786407752842,9.0,17.0,9.0,0.18932038834809972,9.0
12,5,Chelsea Kane,Actor/Actress,3rd Place,26.0,3,2.0,0.134020618556701,11,False,0.134020618556701,Percentage,0.134020618556701,2.0,4.0,3.0,0.268041237113402,3.0
12,5,Chris Jericho,Athlete,Eliminated Week 6,26.0,3,2.0,0.134020618556701,6,False,0.134020618556701,Percentage,0.134020618556701,2.0,4.0,3.0,0.268041237113402,3.0
12,5,Hines Ward,Athlete,1st Place,27.0,3,1.0,0.1391752577319587,11,False,0.1391752577319587,Percentage,0.1391752577319587,1.0,2.0,1.0,0.2783505154639174,1.0
12,5,Kendra Wilkinson,TV Personality,Eliminated Week 7,22.0,3,6.0,0.1134020618556701,7,False,0.1134020618556701,Percentage,0.1134020618556701,6.0,12.0,7.0,0.2268041237113402,7.0
12,5,Kirstie Alley,Actor/Actress,2nd Place,23.0,3,5.0,0.1185567010309278,11,False,0.1185567010309278,Percentage,0.1185567010309278,5.0,10.0,5.0,0.2371134020618556,5.0
12,5,Petra Nemcova,Model,Eliminated Week 5,22.0,3,6.0,0.1134020618556701,5,True,0.1134020618556701,Percentage,0.1134020618556701,6.0,12.0,7.0,0.2268041237113402,7.0
12,5,Ralph Macchio,Actor/Actress,Eliminated Week 9,22.0,3,6.0,0.1134020618556701,9,False,0.1134020618556701,Percentage,0.1134020618556701,6.0,12.0,7.0,0.2268041237113402,7.0
12,5,Romeo,Singer/Rapper,Eliminated Week 8,26.0,3,2.0,0.134020618556701,8,False,0.134020618556701,Percentage,0.134020618556701,2.0,4.0,3.0,0.268041237113402,3.0
12,6,Chelsea Kane,Actor/Actress,3rd Place,28.0,3,1.0,0.1555555555555555,11,False,0.1555555555555555,Percentage,0.1555555555555555,1.0,2.0,1.5,0.311111111111111,1.5
12,6,Chris Jericho,Athlete,Eliminated Week 6,22.0,3,7.0,0.1222222222222222,6,True,0.1222222222222222,Percentage,0.1222222222222222,7.0,14.0,7.0,0.2444444444444444,7.0
12,6,Hines Ward,Athlete,1st Place,27.0,3,3.0,0.15,11,False,0.15,Percentage,0.15,3.0,6.0,3.0,0.3,3.0
12,6,Kendra Wilkinson,TV Personality,Eliminated Week 7,25.0,3,5.0,0.1388888888888889,7,False,0.1388888888888889,Percentage,0.1388888888888889,5.0,10.0,5.0,0.2777777777777778,5.0
12,6,Kirstie Alley,Actor/Actress,2nd Place,26.0,3,4.0,0.1444444444444444,11,False,0.1444444444444444,Percentage,0.1444444444444444,4.0,8.0,4.0,0.2888888888888888,4.0
12,6,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,6.0,0.1333333333333333,9,False,0.1333333333333333,Percentage,0.1333333333333333,6.0,12.0,6.0,0.2666666666666666,6.0
12,6,Romeo,Singer/Rapper,Eliminated Week 8,28.0,3,1.0,0.1555555555555555,8,False,0.1555555555555555,Percentage,0.1555555555555555,1.0,2.0,1.5,0.311111111111111,1.5
12,7,Chelsea Kane,Actor/Actress,3rd Place,32.0,4,3.0,0.169761273209549,11,False,0.169761273209568,Percentage,0.169761273209568,3.0,6.0,3.0,0.339522546419117,3.0
12,7,Hines Ward,Athlete,1st Place,33.0,4,1.0,0.1750663129973474,11,False,0.1750663129973663,Percentage,0.1750663129973663,1.0,2.0,1.5,0.35013262599471373,1.5
12,7,Kendra Wilkinson,TV Personality,Eliminated Week 7,30.5,4,4.0,0.1618037135278514,7,True,0.1582670203359668,Percentage,0.1582670203359668,6.0,10.0,6.0,0.3200707338638182,6.0
12,7,Kirstie Alley,Actor/Actress,2nd Place,30.0,4,5.0,0.1591511936339522,11,False,0.1609195402298661,Percentage,0.1609195402298661,4.0,9.0,4.5,0.3200707338638183,4.5
12,7,Ralph Macchio,Actor/Actress,Eliminated Week 9,33.0,4,1.0,0.1750663129973474,9,False,0.1750663129973663,Percentage,0.1750663129973663,1.0,2.0,1.5,0.35013262599471373,1.5
12,7,Romeo,Singer/Rapper,Eliminated Week 8,30.0,4,5.0,0.1591511936339522,8,False,0.1609195402298661,Percentage,0.1609195402298661,4.0,9.0,4.5,0.3200707338638183,4.5
12,8,Chelsea Kane,Actor/Actress,3rd Place,27.5,3,1.0,0.2115384615384615,11,False,0.2115384615384615,Percentage,0.2115384615384615,1.0,2.0,1.0,0.423076923076923,1.0
12,8,Hines Ward,Athlete,1st Place,27.0,3,2.0,0.2076923076923077,11,False,0.2076923076923077,Percentage,0.2076923076923077,2.0,4.0,2.0,0.4153846153846154,2.0
12,8,Kirstie Alley,Actor/Actress,2nd Place,26.5,3,3.0,0.2038461538461538,11,False,0.2038461538461538,Percentage,0.2038461538461538,3.0,6.0,3.0,0.4076923076923076,3.0
12,8,Ralph Macchio,Actor/Actress,Eliminated Week 9,23.0,3,5.0,0.1769230769230769,9,False,0.2,Percentage,0.2,4.0,9.0,4.0,0.3769230769230769,4.0
12,8,Romeo,Singer/Rapper,Eliminated Week 8,26.0,3,4.0,0.2,8,True,0.1769230769230769,Percentage,0.1769230769230769,5.0,9.0,5.0,0.3769230769230769,5.0
12,9,Chelsea Kane,Actor/Actress,3rd Place,36.5,3,1.0,0.3106382978723404,11,False,0.3106382978723404,Percentage,0.3106382978723404,1.0,2.0,1.0,0.6212765957446807,1.0
12,9,Hines Ward,Athlete,1st Place,30.0,3,2.0,0.2553191489361702,11,False,0.2553191489361702,Percentage,0.2553191489361702,2.0,4.0,2.0,0.5106382978723404,2.0
12,9,Kirstie Alley,Actor/Actress,2nd Place,27.0,3,3.0,0.2297872340425532,11,False,0.2297872340425532,Percentage,0.2297872340425532,3.0,6.0,3.0,0.4595744680851064,3.0
12,9,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,4.0,0.2042553191489361,9,True,0.2042553191489361,Percentage,0.2042553191489361,4.0,8.0,4.0,0.4085106382978722,4.0
12,10,Chelsea Kane,Actor/Actress,3rd Place,29.666600000000003,3,1.0,0.3396948007112996,11,False,0.3396948007112996,Percentage,0.3396948007112996,1.0,2.0,1.5,0.6793896014225992,1.5
12,10,Hines Ward,Athlete,1st Place,29.666600000000003,3,1.0,0.3396948007112996,11,False,0.3396948007112996,Percentage,0.3396948007112996,1.0,2.0,1.5,0.6793896014225992,1.5
12,10,Kirstie Alley,Actor/Actress,2nd Place,27.9999,3,3.0,0.3206103985774007,11,False,0.3206103985774007,Percentage,0.3206103985774007,3.0,6.0,3.0,0.6412207971548014,3.0
13,1,Carson Kressley,TV Personality,Eliminated Week 5,17.0,3,7.0,0.0783410138248847,5,False,0.0783410138248847,Percentage,0.0783410138248847,7.0,14.0,7.5,0.1566820276497694,7.5
13,1,Chaz Bono,TV Personality,Eliminated Week 6,17.0,3,7.0,0.0783410138248847,6,False,0.0783410138248847,Percentage,0.0783410138248847,7.0,14.0,7.5,0.1566820276497694,7.5
13,1,Chynna Phillips,Singer/Rapper,Eliminated Week 4,22.0,3,1.0,0.1013824884792626,4,False,0.1013824884792626,Percentage,0.1013824884792626,1.0,2.0,1.5,0.2027649769585252,1.5
13,1,David Arquette,Actor/Actress,Eliminated Week 7,18.0,3,6.0,0.0829493087557603,7,False,0.0829493087557603,Percentage,0.0829493087557603,6.0,12.0,6.0,0.1658986175115206,6.0
13,1,Elisabetta Canalis,Actor/Actress,Eliminated Week 2,15.0,3,11.0,0.0691244239631336,2,False,0.0691244239631336,Percentage,0.0691244239631336,11.0,22.0,11.0,0.1382488479262672,11.0
13,1,Hope Solo,Athlete,Eliminated Week 9,21.0,3,3.0,0.0967741935483871,9,False,0.0967741935483871,Percentage,0.0967741935483871,3.0,6.0,3.0,0.1935483870967742,3.0
13,1,J.R. Martinez,Actor/Actress,1st Place,22.0,3,1.0,0.1013824884792626,11,False,0.1013824884792626,Percentage,0.1013824884792626,1.0,2.0,1.5,0.2027649769585252,1.5
13,1,Kristin Cavallari,TV Personality,Eliminated Week 3,19.0,3,5.0,0.0875576036866359,3,False,0.0875576036866359,Percentage,0.0875576036866359,5.0,10.0,5.0,0.1751152073732718,5.0
13,1,Metta World Peace (Ron),Athlete,Eliminated Week 1,14.0,3,12.0,0.064516129032258,1,True,0.064516129032258,Percentage,0.064516129032258,12.0,24.0,12.0,0.129032258064516,12.0
13,1,Nancy Grace,TV Personality,Eliminated Week 8,16.0,3,9.0,0.0737327188940092,8,False,0.0737327188940092,Percentage,0.0737327188940092,9.0,18.0,9.5,0.1474654377880184,9.5
13,1,Ricki Lake,Actor/Actress,3rd Place,20.0,3,4.0,0.0921658986175115,11,False,0.0921658986175115,Percentage,0.0921658986175115,4.0,8.0,4.0,0.184331797235023,4.0
13,1,Rob Kardashian,TV Personality,2nd Place,16.0,3,9.0,0.0737327188940092,11,False,0.0737327188940092,Percentage,0.0737327188940092,9.0,18.0,9.5,0.1474654377880184,9.5
13,2,Carson Kressley,TV Personality,Eliminated Week 5,18.0,3,9.0,0.0807174887892376,5,False,0.0852017937219731,Percentage,0.0852017937219731,8.0,17.0,8.5,0.1659192825112107,9.5
13,2,Chaz Bono,TV Personality,Eliminated Week 6,17.0,3,11.0,0.0762331838565022,6,False,0.0896860986547085,Percentage,0.0896860986547085,7.0,18.0,10.0,0.1659192825112107,8.0
13,2,Chynna Phillips,Singer/Rapper,Eliminated Week 4,21.0,3,4.0,0.0941704035874439,4,False,0.0941704035874439,Percentage,0.0941704035874439,4.0,8.0,5.0,0.1883408071748878,5.0
13,2,David Arquette,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.0807174887892376,7,False,0.0852017937219731,Percentage,0.0852017937219731,8.0,17.0,8.5,0.1659192825112107,9.5
13,2,Elisabetta Canalis,Actor/Actress,Eliminated Week 2,21.0,3,4.0,0.0941704035874439,2,True,0.0717488789237668,Percentage,0.0717488789237668,11.0,15.0,7.0,0.1659192825112107,11.0
13,2,Hope Solo,Athlete,Eliminated Week 9,19.0,3,8.0,0.085201793721973,9,False,0.085201793721973,Percentage,0.085201793721973,10.0,18.0,11.0,0.170403587443946,7.0
13,2,J.R. Martinez,Actor/Actress,1st Place,22.0,3,2.0,0.0986547085201793,11,False,0.0986547085201793,Percentage,0.0986547085201793,2.0,4.0,2.5,0.1973094170403586,2.5
13,2,Kristin Cavallari,TV Personality,Eliminated Week 3,22.0,3,2.0,0.0986547085201793,3,False,0.0986547085201793,Percentage,0.0986547085201793,2.0,4.0,2.5,0.1973094170403586,2.5
13,2,Nancy Grace,TV Personality,Eliminated Week 8,21.0,3,4.0,0.0941704035874439,8,False,0.0941704035874439,Percentage,0.0941704035874439,4.0,8.0,5.0,0.1883408071748878,5.0
13,2,Ricki Lake,Actor/Actress,3rd Place,23.0,3,1.0,0.1031390134529148,11,False,0.1031390134529148,Percentage,0.1031390134529148,1.0,2.0,1.0,0.2062780269058296,1.0
13,2,Rob Kardashian,TV Personality,2nd Place,21.0,3,4.0,0.0941704035874439,11,False,0.0941704035874439,Percentage,0.0941704035874439,4.0,8.0,5.0,0.1883408071748878,5.0
13,3,Carson Kressley,TV Personality,Eliminated Week 5,23.0,3,8.0,0.0970464135021097,5,False,0.0970464135035649,Percentage,0.0970464135035649,8.0,16.0,8.0,0.1940928270056746,7.0
13,3,Chaz Bono,TV Personality,Eliminated Week 6,18.0,3,10.0,0.0759493670886076,6,False,0.1012658227789893,Percentage,0.1012658227789893,7.0,17.0,9.0,0.17721518986759688,8.0
13,3,Chynna Phillips,Singer/Rapper,Eliminated Week 4,26.0,3,2.0,0.1097046413502109,4,False,0.1097046413516661,Percentage,0.1097046413516661,2.0,4.0,2.5,0.21940928270187698,2.5
13,3,David Arquette,Actor/Actress,Eliminated Week 7,24.0,3,4.0,0.1012658227848101,7,False,0.1012658227862653,Percentage,0.1012658227862653,4.0,8.0,5.0,0.2025316455710754,5.0
13,3,Hope Solo,Athlete,Eliminated Week 9,24.0,3,4.0,0.1012658227848101,9,False,0.1012658227862653,Percentage,0.1012658227862653,4.0,8.0,5.0,0.2025316455710754,5.0
13,3,J.R. Martinez,Actor/Actress,1st Place,26.0,3,2.0,0.1097046413502109,11,False,0.1097046413516661,Percentage,0.1097046413516661,2.0,4.0,2.5,0.21940928270187698,2.5
13,3,Kristin Cavallari,TV Personality,Eliminated Week 3,24.0,3,4.0,0.1012658227848101,3,True,0.0759493670827868,Percentage,0.0759493670827868,10.0,14.0,7.0,0.17721518986759688,10.0
13,3,Nancy Grace,TV Personality,Eliminated Week 8,21.0,3,9.0,0.0886075949367088,8,False,0.0886075949381641,Percentage,0.0886075949381641,9.0,18.0,10.0,0.1772151898748729,9.0
13,3,Ricki Lake,Actor/Actress,3rd Place,27.0,3,1.0,0.1139240506329113,11,False,0.1139240506343665,Percentage,0.1139240506343665,1.0,2.0,1.0,0.2278481012672778,1.0
13,3,Rob Kardashian,TV Personality,2nd Place,24.0,3,4.0,0.1012658227848101,11,False,0.1012658227862653,Percentage,0.1012658227862653,4.0,8.0,5.0,0.2025316455710754,5.0
13,4,Carson Kressley,TV Personality,Eliminated Week 5,20.0,3,9.0,0.0956937799043062,5,False,0.1004784688995215,Percentage,0.1004784688995215,6.0,15.0,8.0,0.19617224880382772,8.0
13,4,Chaz Bono,TV Personality,Eliminated Week 6,21.0,3,6.0,0.1004784688995215,6,False,0.1004784688995215,Percentage,0.1004784688995215,6.0,12.0,6.5,0.200956937799043,6.5
13,4,Chynna Phillips,Singer/Rapper,Eliminated Week 4,21.0,3,6.0,0.1004784688995215,4,True,0.0956937799043062,Percentage,0.0956937799043062,9.0,15.0,9.0,0.19617224880382772,9.0
13,4,David Arquette,Actor/Actress,Eliminated Week 7,23.0,3,5.0,0.1100478468899521,7,False,0.1100478468899521,Percentage,0.1100478468899521,5.0,10.0,5.0,0.2200956937799042,5.0
13,4,Hope Solo,Athlete,Eliminated Week 9,24.0,3,3.0,0.1148325358851674,9,False,0.1148325358851674,Percentage,0.1148325358851674,3.0,6.0,3.5,0.2296650717703348,3.5
13,4,J.R. Martinez,Actor/Actress,1st Place,26.0,3,2.0,0.124401913875598,11,False,0.124401913875598,Percentage,0.124401913875598,2.0,4.0,2.0,0.248803827751196,2.0
13,4,Nancy Grace,TV Personality,Eliminated Week 8,21.0,3,6.0,0.1004784688995215,8,False,0.1004784688995215,Percentage,0.1004784688995215,6.0,12.0,6.5,0.200956937799043,6.5
13,4,Ricki Lake,Actor/Actress,3rd Place,29.0,3,1.0,0.138755980861244,11,False,0.138755980861244,Percentage,0.138755980861244,1.0,2.0,1.0,0.277511961722488,1.0
13,4,Rob Kardashian,TV Personality,2nd Place,24.0,3,3.0,0.1148325358851674,11,False,0.1148325358851674,Percentage,0.1148325358851674,3.0,6.0,3.5,0.2296650717703348,3.5
13,5,Carson Kressley,TV Personality,Eliminated Week 5,19.0,3,8.0,0.101063829787234,5,True,0.101063829787234,Percentage,0.101063829787234,8.0,16.0,8.0,0.202127659574468,8.0
13,5,Chaz Bono,TV Personality,Eliminated Week 6,21.0,3,7.0,0.1117021276595744,6,False,0.1117021276595744,Percentage,0.1117021276595744,7.0,14.0,7.0,0.2234042553191488,7.0
13,5,David Arquette,Actor/Actress,Eliminated Week 7,25.0,3,2.0,0.1329787234042553,7,False,0.1329787234042553,Percentage,0.1329787234042553,2.0,4.0,2.5,0.2659574468085106,2.5
13,5,Hope Solo,Athlete,Eliminated Week 9,24.0,3,4.0,0.1276595744680851,9,False,0.1276595744680851,Percentage,0.1276595744680851,4.0,8.0,4.5,0.2553191489361702,4.5
13,5,J.R. Martinez,Actor/Actress,1st Place,28.0,3,1.0,0.1489361702127659,11,False,0.1489361702127659,Percentage,0.1489361702127659,1.0,2.0,1.0,0.2978723404255318,1.0
13,5,Nancy Grace,TV Personality,Eliminated Week 8,22.0,3,6.0,0.1170212765957446,8,False,0.1170212765957446,Percentage,0.1170212765957446,6.0,12.0,6.0,0.2340425531914892,6.0
13,5,Ricki Lake,Actor/Actress,3rd Place,24.0,3,4.0,0.1276595744680851,11,False,0.1276595744680851,Percentage,0.1276595744680851,4.0,8.0,4.5,0.2553191489361702,4.5
13,5,Rob Kardashian,TV Personality,2nd Place,25.0,3,2.0,0.1329787234042553,11,False,0.1329787234042553,Percentage,0.1329787234042553,2.0,4.0,2.5,0.2659574468085106,2.5
13,6,Chaz Bono,TV Personality,Eliminated Week 6,19.0,3,7.0,0.1144578313253012,6,True,0.1144578313253012,Percentage,0.1144578313253012,7.0,14.0,7.0,0.2289156626506024,7.0
13,6,David Arquette,Actor/Actress,Eliminated Week 7,23.0,3,4.0,0.1385542168674698,7,False,0.1385542168674698,Percentage,0.1385542168674698,4.0,8.0,4.0,0.2771084337349396,4.0
13,6,Hope Solo,Athlete,Eliminated Week 9,20.0,3,6.0,0.1204819277108433,9,False,0.1204819277108433,Percentage,0.1204819277108433,6.0,12.0,6.0,0.2409638554216866,6.0
13,6,J.R. Martinez,Actor/Actress,1st Place,29.0,3,1.0,0.1746987951807229,11,False,0.1746987951807229,Percentage,0.1746987951807229,1.0,2.0,1.5,0.3493975903614458,1.5
13,6,Nancy Grace,TV Personality,Eliminated Week 8,24.0,3,3.0,0.144578313253012,8,False,0.144578313253012,Percentage,0.144578313253012,3.0,6.0,3.0,0.289156626506024,3.0
13,6,Ricki Lake,Actor/Actress,3rd Place,29.0,3,1.0,0.1746987951807229,11,False,0.1746987951807229,Percentage,0.1746987951807229,1.0,2.0,1.5,0.3493975903614458,1.5
13,6,Rob Kardashian,TV Personality,2nd Place,22.0,3,5.0,0.1325301204819277,11,False,0.1325301204819277,Percentage,0.1325301204819277,5.0,10.0,5.0,0.2650602409638554,5.0
13,7,David Arquette,Actor/Actress,Eliminated Week 7,23.5,3,5.0,0.1604095563139931,7,True,0.1501706484638607,Percentage,0.1501706484638607,6.0,11.0,6.0,0.31058020477785375,6.0
13,7,Hope Solo,Athlete,Eliminated Week 9,25.0,3,3.0,0.1706484641638225,9,False,0.1706484641639741,Percentage,0.1706484641639741,3.0,6.0,3.0,0.3412969283277966,3.0
13,7,J.R. Martinez,Actor/Actress,1st Place,24.0,3,4.0,0.1638225255972696,11,False,0.1638225255974212,Percentage,0.1638225255974212,4.0,8.0,4.0,0.3276450511946908,4.0
13,7,Nancy Grace,TV Personality,Eliminated Week 8,22.0,3,6.0,0.1501706484641638,8,False,0.16040955631369,Percentage,0.16040955631369,5.0,11.0,5.0,0.3105802047778538,5.0
13,7,Ricki Lake,Actor/Actress,3rd Place,26.5,3,1.0,0.1808873720136518,11,False,0.1808873720138034,Percentage,0.1808873720138034,1.0,2.0,1.0,0.3617747440274552,1.0
13,7,Rob Kardashian,TV Personality,2nd Place,25.5,3,2.0,0.1740614334470989,11,False,0.1740614334472505,Percentage,0.1740614334472505,2.0,4.0,2.0,0.3481228668943494,2.0
