season,week,celebrity_name,results,total_judge_score,judge_rank,judge_percent,eliminated_week_num,is_eliminated,estimated_fan_metric,estimated_fan_support,scoring_method
10,2,Jake Pavelka,Eliminated Week 6,20,6,0.090909091,6,FALSE,0.090909091,0.090909091,percent
10,2,Kate Gosselin,Eliminated Week 5,15,10,0.068181818,5,FALSE,0.093939394,0.093939394,percent
10,2,Nicole Scherzinger,1st Place,28,1,0.127272727,11,FALSE,0.090909091,0.090909091,percent
10,2,Niecy Nash,Eliminated Week 8,21,5,0.095454545,8,FALSE,0.090909091,0.090909091,percent
10,2,Pamela Anderson,Eliminated Week 7,22,4,0.1,7,FALSE,0.090909091,0.090909091,percent
10,2,Shannen Doherty,Eliminated Week 2,20,6,0.090909091,2,TRUE,0.071212121,0.071212121,percent
10,3,Aiden Turner,Eliminated Week 4,20,7,0.098522167,4,FALSE,0.1,0.1,percent
10,3,Buzz Aldrin,Eliminated Week 3,13,10,0.064039409,3,TRUE,0.1,0.1,percent
10,3,Chad Ochocinco,Eliminated Week 9,20,7,0.098522167,9,FALSE,0.1,0.1,percent
10,3,Erin Andrews,3rd Place,23,2,0.113300493,11,FALSE,0.1,0.1,percent
10,3,Evan Lysacek,2nd Place,26,1,0.128078818,11,FALSE,0.1,0.1,percent
10,3,Jake Pavelka,Eliminated Week 6,21,4,0.103448276,6,FALSE,0.1,0.1,percent
10,3,Kate Gosselin,Eliminated Week 5,15,9,0.073891626,5,FALSE,0.1,0.1,percent
10,3,Nicole Scherzinger,1st Place,23,2,0.113300493,11,FALSE,0.1,0.1,percent
10,3,Niecy Nash,Eliminated Week 8,21,4,0.103448276,8,FALSE,0.1,0.1,percent
10,3,Pamela Anderson,Eliminated Week 7,21,4,0.103448276,7,FALSE,0.1,0.1,percent
10,4,Aiden Turner,Eliminated Week 4,16.5,8,0.088948787,4,TRUE,0.109763402,0.109763402,percent
10,4,Chad Ochocinco,Eliminated Week 9,22,4,0.118598383,9,FALSE,0.111111111,0.111111111,percent
10,4,Erin Andrews,3rd Place,19.5,5,0.105121294,11,FALSE,0.111111111,0.111111111,percent
10,4,Evan Lysacek,2nd Place,26,1,0.140161725,11,FALSE,0.111111111,0.111111111,percent
10,4,Jake Pavelka,Eliminated Week 6,19,6,0.102425876,6,FALSE,0.111111111,0.111111111,percent
10,4,Kate Gosselin,Eliminated Week 5,16,9,0.086253369,5,FALSE,0.11245882,0.11245882,percent
10,4,Nicole Scherzinger,1st Place,25,2,0.134770889,11,FALSE,0.111111111,0.111111111,percent
10,4,Niecy Nash,Eliminated Week 8,18,7,0.09703504,8,FALSE,0.111111111,0.111111111,percent
10,4,Pamela Anderson,Eliminated Week 7,23.5,3,0.126684636,7,FALSE,0.111111111,0.111111111,percent
10,5,Chad Ochocinco,Eliminated Week 9,18,6,0.104046243,9,FALSE,0.125,0.125,percent
10,5,Erin Andrews,3rd Place,22,4,0.12716763,11,FALSE,0.125,0.125,percent
10,5,Evan Lysacek,2nd Place,27,2,0.156069364,11,FALSE,0.125,0.125,percent
10,5,Jake Pavelka,Eliminated Week 6,23,3,0.132947977,6,FALSE,0.125,0.125,percent
10,5,Kate Gosselin,Eliminated Week 5,15,8,0.086705202,5,TRUE,0.125,0.125,percent
10,5,Nicole Scherzinger,1st Place,29,1,0.167630058,11,FALSE,0.125,0.125,percent
10,5,Niecy Nash,Eliminated Week 8,18,6,0.104046243,8,FALSE,0.125,0.125,percent
10,5,Pamela Anderson,Eliminated Week 7,21,5,0.121387283,7,FALSE,0.125,0.125,percent
10,6,Chad Ochocinco,Eliminated Week 9,30.9999,3,0.148325377,9,FALSE,0.142857143,0.142857143,percent
10,6,Erin Andrews,3rd Place,34,2,0.162679971,11,FALSE,0.142857143,0.142857143,percent
10,6,Evan Lysacek,2nd Place,27,5,0.129187036,11,FALSE,0.142857143,0.142857143,percent
10,6,Jake Pavelka,Eliminated Week 6,24.9999,7,0.119617147,6,TRUE,0.142857143,0.142857143,percent
10,6,Nicole Scherzinger,1st Place,35.9999,1,0.172248902,11,FALSE,0.142857143,0.142857143,percent
10,6,Niecy Nash,Eliminated Week 8,25.9998,6,0.124401374,8,FALSE,0.142857143,0.142857143,percent
10,6,Pamela Anderson,Eliminated Week 7,29.9998,4,0.143540194,7,FALSE,0.142857143,0.142857143,percent
10,7,Chad Ochocinco,Eliminated Week 9,26,3,0.167202572,9,FALSE,0.166666667,0.166666667,percent
10,7,Erin Andrews,3rd Place,25.5,4,0.163987138,11,FALSE,0.166666667,0.166666667,percent
10,7,Evan Lysacek,2nd Place,27,1,0.173633441,11,FALSE,0.166666667,0.166666667,percent
10,7,Nicole Scherzinger,1st Place,27,1,0.173633441,11,FALSE,0.166666667,0.166666667,percent
10,7,Niecy Nash,Eliminated Week 8,24.5,6,0.15755627,8,FALSE,0.169882101,0.169882101,percent
10,7,Pamela Anderson,Eliminated Week 7,25.5,4,0.163987138,7,TRUE,0.163451233,0.163451233,percent
10,8,Chad Ochocinco,Eliminated Week 9,22.5,4,0.177865613,9,FALSE,0.2,0.2,percent
10,8,Erin Andrews,3rd Place,26.5,2,0.209486166,11,FALSE,0.2,0.2,percent
10,8,Evan Lysacek,2nd Place,26.5,2,0.209486166,11,FALSE,0.2,0.2,percent
10,8,Nicole Scherzinger,1st Place,29.5,1,0.233201581,11,FALSE,0.2,0.2,percent
10,8,Niecy Nash,Eliminated Week 8,21.5,5,0.169960474,8,TRUE,0.2,0.2,percent
10,9,Chad Ochocinco,Eliminated Week 9,26,4,0.230088496,9,TRUE,0.25,0.25,percent
10,9,Erin Andrews,3rd Place,28,3,0.247787611,11,FALSE,0.25,0.25,percent
10,9,Evan Lysacek,2nd Place,29.5,1,0.261061947,11,FALSE,0.25,0.25,percent
10,9,Nicole Scherzinger,1st Place,29.5,1,0.261061947,11,FALSE,0.25,0.25,percent
10,10,Erin Andrews,3rd Place,26.9998,2,0.326612328,11,FALSE,0.333333333,0.333333333,percent
10,10,Evan Lysacek,2nd Place,26.8887,3,0.325268368,11,FALSE,0.333333333,0.333333333,percent
10,10,Nicole Scherzinger,1st Place,28.7777,1,0.348119304,11,FALSE,0.333333333,0.333333333,percent
11,1,Audrina Patridge,Eliminated Week 6,19,5,0.083700441,6,FALSE,0.083333333,0.083333333,percent
11,1,Brandy,Eliminated Week 9,23,2,0.101321586,9,FALSE,0.083333333,0.083333333,percent
11,1,Bristol Palin,3rd Place,18,7,0.079295154,11,FALSE,0.083333333,0.083333333,percent
11,1,David Hasselhoff,Eliminated Week 1,15,10,0.066079295,1,TRUE,0.083333333,0.083333333,percent
11,1,Florence Henderson,Eliminated Week 5,18,7,0.079295154,5,FALSE,0.083333333,0.083333333,percent
11,1,Jennifer Grey,1st Place,24,1,0.105726872,11,FALSE,0.083333333,0.083333333,percent
11,1,Kurt Warner,Eliminated Week 8,19,5,0.083700441,8,FALSE,0.083333333,0.083333333,percent
11,1,Kyle Massey,2nd Place,23,2,0.101321586,11,FALSE,0.083333333,0.083333333,percent
11,1,Margaret Cho,Eliminated Week 3,15,10,0.066079295,3,FALSE,0.083333333,0.083333333,percent
11,1,Michael Bolton,Eliminated Week 2,16,9,0.070484581,2,FALSE,0.083333333,0.083333333,percent
11,1,Rick Fox,Eliminated Week 7,22,4,0.0969163,7,FALSE,0.083333333,0.083333333,percent
11,1,The Situation,Eliminated Week 4,15,10,0.066079295,4,FALSE,0.083333333,0.083333333,percent
11,2,Audrina Patridge,Eliminated Week 6,23,2,0.104072398,6,FALSE,0.090909091,0.090909091,percent
11,2,Brandy,Eliminated Week 9,21,5,0.095022624,9,FALSE,0.090909091,0.090909091,percent
11,2,Bristol Palin,3rd Place,22,3,0.099547511,11,FALSE,0.090909091,0.090909091,percent
11,2,Florence Henderson,Eliminated Week 5,19,8,0.085972851,5,FALSE,0.090909091,0.090909091,percent
11,2,Jennifer Grey,1st Place,24,1,0.108597285,11,FALSE,0.090909091,0.090909091,percent
11,2,Kurt Warner,Eliminated Week 8,21,5,0.095022624,8,FALSE,0.090909091,0.090909091,percent
11,2,Kyle Massey,2nd Place,22,3,0.099547511,11,FALSE,0.090909091,0.090909091,percent
11,2,Margaret Cho,Eliminated Week 3,18,9,0.081447964,3,FALSE,0.090909091,0.090909091,percent
11,2,Michael Bolton,Eliminated Week 2,12,11,0.054298643,2,TRUE,0.090909091,0.090909091,percent
11,2,Rick Fox,Eliminated Week 7,21,5,0.095022624,7,FALSE,0.090909091,0.090909091,percent
11,2,The Situation,Eliminated Week 4,18,9,0.081447964,4,FALSE,0.090909091,0.090909091,percent
11,3,Audrina Patridge,Eliminated Week 6,26,1,0.117647059,6,FALSE,0.1,0.1,percent
11,3,Brandy,Eliminated Week 9,24,2,0.108597285,9,FALSE,0.1,0.1,percent
11,3,Bristol Palin,3rd Place,19,9,0.085972851,11,FALSE,0.1,0.1,percent
11,3,Florence Henderson,Eliminated Week 5,20,7,0.090497738,5,FALSE,0.1,0.1,percent
11,3,Jennifer Grey,1st Place,24,2,0.108597285,11,FALSE,0.1,0.1,percent
11,3,Kurt Warner,Eliminated Week 8,23,5,0.104072398,8,FALSE,0.1,0.1,percent
11,3,Kyle Massey,2nd Place,23,5,0.104072398,11,FALSE,0.1,0.1,percent
11,3,Margaret Cho,Eliminated Week 3,18,10,0.081447964,3,TRUE,0.1,0.1,percent
11,3,Rick Fox,Eliminated Week 7,24,2,0.108597285,7,FALSE,0.1,0.1,percent
11,3,The Situation,Eliminated Week 4,20,7,0.090497738,4,FALSE,0.1,0.1,percent
11,4,Audrina Patridge,Eliminated Week 6,23,3,0.12849162,6,FALSE,0.111111111,0.111111111,percent
11,4,Brandy,Eliminated Week 9,24,2,0.134078212,9,FALSE,0.111111111,0.111111111,percent
11,4,Bristol Palin,3rd Place,16,8,0.089385475,11,FALSE,0.111111111,0.111111111,percent
11,4,Florence Henderson,Eliminated Week 5,17.5,6,0.097765363,5,FALSE,0.111111111,0.111111111,percent
11,4,Jennifer Grey,1st Place,28,1,0.156424581,11,FALSE,0.111111111,0.111111111,percent
11,4,Kurt Warner,Eliminated Week 8,17,7,0.094972067,8,FALSE,0.111111111,0.111111111,percent
11,4,Kyle Massey,2nd Place,20,4,0.111731844,11,FALSE,0.111111111,0.111111111,percent
11,4,Rick Fox,Eliminated Week 7,19.5,5,0.108938547,7,FALSE,0.111111111,0.111111111,percent
11,4,The Situation,Eliminated Week 4,14,9,0.078212291,4,TRUE,0.111111111,0.111111111,percent
11,5,Audrina Patridge,Eliminated Week 6,23,5,0.126373626,6,FALSE,0.125,0.125,percent
11,5,Brandy,Eliminated Week 9,27,1,0.148351648,9,FALSE,0.125,0.125,percent
11,5,Bristol Palin,3rd Place,18,8,0.098901099,11,FALSE,0.133241758,0.133241758,percent
11,5,Florence Henderson,Eliminated Week 5,21,6,0.115384615,5,TRUE,0.116758242,0.116758242,percent
11,5,Jennifer Grey,1st Place,25,2,0.137362637,11,FALSE,0.125,0.125,percent
11,5,Kurt Warner,Eliminated Week 8,24,3,0.131868132,8,FALSE,0.125,0.125,percent
11,5,Kyle Massey,2nd Place,20,7,0.10989011,11,FALSE,0.125,0.125,percent
11,5,Rick Fox,Eliminated Week 7,24,3,0.131868132,7,FALSE,0.125,0.125,percent
11,6,Audrina Patridge,Eliminated Week 6,31.9998,2,0.154588929,6,TRUE,0.118702713,0.118702713,percent
11,6,Brandy,Eliminated Week 9,35.9999,1,0.173913148,9,FALSE,0.142857143,0.142857143,percent
11,6,Bristol Palin,3rd Place,27.9998,6,0.135265192,11,FALSE,0.142857143,0.142857143,percent
11,6,Jennifer Grey,1st Place,29,5,0.140097092,11,FALSE,0.142857143,0.142857143,percent
11,6,Kurt Warner,Eliminated Week 8,21.9999,7,0.10628007,8,FALSE,0.167011572,0.167011572,percent
11,6,Kyle Massey,2nd Place,29.9999,4,0.144927543,11,FALSE,0.142857143,0.142857143,percent
11,6,Rick Fox,Eliminated Week 7,30,3,0.144928026,7,FALSE,0.142857143,0.142857143,percent
11,7,Brandy,Eliminated Week 9,36.5,1,0.175059952,9,FALSE,0.166666667,0.166666667,percent
11,7,Bristol Palin,3rd Place,32.5,6,0.1558753,11,FALSE,0.17146283,0.17146283,percent
11,7,Jennifer Grey,1st Place,36.5,1,0.175059952,11,FALSE,0.166666667,0.166666667,percent
11,7,Kurt Warner,Eliminated Week 8,35,3,0.167865707,8,FALSE,0.166666667,0.166666667,percent
11,7,Kyle Massey,2nd Place,33.5,5,0.160671463,11,FALSE,0.166666667,0.166666667,percent
11,7,Rick Fox,Eliminated Week 7,34.5,4,0.165467626,7,TRUE,0.161870504,0.161870504,percent
11,8,Brandy,Eliminated Week 9,28.5,1,0.21509434,9,FALSE,0.2,0.2,percent
11,8,Bristol Palin,3rd Place,23.5,5,0.177358491,11,FALSE,0.201886792,0.201886792,percent
11,8,Jennifer Grey,1st Place,28.5,1,0.21509434,11,FALSE,0.2,0.2,percent
11,8,Kurt Warner,Eliminated Week 8,24,4,0.181132075,8,TRUE,0.198113208,0.198113208,percent
11,8,Kyle Massey,2nd Place,28,3,0.211320755,11,FALSE,0.2,0.2,percent
11,9,Brandy,Eliminated Week 9,28.5,3,0.25,9,TRUE,0.24122807,0.24122807,percent
11,9,Bristol Palin,3rd Place,26.5,4,0.23245614,11,FALSE,0.25877193,0.25877193,percent
11,9,Jennifer Grey,1st Place,30,1,0.263157895,11,FALSE,0.25,0.25,percent
11,9,Kyle Massey,2nd Place,29,2,0.254385965,11,FALSE,0.25,0.25,percent
11,10,Bristol Palin,3rd Place,25.6666,3,0.30923689,11,FALSE,0.333333333,0.333333333,percent
11,10,Jennifer Grey,1st Place,30,1,0.361446654,11,FALSE,0.333333333,0.333333333,percent
11,10,Kyle Massey,2nd Place,27.3332,2,0.329316456,11,FALSE,0.333333333,0.333333333,percent
12,1,Chelsea Kane,3rd Place,21,3,0.101449275,11,FALSE,0.090909091,0.090909091,percent
12,1,Chris Jericho,Eliminated Week 6,19,5,0.09178744,6,FALSE,0.090909091,0.090909091,percent
12,1,Hines Ward,1st Place,21,3,0.101449275,11,FALSE,0.090909091,0.090909091,percent
12,1,Kendra Wilkinson,Eliminated Week 7,18,7,0.086956522,7,FALSE,0.090909091,0.090909091,percent
12,1,Kirstie Alley,2nd Place,23,2,0.111111111,11,FALSE,0.090909091,0.090909091,percent
12,1,Mike Catherwood,Eliminated Week 2,13,11,0.062801932,2,FALSE,0.090909091,0.090909091,percent
12,1,Petra Nemcova,Eliminated Week 5,18,7,0.086956522,5,FALSE,0.090909091,0.090909091,percent
12,1,Ralph Macchio,Eliminated Week 9,24,1,0.115942029,9,FALSE,0.090909091,0.090909091,percent
12,1,Romeo,Eliminated Week 8,19,5,0.09178744,8,FALSE,0.090909091,0.090909091,percent
12,1,Sugar Ray Leonard,Eliminated Week 4,17,9,0.082125604,4,FALSE,0.090909091,0.090909091,percent
12,1,Wendy Williams,Eliminated Week 3,14,10,0.06763285,3,FALSE,0.090909091,0.090909091,percent
12,2,Chelsea Kane,3rd Place,18,7,0.083333333,11,FALSE,0.090909091,0.090909091,percent
12,2,Chris Jericho,Eliminated Week 6,23,1,0.106481481,6,FALSE,0.090909091,0.090909091,percent
12,2,Hines Ward,1st Place,23,1,0.106481481,11,FALSE,0.090909091,0.090909091,percent
12,2,Kendra Wilkinson,Eliminated Week 7,19,6,0.087962963,7,FALSE,0.090909091,0.090909091,percent
12,2,Kirstie Alley,2nd Place,20,5,0.092592593,11,FALSE,0.090909091,0.090909091,percent
12,2,Mike Catherwood,Eliminated Week 2,17,9,0.078703704,2,TRUE,0.090909091,0.090909091,percent
12,2,Petra Nemcova,Eliminated Week 5,18,7,0.083333333,5,FALSE,0.090909091,0.090909091,percent
12,2,Ralph Macchio,Eliminated Week 9,21,4,0.097222222,9,FALSE,0.090909091,0.090909091,percent
12,2,Romeo,Eliminated Week 8,23,1,0.106481481,8,FALSE,0.090909091,0.090909091,percent
12,2,Sugar Ray Leonard,Eliminated Week 4,17,9,0.078703704,4,FALSE,0.090909091,0.090909091,percent
12,2,Wendy Williams,Eliminated Week 3,17,9,0.078703704,3,FALSE,0.090909091,0.090909091,percent
12,3,Chelsea Kane,3rd Place,23,3,0.107476636,11,FALSE,0.1,0.1,percent
12,3,Chris Jericho,Eliminated Week 6,21,5,0.098130841,6,FALSE,0.1,0.1,percent
12,3,Hines Ward,1st Place,25,1,0.11682243,11,FALSE,0.1,0.1,percent
12,3,Kendra Wilkinson,Eliminated Week 7,23,3,0.107476636,7,FALSE,0.1,0.1,percent
12,3,Kirstie Alley,2nd Place,21,5,0.098130841,11,FALSE,0.1,0.1,percent
12,3,Petra Nemcova,Eliminated Week 5,25,1,0.11682243,5,FALSE,0.1,0.1,percent
12,3,Ralph Macchio,Eliminated Week 9,21,5,0.098130841,9,FALSE,0.1,0.1,percent
12,3,Romeo,Eliminated Week 8,20,8,0.093457944,8,FALSE,0.1,0.1,percent
12,3,Sugar Ray Leonard,Eliminated Week 4,20,8,0.093457944,4,FALSE,0.1,0.1,percent
12,3,Wendy Williams,Eliminated Week 3,15,10,0.070093458,3,TRUE,0.1,0.1,percent
12,4,Chelsea Kane,3rd Place,26,1,0.126213592,11,FALSE,0.111111111,0.111111111,percent
12,4,Chris Jericho,Eliminated Week 6,23,4,0.111650485,6,FALSE,0.111111111,0.111111111,percent
12,4,Hines Ward,1st Place,25,2,0.121359223,11,FALSE,0.111111111,0.111111111,percent
12,4,Kendra Wilkinson,Eliminated Week 7,18,9,0.087378641,7,FALSE,0.118392665,0.118392665,percent
12,4,Kirstie Alley,2nd Place,22,7,0.106796117,11,FALSE,0.111111111,0.111111111,percent
12,4,Petra Nemcova,Eliminated Week 5,23,4,0.111650485,5,FALSE,0.111111111,0.111111111,percent
12,4,Ralph Macchio,Eliminated Week 9,25,2,0.121359223,9,FALSE,0.111111111,0.111111111,percent
12,4,Romeo,Eliminated Week 8,23,4,0.111650485,8,FALSE,0.111111111,0.111111111,percent
12,4,Sugar Ray Leonard,Eliminated Week 4,21,8,0.101941748,4,TRUE,0.103829558,0.103829558,percent
12,5,Chelsea Kane,3rd Place,26,2,0.134020619,11,FALSE,0.125,0.125,percent
12,5,Chris Jericho,Eliminated Week 6,26,2,0.134020619,6,FALSE,0.125,0.125,percent
12,5,Hines Ward,1st Place,27,1,0.139175258,11,FALSE,0.125,0.125,percent
12,5,Kendra Wilkinson,Eliminated Week 7,22,6,0.113402062,7,FALSE,0.125,0.125,percent
12,5,Kirstie Alley,2nd Place,23,5,0.118556701,11,FALSE,0.125,0.125,percent
12,5,Petra Nemcova,Eliminated Week 5,22,6,0.113402062,5,TRUE,0.125,0.125,percent
12,5,Ralph Macchio,Eliminated Week 9,22,6,0.113402062,9,FALSE,0.125,0.125,percent
12,5,Romeo,Eliminated Week 8,26,2,0.134020619,8,FALSE,0.125,0.125,percent
12,6,Chelsea Kane,3rd Place,28,1,0.155555556,11,FALSE,0.142857143,0.142857143,percent
12,6,Chris Jericho,Eliminated Week 6,22,7,0.122222222,6,TRUE,0.142857143,0.142857143,percent
12,6,Hines Ward,1st Place,27,3,0.15,11,FALSE,0.142857143,0.142857143,percent
12,6,Kendra Wilkinson,Eliminated Week 7,25,5,0.138888889,7,FALSE,0.142857143,0.142857143,percent
12,6,Kirstie Alley,2nd Place,26,4,0.144444444,11,FALSE,0.142857143,0.142857143,percent
12,6,Ralph Macchio,Eliminated Week 9,24,6,0.133333333,9,FALSE,0.142857143,0.142857143,percent
12,6,Romeo,Eliminated Week 8,28,1,0.155555556,8,FALSE,0.142857143,0.142857143,percent
12,7,Chelsea Kane,3rd Place,32,3,0.169761273,11,FALSE,0.166666667,0.166666667,percent
12,7,Hines Ward,1st Place,33,1,0.175066313,11,FALSE,0.166666667,0.166666667,percent
12,7,Kendra Wilkinson,Eliminated Week 7,30.5,4,0.161803714,7,TRUE,0.16489832,0.16489832,percent
12,7,Kirstie Alley,2nd Place,30,5,0.159151194,11,FALSE,0.16755084,0.16755084,percent
12,7,Ralph Macchio,Eliminated Week 9,33,1,0.175066313,9,FALSE,0.166666667,0.166666667,percent
12,7,Romeo,Eliminated Week 8,30,5,0.159151194,8,FALSE,0.16755084,0.16755084,percent
12,8,Chelsea Kane,3rd Place,27.5,1,0.211538462,11,FALSE,0.2,0.2,percent
12,8,Hines Ward,1st Place,27,2,0.207692308,11,FALSE,0.2,0.2,percent
12,8,Kirstie Alley,2nd Place,26.5,3,0.203846154,11,FALSE,0.2,0.2,percent
12,8,Ralph Macchio,Eliminated Week 9,23,5,0.176923077,9,FALSE,0.211538462,0.211538462,percent
12,8,Romeo,Eliminated Week 8,26,4,0.2,8,TRUE,0.188461538,0.188461538,percent
12,9,Chelsea Kane,3rd Place,36.5,1,0.310638298,11,FALSE,0.25,0.25,percent
12,9,Hines Ward,1st Place,30,2,0.255319149,11,FALSE,0.25,0.25,percent
12,9,Kirstie Alley,2nd Place,27,3,0.229787234,11,FALSE,0.25,0.25,percent
12,9,Ralph Macchio,Eliminated Week 9,24,4,0.204255319,9,TRUE,0.25,0.25,percent
12,10,Chelsea Kane,3rd Place,29.6666,1,0.339694801,11,FALSE,0.333333333,0.333333333,percent
12,10,Hines Ward,1st Place,29.6666,1,0.339694801,11,FALSE,0.333333333,0.333333333,percent
12,10,Kirstie Alley,2nd Place,27.9999,3,0.320610399,11,FALSE,0.333333333,0.333333333,percent
13,1,Carson Kressley,Eliminated Week 5,17,7,0.078341014,5,FALSE,0.083333333,0.083333333,percent
13,1,Chaz Bono,Eliminated Week 6,17,7,0.078341014,6,FALSE,0.083333333,0.083333333,percent
13,1,Chynna Phillips,Eliminated Week 4,22,1,0.101382488,4,FALSE,0.083333333,0.083333333,percent
13,1,David Arquette,Eliminated Week 7,18,6,0.082949309,7,FALSE,0.083333333,0.083333333,percent
13,1,Elisabetta Canalis,Eliminated Week 2,15,11,0.069124424,2,FALSE,0.083333333,0.083333333,percent
13,1,Hope Solo,Eliminated Week 9,21,3,0.096774194,9,FALSE,0.083333333,0.083333333,percent
13,1,J.R. Martinez,1st Place,22,1,0.101382488,11,FALSE,0.083333333,0.083333333,percent
13,1,Kristin Cavallari,Eliminated Week 3,19,5,0.087557604,3,FALSE,0.083333333,0.083333333,percent
13,1,Metta World Peace (Ron),Eliminated Week 1,14,12,0.064516129,1,TRUE,0.083333333,0.083333333,percent
13,1,Nancy Grace,Eliminated Week 8,16,9,0.073732719,8,FALSE,0.083333333,0.083333333,percent
13,1,Ricki Lake,3rd Place,20,4,0.092165899,11,FALSE,0.083333333,0.083333333,percent
13,1,Rob Kardashian,2nd Place,16,9,0.073732719,11,FALSE,0.083333333,0.083333333,percent
13,2,Carson Kressley,Eliminated Week 5,18,9,0.080717489,5,FALSE,0.093151243,0.093151243,percent
13,2,Chaz Bono,Eliminated Week 6,17,11,0.076233184,6,FALSE,0.097635548,0.097635548,percent
13,2,Chynna Phillips,Eliminated Week 4,21,4,0.094170404,4,FALSE,0.090909091,0.090909091,percent
13,2,David Arquette,Eliminated Week 7,18,9,0.080717489,7,FALSE,0.093151243,0.093151243,percent
13,2,Elisabetta Canalis,Eliminated Week 2,21,4,0.094170404,2,TRUE,0.079698329,0.079698329,percent
13,2,Hope Solo,Eliminated Week 9,19,8,0.085201794,9,FALSE,0.090909091,0.090909091,percent
13,2,J.R. Martinez,1st Place,22,2,0.098654709,11,FALSE,0.090909091,0.090909091,percent
13,2,Kristin Cavallari,Eliminated Week 3,22,2,0.098654709,3,FALSE,0.090909091,0.090909091,percent
13,2,Nancy Grace,Eliminated Week 8,21,4,0.094170404,8,FALSE,0.090909091,0.090909091,percent
13,2,Ricki Lake,3rd Place,23,1,0.103139013,11,FALSE,0.090909091,0.090909091,percent
13,2,Rob Kardashian,2nd Place,21,4,0.094170404,11,FALSE,0.090909091,0.090909091,percent
13,3,Carson Kressley,Eliminated Week 5,23,8,0.097046414,5,FALSE,0.1,0.1,percent
13,3,Chaz Bono,Eliminated Week 6,18,10,0.075949367,6,FALSE,0.112658228,0.112658228,percent
13,3,Chynna Phillips,Eliminated Week 4,26,2,0.109704641,4,FALSE,0.1,0.1,percent
13,3,David Arquette,Eliminated Week 7,24,4,0.101265823,7,FALSE,0.1,0.1,percent
13,3,Hope Solo,Eliminated Week 9,24,4,0.101265823,9,FALSE,0.1,0.1,percent
13,3,J.R. Martinez,1st Place,26,2,0.109704641,11,FALSE,0.1,0.1,percent
13,3,Kristin Cavallari,Eliminated Week 3,24,4,0.101265823,3,TRUE,0.087341772,0.087341772,percent
13,3,Nancy Grace,Eliminated Week 8,21,9,0.088607595,8,FALSE,0.1,0.1,percent
13,3,Ricki Lake,3rd Place,27,1,0.113924051,11,FALSE,0.1,0.1,percent
13,3,Rob Kardashian,2nd Place,24,4,0.101265823,11,FALSE,0.1,0.1,percent
13,4,Carson Kressley,Eliminated Week 5,20,9,0.09569378,5,FALSE,0.113503456,0.113503456,percent
13,4,Chaz Bono,Eliminated Week 6,21,6,0.100478469,6,FALSE,0.111111111,0.111111111,percent
13,4,Chynna Phillips,Eliminated Week 4,21,6,0.100478469,4,TRUE,0.108718767,0.108718767,percent
13,4,David Arquette,Eliminated Week 7,23,5,0.110047847,7,FALSE,0.111111111,0.111111111,percent
13,4,Hope Solo,Eliminated Week 9,24,3,0.114832536,9,FALSE,0.111111111,0.111111111,percent
13,4,J.R. Martinez,1st Place,26,2,0.124401914,11,FALSE,0.111111111,0.111111111,percent
13,4,Nancy Grace,Eliminated Week 8,21,6,0.100478469,8,FALSE,0.111111111,0.111111111,percent
13,4,Ricki Lake,3rd Place,29,1,0.138755981,11,FALSE,0.111111111,0.111111111,percent
13,4,Rob Kardashian,2nd Place,24,3,0.114832536,11,FALSE,0.111111111,0.111111111,percent
13,5,Carson Kressley,Eliminated Week 5,19,8,0.10106383,5,TRUE,0.125,0.125,percent
13,5,Chaz Bono,Eliminated Week 6,21,7,0.111702128,6,FALSE,0.125,0.125,percent
13,5,David Arquette,Eliminated Week 7,25,2,0.132978723,7,FALSE,0.125,0.125,percent
13,5,Hope Solo,Eliminated Week 9,24,4,0.127659574,9,FALSE,0.125,0.125,percent
13,5,J.R. Martinez,1st Place,28,1,0.14893617,11,FALSE,0.125,0.125,percent
13,5,Nancy Grace,Eliminated Week 8,22,6,0.117021277,8,FALSE,0.125,0.125,percent
13,5,Ricki Lake,3rd Place,24,4,0.127659574,11,FALSE,0.125,0.125,percent
13,5,Rob Kardashian,2nd Place,25,2,0.132978723,11,FALSE,0.125,0.125,percent
13,6,Chaz Bono,Eliminated Week 6,19,7,0.114457831,6,TRUE,0.142857143,0.142857143,percent
13,6,David Arquette,Eliminated Week 7,23,4,0.138554217,7,FALSE,0.142857143,0.142857143,percent
13,6,Hope Solo,Eliminated Week 9,20,6,0.120481928,9,FALSE,0.142857143,0.142857143,percent
13,6,J.R. Martinez,1st Place,29,1,0.174698795,11,FALSE,0.142857143,0.142857143,percent
13,6,Nancy Grace,Eliminated Week 8,24,3,0.144578313,8,FALSE,0.142857143,0.142857143,percent
13,6,Ricki Lake,3rd Place,29,1,0.174698795,11,FALSE,0.142857143,0.142857143,percent
13,6,Rob Kardashian,2nd Place,22,5,0.13253012,11,FALSE,0.142857143,0.142857143,percent
13,7,David Arquette,Eliminated Week 7,23.5,5,0.160409556,7,TRUE,0.161547213,0.161547213,percent
13,7,Hope Solo,Eliminated Week 9,25,3,0.170648464,9,FALSE,0.166666667,0.166666667,percent
13,7,J.R. Martinez,1st Place,24,4,0.163822526,11,FALSE,0.166666667,0.166666667,percent
13,7,Nancy Grace,Eliminated Week 8,22,6,0.150170648,8,FALSE,0.171786121,0.171786121,percent
13,7,Ricki Lake,3rd Place,26.5,1,0.180887372,11,FALSE,0.166666667,0.166666667,percent
